state_name,n_incidents,firearm_rate,ipv_proxy_rate,injury_rate,mean_age,pct_age_missing
California,1152,0.014756944444444444,0.0078125,0.4227430555555556,33.04296875,0.0
Texas,912,0.03070175438596491,0.005482456140350877,0.5548245614035088,32.770833333333336,0.0
North Carolina,576,0.03298611111111111,0.001736111111111111,0.2881944444444444,34.86024305555556,0.0
Florida,553,0.0379746835443038,0.0018083182640144665,0.3435804701627486,33.20795660036166,0.0
Virginia,447,0.017897091722595078,0.0,0.34675615212527966,31.345637583892618,0.0
Maryland,390,0.038461538461538464,0.0,0.30256410256410254,34.212820512820514,0.0
Tennessee,375,0.128,0.0,0.328,32.284,0.0
Colorado,331,0.04833836858006042,0.0030211480362537764,0.5800604229607251,32.70392749244713,0.0
Michigan,318,0.059748427672955975,0.0031446540880503146,0.4308176100628931,29.358490566037737,0.0
Illinois,313,0.0,0.01597444089456869,0.5559105431309904,31.77955271565495,0.0
Massachusetts,298,0.016778523489932886,0.003355704697986577,0.3389261744966443,33.65268456375839,0.0
Missouri,297,0.026936026936026935,0.0,0.31986531986531985,32.17003367003367,0.0
Louisiana,296,0.02702702702702703,0.060810810810810814,0.28716216216216217,35.65878378378378,0.0
Nevada,280,0.075,0.0,0.30714285714285716,30.517857142857142,0.0
New Mexico,280,0.05357142857142857,0.0,0.2714285714285714,33.489285714285714,0.0
New York,270,0.003703703703703704,0.018518518518518517,0.7333333333333333,34.74074074074074,0.0
Wisconsin,262,0.011450381679389313,0.0,0.5,31.769083969465647,0.0
Indiana,260,0.0038461538461538464,0.007692307692307693,0.38076923076923075,32.21730769230769,0.0
District of Columbia,239,0.0041841004184100415,0.0,0.48535564853556484,34.20292887029289,0.0
Washington,233,0.034334763948497854,0.0,0.4892703862660944,33.93562231759657,0.0
Kentucky,229,0.017467248908296942,0.27074235807860264,0.62882096069869,35.94759825327511,0.0
Arizona,202,0.01485148514851485,0.0049504950495049506,0.37623762376237624,36.94059405940594,0.0
South Carolina,199,0.05025125628140704,0.0,0.3969849246231156,31.482412060301506,0.0
Minnesota,185,0.021621621621621623,0.0,0.5891891891891892,30.68918918918919,0.0
Georgia,178,0.03932584269662921,0.0,0.3651685393258427,35.1376404494382,0.0
Oklahoma,162,0.018518518518518517,0.0,0.3950617283950617,32.79938271604938,0.0
Iowa,154,0.006493506493506494,0.0,0.4675324675324675,31.162337662337663,0.0
New Jersey,149,0.0,0.006711409395973154,0.5973154362416108,30.84228187919463,0.0
Pennsylvania,148,0.02702702702702703,0.02027027027027027,0.7094594594594594,36.435810810810814,0.0
Ohio,139,0.014388489208633094,0.014388489208633094,0.39568345323741005,33.47482014388489,0.0
Oregon,126,0.023809523809523808,0.0,0.5079365079365079,32.44444444444444,0.0
Arkansas,120,0.06666666666666667,0.008333333333333333,0.5166666666666667,31.704166666666666,0.0
North Dakota,105,0.0,0.0,0.6571428571428571,28.67142857142857,0.0
Montana,89,0.0449438202247191,0.0,0.30337078651685395,32.69101123595506,0.0
Connecticut,88,0.0,0.0,0.6022727272727273,30.693181818181817,0.0
Utah,65,0.015384615384615385,0.015384615384615385,0.47692307692307695,33.2,0.0
Alabama,59,0.03389830508474576,0.0,0.4576271186440678,32.432203389830505,0.0
Idaho,59,0.05084745762711865,0.0,0.5084745762711864,34.313559322033896,0.0
Nebraska,54,0.0,0.0,0.5185185185185185,34.870370370370374,0.0
Delaware,54,0.07407407407407407,0.0,0.3148148148148148,31.074074074074073,0.0
South Dakota,48,0.020833333333333332,0.0,0.5,32.614583333333336,0.0
Mississippi,37,0.0,0.2972972972972973,0.6486486486486487,34.83783783783784,0.0
Hawaii,28,0.0,0.0,0.10714285714285714,37.0,0.0
New Hampshire,26,0.0,0.0,0.23076923076923078,30.03846153846154,0.0
Maine,24,0.0,0.0,0.625,36.166666666666664,0.0
Vermont,18,0.0,0.0,0.7222222222222222,32.611111111111114,0.0
Wyoming,17,0.0,0.0,0.7058823529411765,36.970588235294116,0.0
Alaska,14,0.0,0.0,0.5,32.357142857142854,0.0
Rhode Island,12,0.0,0.0,0.5833333333333334,27.916666666666668,0.0
