geo_id,geo_name,year,component,value,note
state:HI,Hawaii,2022,unemployment_rate,-0.4488488203,z-score within 2022; raw=0.036 (proportion)
state:HI,Hawaii,2022,gun_deaths_per_100k,-1.710253795,z-score within 2022; raw=4.8 (per 100k population)
state:HI,Hawaii,2023,dv_rate,-1.311881684,z-score within 2023; raw=320.994 (per 100k female population)
state:HI,Hawaii,2023,sexual_assault_rate,-0.3304521978,z-score within 2023; raw=48.123 (per 100k female population)
state:HI,Hawaii,2023,firearm_share,-1.368722859,z-score within 2023; raw=0.0133076 (proportion)
state:HI,Hawaii,2023,fem_poverty_rate,-0.9590529312,z-score within 2023; raw=0.107 (proportion)
state:HI,Hawaii,2023,unemployment_rate,-0.590116035,z-score within 2023; raw=0.035 (proportion)
state:HI,Hawaii,2023,gun_deaths_per_100k,-1.818394167,z-score within 2023; raw=4.5 (per 100k population)
state:HI,Hawaii,2024,dv_rate,-1.182040481,z-score within 2024; raw=374.559 (per 100k female population)
state:HI,Hawaii,2024,sexual_assault_rate,-0.4755790728,z-score within 2024; raw=45.7871 (per 100k female population)
state:HI,Hawaii,2024,firearm_share,-1.108090811,z-score within 2024; raw=0.0217227 (proportion)
state:HI,Hawaii,2024,fem_poverty_rate,-0.9101314232,z-score within 2024; raw=0.106 (proportion)
state:HI,Hawaii,2024,unemployment_rate,-0.9103845688,z-score within 2024; raw=0.034 (proportion)
state:HI,Hawaii,2024,gun_deaths_per_100k,-1.695267329,z-score within 2024; raw=4.9 (per 100k population)
state:ID,Idaho,2021,dv_rate,-0.06097842815,z-score within 2021; raw=613.321 (per 100k female population)
state:ID,Idaho,2021,sexual_assault_rate,0.5623532289,z-score within 2021; raw=100.2 (per 100k female population)
state:ID,Idaho,2021,firearm_share,-0.6907207891,z-score within 2021; raw=0.0349723 (proportion)
state:ID,Idaho,2021,fem_poverty_rate,-0.5749785533,z-score within 2021; raw=0.121 (proportion)
state:ID,Idaho,2021,unemployment_rate,-1.46479448,z-score within 2021; raw=0.033 (proportion)
state:ID,Idaho,2021,gun_deaths_per_100k,0.4042677475,z-score within 2021; raw=17.6 (per 100k population)
state:ID,Idaho,2022,dv_rate,-0.1276033882,z-score within 2022; raw=620.05 (per 100k female population)
state:ID,Idaho,2022,sexual_assault_rate,0.3718318181,z-score within 2022; raw=95.957 (per 100k female population)
state:ID,Idaho,2022,firearm_share,-0.6971630688,z-score within 2022; raw=0.038449 (proportion)
state:ID,Idaho,2022,fem_poverty_rate,-0.7180999121,z-score within 2022; raw=0.115 (proportion)
state:ID,Idaho,2022,unemployment_rate,-1.175556434,z-score within 2022; raw=0.03 (proportion)
state:ID,Idaho,2022,gun_deaths_per_100k,-0.008876749801,z-score within 2022; raw=16.3 (per 100k population)
state:ID,Idaho,2023,dv_rate,-0.326202184,z-score within 2023; raw=583.465 (per 100k female population)
state:ID,Idaho,2023,sexual_assault_rate,0.5536670381,z-score within 2023; raw=67.1432 (per 100k female population)
state:ID,Idaho,2023,firearm_share,-0.7481551802,z-score within 2023; raw=0.0332629 (proportion)
state:ID,Idaho,2023,fem_poverty_rate,-0.779098187,z-score within 2023; raw=0.112 (proportion)
state:ID,Idaho,2023,unemployment_rate,-0.4586928132,z-score within 2023; raw=0.036 (proportion)
state:ID,Idaho,2023,gun_deaths_per_100k,0.2610502533,z-score within 2023; raw=17.5 (per 100k population)
state:ID,Idaho,2024,dv_rate,-0.3103536771,z-score within 2024; raw=591.477 (per 100k female population)
state:ID,Idaho,2024,sexual_assault_rate,0.7816589003,z-score within 2024; raw=73.0877 (per 100k female population)
state:ID,Idaho,2024,firearm_share,-0.7294146777,z-score within 2024; raw=0.0330767 (proportion)
state:ID,Idaho,2024,fem_poverty_rate,-0.5077801794,z-score within 2024; raw=0.117 (proportion)
state:ID,Idaho,2024,unemployment_rate,-0.5901803411,z-score within 2024; raw=0.037 (proportion)
state:ID,Idaho,2024,gun_deaths_per_100k,0.4419005605,z-score within 2024; raw=17.9 (per 100k population)
state:IL,Illinois,2021,dv_rate,-0.7894054738,z-score within 2021; raw=374.771 (per 100k female population)
state:IL,Illinois,2021,sexual_assault_rate,-0.9028338757,z-score within 2021; raw=42.7612 (per 100k female population)
state:IL,Illinois,2021,firearm_share,-0.4637537908,z-score within 2021; raw=0.0430616 (proportion)
state:IL,Illinois,2021,fem_poverty_rate,-0.2291777724,z-score within 2021; raw=0.131 (proportion)
state:IL,Illinois,2021,unemployment_rate,1.054025633,z-score within 2021; raw=0.074 (proportion)
state:IL,Illinois,2021,gun_deaths_per_100k,-0.1690455087,z-score within 2021; raw=14.1 (per 100k population)
state:IL,Illinois,2022,dv_rate,-0.09619740829,z-score within 2022; raw=629.002 (per 100k female population)
state:IL,Illinois,2022,sexual_assault_rate,-0.3048301549,z-score within 2022; raw=69.7191 (per 100k female population)
state:IL,Illinois,2022,firearm_share,-0.7786430394,z-score within 2022; raw=0.0358219 (proportion)
state:IL,Illinois,2022,fem_poverty_rate,-0.1188769826,z-score within 2022; raw=0.132 (proportion)
state:IL,Illinois,2022,unemployment_rate,1.004566407,z-score within 2022; raw=0.048 (proportion)
state:IL,Illinois,2022,gun_deaths_per_100k,-0.03846591581,z-score within 2022; raw=16.1 (per 100k population)
state:IL,Illinois,2023,dv_rate,0.3245437799,z-score within 2023; raw=756.748 (per 100k female population)
state:IL,Illinois,2023,sexual_assault_rate,0.303909173,z-score within 2023; raw=61.7701 (per 100k female population)
state:IL,Illinois,2023,firearm_share,-0.8832228766,z-score within 2023; raw=0.0289196 (proportion)
state:IL,Illinois,2023,fem_poverty_rate,-0.2392339541,z-score within 2023; raw=0.127 (proportion)
state:IL,Illinois,2023,unemployment_rate,0.9869626262,z-score within 2023; raw=0.047 (proportion)
state:IL,Illinois,2023,gun_deaths_per_100k,-0.2348172622,z-score within 2023; raw=14.4 (per 100k population)
state:IL,Illinois,2024,dv_rate,0.451627526,z-score within 2024; raw=781.094 (per 100k female population)
state:IL,Illinois,2024,sexual_assault_rate,0.5729052147,z-score within 2024; raw=68.5547 (per 100k female population)
state:IL,Illinois,2024,firearm_share,-0.9574078827,z-score within 2024; raw=0.0262407 (proportion)
state:IL,Illinois,2024,fem_poverty_rate,-0.1054289356,z-score within 2024; raw=0.128 (proportion)
state:IL,Illinois,2024,unemployment_rate,0.9041060545,z-score within 2024; raw=0.051 (proportion)
state:IL,Illinois,2024,gun_deaths_per_100k,-0.2814485713,z-score within 2024; raw=13.5 (per 100k population)
state:IN,Indiana,2021,dv_rate,-0.07348597551,z-score within 2021; raw=609.225 (per 100k female population)
state:IN,Indiana,2021,sexual_assault_rate,-0.3096372234,z-score within 2021; raw=66.0157 (per 100k female population)
state:IN,Indiana,2021,firearm_share,0.09114040917,z-score within 2021; raw=0.0628385 (proportion)
state:IN,Indiana,2021,fem_poverty_rate,-0.09085746007,z-score within 2021; raw=0.135 (proportion)
state:IN,Indiana,2021,unemployment_rate,-0.6047095633,z-score within 2021; raw=0.047 (proportion)
state:IN,Indiana,2021,gun_deaths_per_100k,0.3551266112,z-score within 2021; raw=17.3 (per 100k population)
state:IN,Indiana,2022,dv_rate,-0.09169405287,z-score within 2022; raw=630.285 (per 100k female population)
state:IN,Indiana,2022,sexual_assault_rate,-0.3557738661,z-score within 2022; raw=67.7437 (per 100k female population)
state:IN,Indiana,2022,firearm_share,0.6680420618,z-score within 2022; raw=0.0824667 (proportion)
state:IN,Indiana,2022,fem_poverty_rate,0.05736505554,z-score within 2022; raw=0.137 (proportion)
state:IN,Indiana,2022,unemployment_rate,-0.4488488203,z-score within 2022; raw=0.036 (proportion)
state:IN,Indiana,2022,gun_deaths_per_100k,0.3018094932,z-score within 2022; raw=18.4 (per 100k population)
state:IN,Indiana,2023,dv_rate,-0.01623616968,z-score within 2023; raw=666.004 (per 100k female population)
state:IN,Indiana,2023,sexual_assault_rate,-0.4599289368,z-score within 2023; raw=45.3375 (per 100k female population)
state:IN,Indiana,2023,firearm_share,1.006507987,z-score within 2023; raw=0.0896867 (proportion)
state:IN,Indiana,2023,fem_poverty_rate,0.1566664832,z-score within 2023; raw=0.138 (proportion)
state:IN,Indiana,2023,unemployment_rate,-0.4586928132,z-score within 2023; raw=0.036 (proportion)
state:IN,Indiana,2023,gun_deaths_per_100k,0.2770459797,z-score within 2023; raw=17.6 (per 100k population)
state:IN,Indiana,2024,dv_rate,-0.08759740385,z-score within 2024; raw=646.909 (per 100k female population)
state:IN,Indiana,2024,sexual_assault_rate,-0.3048745671,z-score within 2024; raw=49.4939 (per 100k female population)
state:IN,Indiana,2024,firearm_share,0.9797322951,z-score within 2024; raw=0.0843226 (proportion)
state:IN,Indiana,2024,fem_poverty_rate,0.2237675367,z-score within 2024; raw=0.137 (proportion)
state:IN,Indiana,2024,unemployment_rate,-0.163241371,z-score within 2024; raw=0.041 (proportion)
state:IN,Indiana,2024,gun_deaths_per_100k,0.5076595725,z-score within 2024; raw=18.3 (per 100k population)
state:IA,Iowa,2021,dv_rate,0.01446581188,z-score within 2021; raw=638.028 (per 100k female population)
state:IA,Iowa,2021,sexual_assault_rate,-0.1919126491,z-score within 2021; raw=70.6307 (per 100k female population)
state:IA,Iowa,2021,firearm_share,-0.7245414721,z-score within 2021; raw=0.0337669 (proportion)
state:IA,Iowa,2021,fem_poverty_rate,-0.471238319,z-score within 2021; raw=0.124 (proportion)
state:IA,Iowa,2021,unemployment_rate,-1.280490569,z-score within 2021; raw=0.036 (proportion)
state:IA,Iowa,2021,gun_deaths_per_100k,-0.6440764923,z-score within 2021; raw=11.2 (per 100k population)
state:IA,Iowa,2022,dv_rate,-0.4027169482,z-score within 2022; raw=541.637 (per 100k female population)
state:IA,Iowa,2022,sexual_assault_rate,-0.4130227732,z-score within 2022; raw=65.5239 (per 100k female population)
state:IA,Iowa,2022,firearm_share,-0.5734215772,z-score within 2022; raw=0.0424388 (proportion)
state:IA,Iowa,2022,fem_poverty_rate,-0.5066094664,z-score within 2022; raw=0.121 (proportion)
state:IA,Iowa,2022,unemployment_rate,-1.29667437,z-score within 2022; raw=0.029 (proportion)
state:IA,Iowa,2022,gun_deaths_per_100k,-0.7634004829,z-score within 2022; raw=11.2 (per 100k population)
state:IA,Iowa,2023,dv_rate,-0.272123291,z-score within 2023; raw=597.865 (per 100k female population)
state:IA,Iowa,2023,sexual_assault_rate,-0.1015481543,z-score within 2023; raw=53.0474 (per 100k female population)
state:IA,Iowa,2023,firearm_share,-0.746162676,z-score within 2023; raw=0.0333269 (proportion)
state:IA,Iowa,2023,fem_poverty_rate,-0.3112158519,z-score within 2023; raw=0.125 (proportion)
state:IA,Iowa,2023,unemployment_rate,-1.510078587,z-score within 2023; raw=0.028 (proportion)
state:IA,Iowa,2023,gun_deaths_per_100k,-0.7306847778,z-score within 2023; raw=11.3 (per 100k population)
state:IA,Iowa,2024,dv_rate,-0.4200778175,z-score within 2024; raw=564.172 (per 100k female population)
state:IA,Iowa,2024,sexual_assault_rate,-0.6181552878,z-score within 2024; raw=42.6911 (per 100k female population)
state:IA,Iowa,2024,firearm_share,-0.7244245744,z-score within 2024; raw=0.0332263 (proportion)
state:IA,Iowa,2024,fem_poverty_rate,-0.215161093,z-score within 2024; raw=0.125 (proportion)
state:IA,Iowa,2024,unemployment_rate,-1.123854054,z-score within 2024; raw=0.032 (proportion)
state:IA,Iowa,2024,gun_deaths_per_100k,-0.7746411611,z-score within 2024; raw=10.5 (per 100k population)
state:KS,Kansas,2021,dv_rate,0.4573590583,z-score within 2021; raw=783.07 (per 100k female population)
state:KS,Kansas,2021,sexual_assault_rate,0.07811947066,z-score within 2021; raw=81.2166 (per 100k female population)
state:KS,Kansas,2021,firearm_share,-0.07855266761,z-score within 2021; raw=0.0567905 (proportion)
state:KS,Kansas,2021,fem_poverty_rate,-0.3329180067,z-score within 2021; raw=0.128 (proportion)
state:KS,Kansas,2021,unemployment_rate,-0.789013474,z-score within 2021; raw=0.044 (proportion)
state:KS,Kansas,2021,gun_deaths_per_100k,0.2896050962,z-score within 2021; raw=16.9 (per 100k population)
state:KS,Kansas,2022,dv_rate,0.8356998551,z-score within 2022; raw=894.612 (per 100k female population)
state:KS,Kansas,2022,sexual_assault_rate,0.6901722294,z-score within 2022; raw=108.301 (per 100k female population)
state:KS,Kansas,2022,firearm_share,0.1736894047,z-score within 2022; raw=0.0665275 (proportion)
state:KS,Kansas,2022,fem_poverty_rate,-0.2246222054,z-score within 2022; raw=0.129 (proportion)
state:KS,Kansas,2022,unemployment_rate,-0.4488488203,z-score within 2022; raw=0.036 (proportion)
state:KS,Kansas,2022,gun_deaths_per_100k,0.1390690802,z-score within 2022; raw=17.3 (per 100k population)
state:KS,Kansas,2023,dv_rate,0.8770725656,z-score within 2023; raw=903.878 (per 100k female population)
state:KS,Kansas,2023,sexual_assault_rate,0.4962835388,z-score within 2023; raw=65.9087 (per 100k female population)
state:KS,Kansas,2023,firearm_share,0.2760993339,z-score within 2023; raw=0.0661993 (proportion)
state:KS,Kansas,2023,fem_poverty_rate,-0.3831977496,z-score within 2023; raw=0.123 (proportion)
state:KS,Kansas,2023,unemployment_rate,-0.8529624785,z-score within 2023; raw=0.033 (proportion)
state:KS,Kansas,2023,gun_deaths_per_100k,0.1810716218,z-score within 2023; raw=17 (per 100k population)
state:KS,Kansas,2024,dv_rate,0.5121067278,z-score within 2024; raw=796.144 (per 100k female population)
state:KS,Kansas,2024,sexual_assault_rate,0.1767817122,z-score within 2024; raw=59.953 (per 100k female population)
state:KS,Kansas,2024,firearm_share,0.6050093093,z-score within 2024; raw=0.0730871 (proportion)
state:KS,Kansas,2024,fem_poverty_rate,-0.4346254078,z-score within 2024; raw=0.119 (proportion)
state:KS,Kansas,2024,unemployment_rate,-0.5901803411,z-score within 2024; raw=0.037 (proportion)
state:KS,Kansas,2024,gun_deaths_per_100k,0.1788645126,z-score within 2024; raw=16.3 (per 100k population)
state:KY,Kentucky,2021,dv_rate,-0.0568219545,z-score within 2021; raw=614.683 (per 100k female population)
state:KY,Kentucky,2021,sexual_assault_rate,0.07230391955,z-score within 2021; raw=80.9886 (per 100k female population)
state:KY,Kentucky,2021,firearm_share,0.6836426347,z-score within 2021; raw=0.0839559 (proportion)
state:KY,Kentucky,2021,fem_poverty_rate,1.465246054,z-score within 2021; raw=0.18 (proportion)
state:KY,Kentucky,2021,unemployment_rate,-0.1746671049,z-score within 2021; raw=0.054 (proportion)
state:KY,Kentucky,2021,gun_deaths_per_100k,0.8137772161,z-score within 2021; raw=20.1 (per 100k population)
state:KY,Kentucky,2022,dv_rate,-0.4814862426,z-score within 2022; raw=519.186 (per 100k female population)
state:KY,Kentucky,2022,sexual_assault_rate,-0.070725436,z-score within 2022; raw=78.7966 (per 100k female population)
state:KY,Kentucky,2022,firearm_share,-0.1748602746,z-score within 2022; raw=0.0552894 (proportion)
state:KY,Kentucky,2022,fem_poverty_rate,1.608294991,z-score within 2022; raw=0.181 (proportion)
state:KY,Kentucky,2022,unemployment_rate,0.3989767291,z-score within 2022; raw=0.043 (proportion)
state:KY,Kentucky,2022,gun_deaths_per_100k,0.7012632343,z-score within 2022; raw=21.1 (per 100k population)
state:KY,Kentucky,2023,dv_rate,-0.4274812733,z-score within 2023; raw=556.496 (per 100k female population)
state:KY,Kentucky,2023,sexual_assault_rate,0.3744451894,z-score within 2023; raw=63.2875 (per 100k female population)
state:KY,Kentucky,2023,firearm_share,0.1901797086,z-score within 2023; raw=0.0634365 (proportion)
state:KY,Kentucky,2023,fem_poverty_rate,1.776259182,z-score within 2023; raw=0.183 (proportion)
state:KY,Kentucky,2023,unemployment_rate,0.1984232956,z-score within 2023; raw=0.041 (proportion)
state:KY,Kentucky,2023,gun_deaths_per_100k,0.4849904217,z-score within 2023; raw=18.9 (per 100k population)
state:KY,Kentucky,2024,dv_rate,-0.485861674,z-score within 2024; raw=547.802 (per 100k female population)
state:KY,Kentucky,2024,sexual_assault_rate,0.02215017127,z-score within 2024; raw=56.5952 (per 100k female population)
state:KY,Kentucky,2024,firearm_share,0.2676603246,z-score within 2024; raw=0.0629723 (proportion)
state:KY,Kentucky,2024,fem_poverty_rate,1.394243882,z-score within 2024; raw=0.169 (proportion)
state:KY,Kentucky,2024,unemployment_rate,0.6906365694,z-score within 2024; raw=0.049 (proportion)
state:KY,Kentucky,2024,gun_deaths_per_100k,0.5240993255,z-score within 2024; raw=18.4 (per 100k population)
state:LA,Louisiana,2021,dv_rate,0.3751807058,z-score within 2021; raw=756.158 (per 100k female population)
state:LA,Louisiana,2021,sexual_assault_rate,-0.8698048405,z-score within 2021; raw=44.056 (per 100k female population)
state:LA,Louisiana,2021,firearm_share,1.070113341,z-score within 2021; raw=0.09773 (proportion)
state:LA,Louisiana,2021,fem_poverty_rate,2.675548787,z-score within 2021; raw=0.215 (proportion)
state:LA,Louisiana,2021,unemployment_rate,1.176894907,z-score within 2021; raw=0.076 (proportion)
state:LA,Louisiana,2021,gun_deaths_per_100k,1.829360698,z-score within 2021; raw=26.3 (per 100k population)
state:LA,Louisiana,2022,dv_rate,0.398614022,z-score within 2022; raw=770.033 (per 100k female population)
state:LA,Louisiana,2022,sexual_assault_rate,-0.7426227606,z-score within 2022; raw=52.7435 (per 100k female population)
state:LA,Louisiana,2022,firearm_share,0.802735096,z-score within 2022; raw=0.0868095 (proportion)
state:LA,Louisiana,2022,fem_poverty_rate,2.454256774,z-score within 2022; raw=0.205 (proportion)
state:LA,Louisiana,2022,unemployment_rate,1.731274021,z-score within 2022; raw=0.054 (proportion)
state:LA,Louisiana,2022,gun_deaths_per_100k,1.884829875,z-score within 2022; raw=29.1 (per 100k population)
state:LA,Louisiana,2023,dv_rate,0.3386938233,z-score within 2023; raw=760.516 (per 100k female population)
state:LA,Louisiana,2023,sexual_assault_rate,-0.9926846019,z-score within 2023; raw=33.8762 (per 100k female population)
state:LA,Louisiana,2023,firearm_share,0.7510311798,z-score within 2023; raw=0.0814715 (proportion)
state:LA,Louisiana,2023,fem_poverty_rate,2.78400575,z-score within 2023; raw=0.211 (proportion)
state:LA,Louisiana,2023,unemployment_rate,1.24980907,z-score within 2023; raw=0.049 (proportion)
state:LA,Louisiana,2023,gun_deaths_per_100k,1.972592968,z-score within 2023; raw=28.2 (per 100k population)
state:LA,Louisiana,2024,dv_rate,0.5574751951,z-score within 2024; raw=807.434 (per 100k female population)
state:LA,Louisiana,2024,sexual_assault_rate,-0.9949761175,z-score within 2024; raw=34.5085 (per 100k female population)
state:LA,Louisiana,2024,firearm_share,0.9101230129,z-score within 2024; raw=0.0822355 (proportion)
state:LA,Louisiana,2024,fem_poverty_rate,2.637875,z-score within 2024; raw=0.203 (proportion)
state:LA,Louisiana,2024,unemployment_rate,1.010840797,z-score within 2024; raw=0.052 (proportion)
state:LA,Louisiana,2024,gun_deaths_per_100k,2.151634872,z-score within 2024; raw=28.3 (per 100k population)
state:ME,Maine,2021,dv_rate,-0.6492769871,z-score within 2021; raw=420.661 (per 100k female population)
state:ME,Maine,2021,sexual_assault_rate,-0.2862838968,z-score within 2021; raw=66.9312 (per 100k female population)
state:ME,Maine,2021,firearm_share,-1.41924523,z-score within 2021; raw=0.00900703 (proportion)
state:ME,Maine,2021,fem_poverty_rate,-0.3674980848,z-score within 2021; raw=0.127 (proportion)
state:ME,Maine,2021,unemployment_rate,-0.4818402895,z-score within 2021; raw=0.049 (proportion)
state:ME,Maine,2021,gun_deaths_per_100k,-0.7751195223,z-score within 2021; raw=10.4 (per 100k population)
state:ME,Maine,2022,dv_rate,-0.8756034404,z-score within 2022; raw=406.855 (per 100k female population)
state:ME,Maine,2022,sexual_assault_rate,-0.4405281438,z-score within 2022; raw=64.4574 (per 100k female population)
state:ME,Maine,2022,firearm_share,-1.413990286,z-score within 2022; raw=0.0153367 (proportion)
state:ME,Maine,2022,fem_poverty_rate,-0.6476030969,z-score within 2022; raw=0.117 (proportion)
state:ME,Maine,2022,unemployment_rate,-0.8122026271,z-score within 2022; raw=0.033 (proportion)
state:ME,Maine,2022,gun_deaths_per_100k,-0.5562763209,z-score within 2022; raw=12.6 (per 100k population)
state:ME,Maine,2023,dv_rate,-1.045736208,z-score within 2023; raw=391.864 (per 100k female population)
state:ME,Maine,2023,sexual_assault_rate,-0.7096399817,z-score within 2023; raw=39.9654 (per 100k female population)
state:ME,Maine,2023,firearm_share,-1.314816405,z-score within 2023; raw=0.015041 (proportion)
state:ME,Maine,2023,fem_poverty_rate,-0.6711253404,z-score within 2023; raw=0.115 (proportion)
state:ME,Maine,2023,unemployment_rate,-0.9843857002,z-score within 2023; raw=0.032 (proportion)
state:ME,Maine,2023,gun_deaths_per_100k,-0.6187146936,z-score within 2023; raw=12 (per 100k population)
state:ME,Maine,2024,dv_rate,-1.211757988,z-score within 2024; raw=367.164 (per 100k female population)
state:ME,Maine,2024,sexual_assault_rate,-0.6890305161,z-score within 2024; raw=41.1521 (per 100k female population)
state:ME,Maine,2024,firearm_share,-1.483016711,z-score within 2024; raw=0.0104812 (proportion)
state:ME,Maine,2024,fem_poverty_rate,-0.4712027936,z-score within 2024; raw=0.118 (proportion)
state:ME,Maine,2024,unemployment_rate,-1.657527767,z-score within 2024; raw=0.027 (proportion)
state:ME,Maine,2024,gun_deaths_per_100k,-0.1992498063,z-score within 2024; raw=14 (per 100k population)
state:MD,Maryland,2021,dv_rate,-1.057584795,z-score within 2021; raw=286.945 (per 100k female population)
state:MD,Maryland,2021,sexual_assault_rate,-1.210287517,z-score within 2021; raw=30.7084 (per 100k female population)
state:MD,Maryland,2021,firearm_share,-0.8573983608,z-score within 2021; raw=0.0290318 (proportion)
state:MD,Maryland,2021,fem_poverty_rate,-0.886199256,z-score within 2021; raw=0.112 (proportion)
state:MD,Maryland,2021,unemployment_rate,0.1325060796,z-score within 2021; raw=0.059 (proportion)
state:MD,Maryland,2021,gun_deaths_per_100k,-0.2673277811,z-score within 2021; raw=13.5 (per 100k population)
state:MD,Maryland,2022,dv_rate,-0.3481254387,z-score within 2022; raw=557.197 (per 100k female population)
state:MD,Maryland,2022,sexual_assault_rate,-0.6542421492,z-score within 2022; raw=56.1705 (per 100k female population)
state:MD,Maryland,2022,firearm_share,-0.5875766176,z-score within 2022; raw=0.0419824 (proportion)
state:MD,Maryland,2022,fem_poverty_rate,-1.000087173,z-score within 2022; raw=0.107 (proportion)
state:MD,Maryland,2022,unemployment_rate,0.03562292224,z-score within 2022; raw=0.04 (proportion)
state:MD,Maryland,2022,gun_deaths_per_100k,-0.1716171628,z-score within 2022; raw=15.2 (per 100k population)
state:MD,Maryland,2023,dv_rate,0.1992845363,z-score within 2023; raw=723.394 (per 100k female population)
state:MD,Maryland,2023,sexual_assault_rate,-0.3080255041,z-score within 2023; raw=48.6054 (per 100k female population)
state:MD,Maryland,2023,firearm_share,-0.4972586914,z-score within 2023; raw=0.0413308 (proportion)
state:MD,Maryland,2023,fem_poverty_rate,-1.031034829,z-score within 2023; raw=0.105 (proportion)
state:MD,Maryland,2023,unemployment_rate,0.06700007384,z-score within 2023; raw=0.04 (proportion)
state:MD,Maryland,2023,gun_deaths_per_100k,-0.3627830727,z-score within 2023; raw=13.6 (per 100k population)
state:MD,Maryland,2024,dv_rate,0.3627231881,z-score within 2024; raw=758.97 (per 100k female population)
state:MD,Maryland,2024,sexual_assault_rate,-0.2255600231,z-score within 2024; raw=51.2162 (per 100k female population)
state:MD,Maryland,2024,firearm_share,-0.5559291257,z-score within 2024; raw=0.0382783 (proportion)
state:MD,Maryland,2024,fem_poverty_rate,-1.129595738,z-score within 2024; raw=0.1 (proportion)
state:MD,Maryland,2024,unemployment_rate,0.05022811414,z-score within 2024; raw=0.043 (proportion)
state:MD,Maryland,2024,gun_deaths_per_100k,-0.4787256072,z-score within 2024; raw=12.3 (per 100k population)
state:MA,Massachusetts,2021,dv_rate,-0.4010208387,z-score within 2021; raw=501.962 (per 100k female population)
state:MA,Massachusetts,2021,sexual_assault_rate,-0.1453910002,z-score within 2021; raw=72.4545 (per 100k female population)
state:MA,Massachusetts,2021,firearm_share,-0.9272743441,z-score within 2021; raw=0.0265413 (proportion)
state:MA,Massachusetts,2021,fem_poverty_rate,-0.7824590218,z-score within 2021; raw=0.115 (proportion)
state:MA,Massachusetts,2021,unemployment_rate,0.562548538,z-score within 2021; raw=0.066 (proportion)
state:MA,Massachusetts,2021,gun_deaths_per_100k,-1.872604898,z-score within 2021; raw=3.7 (per 100k population)
state:MA,Massachusetts,2022,dv_rate,-0.516961513,z-score within 2022; raw=509.075 (per 100k female population)
state:MA,Massachusetts,2022,sexual_assault_rate,-0.2669917899,z-score within 2022; raw=71.1863 (per 100k female population)
state:MA,Massachusetts,2022,firearm_share,-0.9554042387,z-score within 2022; raw=0.0301227 (proportion)
state:MA,Massachusetts,2022,fem_poverty_rate,-0.8590935426,z-score within 2022; raw=0.111 (proportion)
state:MA,Massachusetts,2022,unemployment_rate,0.1567408579,z-score within 2022; raw=0.041 (proportion)
state:MA,Massachusetts,2022,gun_deaths_per_100k,-1.917377957,z-score within 2022; raw=3.4 (per 100k population)
state:MA,Massachusetts,2023,dv_rate,-0.6717877513,z-score within 2023; raw=491.441 (per 100k female population)
state:MA,Massachusetts,2023,sexual_assault_rate,-0.3046880591,z-score within 2023; raw=48.6772 (per 100k female population)
state:MA,Massachusetts,2023,firearm_share,-0.9954413473,z-score within 2023; raw=0.025311 (proportion)
state:MA,Massachusetts,2023,fem_poverty_rate,-0.6711253404,z-score within 2023; raw=0.115 (proportion)
state:MA,Massachusetts,2023,unemployment_rate,-0.06442314792,z-score within 2023; raw=0.039 (proportion)
state:MA,Massachusetts,2023,gun_deaths_per_100k,-1.946359977,z-score within 2023; raw=3.7 (per 100k population)
state:MA,Massachusetts,2024,dv_rate,-0.7882171893,z-score within 2024; raw=472.561 (per 100k female population)
state:MA,Massachusetts,2024,sexual_assault_rate,-0.3766359069,z-score within 2024; raw=47.9356 (per 100k female population)
state:MA,Massachusetts,2024,firearm_share,-0.9275489836,z-score within 2024; raw=0.0271359 (proportion)
state:MA,Massachusetts,2024,fem_poverty_rate,-0.76382188,z-score within 2024; raw=0.11 (proportion)
state:MA,Massachusetts,2024,unemployment_rate,-0.163241371,z-score within 2024; raw=0.041 (proportion)
state:MA,Massachusetts,2024,gun_deaths_per_100k,-1.892544365,z-score within 2024; raw=3.7 (per 100k population)
state:MI,Michigan,2021,dv_rate,0.6090232747,z-score within 2021; raw=832.739 (per 100k female population)
state:MI,Michigan,2021,sexual_assault_rate,0.616695442,z-score within 2021; raw=102.33 (per 100k female population)
state:MI,Michigan,2021,firearm_share,0.7926177163,z-score within 2021; raw=0.0878398 (proportion)
state:MI,Michigan,2021,fem_poverty_rate,0.1166230084,z-score within 2021; raw=0.141 (proportion)
state:MI,Michigan,2021,unemployment_rate,0.7468524487,z-score within 2021; raw=0.069 (proportion)
state:MI,Michigan,2021,gun_deaths_per_100k,-0.08714361493,z-score within 2021; raw=14.6 (per 100k population)
state:MI,Michigan,2022,dv_rate,0.6062449563,z-score within 2022; raw=829.213 (per 100k female population)
state:MI,Michigan,2022,sexual_assault_rate,0.4746177469,z-score within 2022; raw=99.9425 (per 100k female population)
state:MI,Michigan,2022,firearm_share,0.5210618505,z-score within 2022; raw=0.0777277 (proportion)
state:MI,Michigan,2022,fem_poverty_rate,0.3746007241,z-score within 2022; raw=0.146 (proportion)
state:MI,Michigan,2022,unemployment_rate,0.762330536,z-score within 2022; raw=0.046 (proportion)
state:MI,Michigan,2022,gun_deaths_per_100k,-0.1420279968,z-score within 2022; raw=15.4 (per 100k population)
state:MI,Michigan,2023,dv_rate,0.6044246562,z-score within 2023; raw=831.276 (per 100k female population)
state:MI,Michigan,2023,sexual_assault_rate,0.3586828999,z-score within 2023; raw=62.9484 (per 100k female population)
