geo_id,geo_name,geo_type,state,county,tribal_area,year,quarter,month,dv_rate,sexual_assault_rate,firearm_share,dating_partner_share,minority_victim_share,native_american_victim_share,reporting_proxy,risk_index,data_quality_flag
state:NY,New York,state,NY,,,2023,,,551.1303353,25.30631035,0.02553787796,0.203976854,0.7834398491,0.002580778363,1024.868427,-0.400622206,ok
state:NY,New York,state,NY,,,2024,,,542.9067267,23.72383959,0.0225153596,0.1921575714,0.6805739781,0.002810526023,1011.461697,-0.5044482692,ok
state:NC,North Carolina,state,NC,,,2021,,,826.4594086,63.77204077,0.122169089,0.3010101281,0.5693662589,0.009169606445,1744.148915,0.4135953085,ok
state:NC,North Carolina,state,NC,,,2022,,,791.4730982,64.19278539,0.1240572031,0.2885026087,0.5648535043,0.01186184875,1703.41128,0.3466703331,ok
state:NC,North Carolina,state,NC,,,2023,,,753.7248267,39.83237229,0.120781625,0.2750634213,0.5706509441,0.01140220753,1657.031232,0.3439290318,ok
state:NC,North Carolina,state,NC,,,2024,,,726.039539,43.93501957,0.1150152293,0.2654693631,0.5675329679,0.009421181501,1620.570767,0.2975713572,ok
state:ND,North Dakota,state,ND,,,2021,,,1091.575597,174.7786957,0.006715328467,0.2738686131,0.4119044292,0.1886265195,2408.921661,0.01406954549,ok
state:ND,North Dakota,state,ND,,,2022,,,1052.468871,170.0300558,0.007930570103,0.2697890169,0.3868800915,0.1990853223,2295.577501,-0.04013064096,ok
state:ND,North Dakota,state,ND,,,2023,,,1084.171035,84.3965476,0.007519905633,0.2736655854,0.3975569128,0.1903109384,2317.317352,-0.0979321716,ok
state:ND,North Dakota,state,ND,,,2024,,,926.5001181,93.28758886,0.005797555625,0.2478846757,0.3876002918,0.1794310722,2141.587741,-0.3296501707,ok
state:OH,Ohio,state,OH,,,2021,,,633.37162,75.60042779,0.07651764706,0.2332504202,0.5086371344,0.0006888512081,1582.099554,0.0893405869,ok
state:OH,Ohio,state,OH,,,2022,,,644.1512189,82.89453852,0.06816819165,0.2186204739,0.4971342112,0.0008334508713,1632.820227,0.06496928577,ok
state:OH,Ohio,state,OH,,,2023,,,610.2066877,59.2326725,0.06434701671,0.2061404109,0.5000401929,0.0008306538049,1547.697194,0.1165656852,ok
state:OH,Ohio,state,OH,,,2024,,,579.9286457,61.18975112,0.06986776836,0.2020713011,0.5107277909,0.0007946511755,1492.782399,0.04892581862,ok
state:OK,Oklahoma,state,OK,,,2021,,,950.2684196,131.7145847,0.0697504403,0.2578008175,0.3270329524,0.09218044114,1955.444991,0.7914461854,ok
state:OK,Oklahoma,state,OK,,,2022,,,937.4436586,134.1876636,0.06390428947,0.2440424083,0.3260101747,0.09299763455,1988.827539,0.7809696484,ok
state:OK,Oklahoma,state,OK,,,2023,,,933.8477634,100.8494231,0.06321430878,0.2366178085,0.3387107182,0.09421178293,1979.537409,1.046358539,ok
state:OK,Oklahoma,state,OK,,,2024,,,975.3421068,103.0588185,0.06217113505,0.2447694813,0.3407632345,0.08956578906,2011.284815,0.9852276509,ok
state:OR,Oregon,state,OR,,,2021,,,501.6503689,103.1846141,0.04022198732,0.2623150106,0.251912805,0.01246330783,1106.719331,-0.08579777547,ok
state:OR,Oregon,state,OR,,,2022,,,477.0023076,99.59901483,0.04176271913,0.2463946818,0.2636512209,0.009950009614,1087.716876,-0.10979553,ok
state:OR,Oregon,state,OR,,,2023,,,485.6333515,73.32941779,0.04093627552,0.2411837492,0.2764320711,0.01323320665,1125.235275,-0.08292777196,ok
state:OR,Oregon,state,OR,,,2024,,,495.1526111,72.13461556,0.03884936275,0.2428724983,0.286615877,0.01217148267,1118.487289,-0.01904866329,ok
state:PA,Pennsylvania,state,PA,,,2021,,,106.4649737,15.55748229,0.1020919903,0.2698810718,0.6180235202,0.0004548112533,265.7911111,-0.3249442699,ok
state:PA,Pennsylvania,state,PA,,,2022,,,235.6731122,31.94667319,0.07265350653,0.2546793495,0.454401392,0.0007457353261,556.4298523,-0.4021109883,ok
state:PA,Pennsylvania,state,PA,,,2023,,,258.2537226,22.63155558,0.06699884331,0.239226503,0.4664739271,0.0007691899634,639.0855608,-0.4436956307,ok
state:PA,Pennsylvania,state,PA,,,2024,,,269.4744827,28.84547289,0.05669745342,0.2319150072,0.4925103858,0.0007359050445,702.6067005,-0.5203201196,ok
state:RI,Rhode Island,state,RI,,,2021,,,512.9428921,73.52915277,0.0332218972,0.3075637275,0.4020514545,0.001513368085,1053.624327,-0.3271946112,ok
state:RI,Rhode Island,state,RI,,,2022,,,481.1192088,66.49794099,0.02298603652,0.2876476907,0.3761261261,0.0008662508663,1024.993097,-0.6296638961,ok
state:RI,Rhode Island,state,RI,,,2023,,,463.5112884,45.30067833,0.01960784314,0.26628716,0.3842105263,0.001188455008,1037.976412,-0.5957158949,ok
state:RI,Rhode Island,state,RI,,,2024,,,449.1595505,37.62819537,0.01694915254,0.2605388961,0.3995508723,0.001381931249,995.2008913,-0.6091426404,ok
state:SC,South Carolina,state,SC,,,2021,,,1199.557087,71.34314864,0.1109764412,0.3050715855,0.5075546321,0.001749685603,2494.836835,0.7900450094,ok
state:SC,South Carolina,state,SC,,,2022,,,1159.544495,66.80693656,0.115879181,0.2964478299,0.5209067737,0.002060849287,2453.813228,0.8482325012,ok
state:SC,South Carolina,state,SC,,,2023,,,1130.882638,51.54606898,0.106482336,0.2892133338,0.5330521877,0.002354594975,2458.33004,0.8522887259,ok
state:SC,South Carolina,state,SC,,,2024,,,1060.327045,52.84066148,0.1014161718,0.2812547586,0.5318661495,0.002182736538,2336.731474,0.7259167224,ok
state:SD,South Dakota,state,SD,,,2021,,,1128.976014,136.0752547,0.03221153846,0.3719551282,0.5842105263,0.4408668731,1866.174922,0.006664810436,ok
state:SD,South Dakota,state,SD,,,2022,,,1142.72165,138.5117151,0.02869591346,0.3604266827,0.5911330049,0.4411764706,1953.249948,0.09685685869,ok
state:SD,South Dakota,state,SD,,,2023,,,1096.91875,80.29052462,0.02509803922,0.3632941176,0.5844350962,0.4344951923,1841.194584,-0.02905144379,ok
state:SD,South Dakota,state,SD,,,2024,,,1039.72145,71.15854758,0.02851587816,0.3357096565,0.5685731857,0.4020602706,1778.099416,-0.1692693623,ok
state:TN,Tennessee,state,TN,,,2021,,,1212.034518,90.25788966,0.1459761426,0.2441093187,0.4851268377,0.001614520903,2779.935878,0.9445444203,ok
state:TN,Tennessee,state,TN,,,2022,,,1077.420786,94.34335268,0.1433333783,0.2198858192,0.491142224,0.001588379213,2606.331853,0.8391103478,ok
