data_year,weapon_name,shr_flag,bias_desc,relationship_name,location_name,offense_name,crime_against,ct_flag,hc_flag,hc_code,offense_category_name,offense_group,race_desc,sort_order,age_code,age_name,activity_type_name,reporting_type,ucr_agency_name,pub_agency_name,state_name,population,male_officer,male_civilian,female_officer,female_civilian,officer_rate,employee_rate,incident_date,incident_hour,ethnicity_name,injury_name,sex_code,age_range_low_num,age_range_high_num,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,42,42 Years Old,Handling Persons with Mental Illness,I,NEW CASTLE COUNTY P DEPT,New Castle County Police Department,Delaware,425296,317,26,59,28,0.9,1,4/18/21 0:00,0,Not Hispanic or Latino,None,F,42,,
2021,Unknown,f,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,9,Assault Offenses,A    ,Black or African American,20,31,31 Years Old,All Other,I,JEFFERSON,Jefferson,Louisiana,327882,638,131,220,284,2.6,3.9,6/8/21 0:00,11,Not Hispanic or Latino,Minor Injury,F,31,,
2021,Other,t,None (no bias),Victim Was Stranger,Government/Public Building,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,35,35 Years Old,Attempting Other Arrests,I,FALL RIVER,Fall River,Massachusetts,90618,207,21,15,26,2.4,3,1/31/21 0:00,1,Not Hispanic or Latino,None,F,30,40,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,34,34 Years Old,Traffic Pursuits and Stops,I,WESTLAND,Westland,Michigan,80837,69,10,5,15,0.9,1.2,10/9/21 0:00,1,Unknown,None,F,34,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,34,34 Years Old,Traffic Pursuits and Stops,I,WESTLAND,Westland,Michigan,80837,69,10,5,15,0.9,1.2,10/9/21 0:00,1,Unknown,None,F,34,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,36,36 Years Old,All Other,I,OAK PARK HEIGHTS,Oak Park Heights,Minnesota,5031,7,0,3,1,2,2.2,7/3/21 0:00,19,Not Hispanic or Latino,Minor Injury,F,36,,
2021,Other,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,SPRINGFIELD,Springfield,Missouri,168988,269,23,40,54,1.8,2.3,3/14/21 0:00,12,Not Hispanic or Latino,None,F,28,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,SPRINGFIELD,Springfield,Missouri,168988,269,23,40,54,1.8,2.3,3/14/21 0:00,12,Not Hispanic or Latino,None,F,28,,
2021,Motor Vehicle/Vessel,f,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,SPRINGFIELD,Springfield,Missouri,168988,269,23,40,54,1.8,2.3,3/14/21 0:00,12,Not Hispanic or Latino,None,F,28,,
2021,Other,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,SPRINGFIELD,Springfield,Missouri,168988,269,23,40,54,1.8,2.3,3/14/21 0:00,12,Not Hispanic or Latino,None,F,28,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,SPRINGFIELD,Springfield,Missouri,168988,269,23,40,54,1.8,2.3,3/14/21 0:00,12,Not Hispanic or Latino,None,F,28,,
2021,Motor Vehicle/Vessel,f,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,SPRINGFIELD,Springfield,Missouri,168988,269,23,40,54,1.8,2.3,3/14/21 0:00,12,Not Hispanic or Latino,None,F,28,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,I,LAS VEGAS METRO PD,Las Vegas Metropolitan Police Department,Nevada,1685021,3412,421,582,1345,2.4,3.4,2/15/21 0:00,15,Hispanic or Latino,None,F,31,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,Black or African American,20,30,30 Years Old,All Other,I,PHILADELPHIA,Philadelphia,Pennsylvania,1604950,,,,,,,9/30/21 0:00,16,Not Hispanic or Latino,Minor Injury,F,30,,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,30,30 Years Old,Traffic Pursuits and Stops,I,ALCOA,Alcoa,Tennessee,10605,39,3,8,7,4.4,5.4,2/6/21 0:00,23,Not Hispanic or Latino,None,F,30,0,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,30,30 Years Old,Traffic Pursuits and Stops,I,ALCOA,Alcoa,Tennessee,10605,39,3,8,7,4.4,5.4,2/6/21 0:00,23,Not Hispanic or Latino,None,F,30,0,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,HARRIS,Harris,Texas,1963419,1924,1198,403,1484,1.2,2.6,5/27/21 0:00,18,Hispanic or Latino,Minor Injury,F,29,,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,HARRIS,Harris,Texas,1963419,1924,1198,403,1484,1.2,2.6,5/27/21 0:00,18,Hispanic or Latino,Minor Injury,F,29,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,34,34 Years Old,"Handling, Transporting, Custody of Prisoners",I,HARRIS,Harris,Texas,1963419,1924,1198,403,1484,1.2,2.6,8/8/21 0:00,0,Not Hispanic or Latino,None,F,34,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,BRECKENRIDGE,Breckenridge,Texas,5365,10,1,0,5,1.9,3,5/19/21 0:00,10,Not Hispanic or Latino,None,F,26,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,26,26 Years Old,All Other,I,ARLINGTON,Arlington,Texas,402323,545,49,129,137,1.7,2.1,11/6/21 0:00,18,Not Hispanic or Latino,Minor Injury,F,26,,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,28,28 Years Old,"Handling, Transporting, Custody of Prisoners",I,DALLAS,Dallas,Texas,1349185,2525,165,593,478,2.3,2.8,3/25/21 0:00,18,Hispanic or Latino,Minor Injury,F,28,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,Black or African American,20,34,34 Years Old,Investigating Suspicious Persons or Circumstances,I,HOUSTON,Houston,Texas,2339252,4345,371,905,628,2.2,2.7,1/20/21 0:00,18,Not Hispanic or Latino,None,F,34,0,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,SAN ANTONIO,San Antonio,Texas,1592693,2108,191,273,410,1.5,1.9,10/27/21 0:00,13,Hispanic or Latino,Minor Injury,F,29,,
2021,Other,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,40,40 Years Old,Responding to Disturbance Call,I,PRINCE WILLIAM COUNTY PD,Prince William County Police Department,Virginia,472890,546,43,99,108,1.4,1.7,2/26/21 0:00,13,Hispanic or Latino,None,F,40,,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,Black or African American,20,23,23 Years Old,All Other,I,VA COMMONWEALTH UNIVERSI,Virginia Commonwealth University,Virginia,0,54,5,23,24,0,0,8/18/21 0:00,19,Not Hispanic or Latino,Minor Injury,F,23,,
2021,Personal Weapons,t,None (no bias),Victim Was Acquaintance,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,43,43 Years Old,Responding to Disturbance Call,I,REDMOND,Redmond,Washington,74583,62,7,16,31,1,1.6,8/26/21 0:00,18,Not Specified,Minor Injury,F,43,,
2021,Other,t,None (no bias),Victim Was Acquaintance,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,34,34 Years Old,Responding to Disturbance Call,I,LA CROSSE,La Crosse,Wisconsin,51143,86,11,10,8,1.9,2.2,6/10/21 0:00,9,Not Hispanic or Latino,None,F,34,,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Drug Store/Doctor's Office/Hospital,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,26,26 Years Old,All Other,I,ELKHORN,Elkhorn,Wisconsin,10016,13,0,2,1,1.5,1.6,8/25/21 0:00,18,Not Hispanic or Latino,Minor Injury,F,26,,
2021,Asphyxiation,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,24,24 Years Old,Attempting Other Arrests,I,ALEXANDRIA,Alexandria,Virginia,160457,234,30,61,54,1.8,2.4,7/14/21 0:00,23,Not Hispanic or Latino,Minor Injury,F,23,26,
2021,Asphyxiation,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,Black or African American,20,27,27 Years Old,Attempting Other Arrests,I,ALEXANDRIA,Alexandria,Virginia,160457,234,30,61,54,1.8,2.4,7/14/21 0:00,23,Not Hispanic or Latino,Minor Injury,F,25,30,
2021,Asphyxiation,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,31,31 Years Old,Attempting Other Arrests,I,ALEXANDRIA,Alexandria,Virginia,160457,234,30,61,54,1.8,2.4,7/14/21 0:00,23,Not Hispanic or Latino,None,F,31,,
2021,Asphyxiation,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,24,24 Years Old,Attempting Other Arrests,I,ALEXANDRIA,Alexandria,Virginia,160457,234,30,61,54,1.8,2.4,7/14/21 0:00,23,Not Hispanic or Latino,Minor Injury,F,24,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,School-Elementary/Secondary,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,28,28 Years Old,"Handling, Transporting, Custody of Prisoners",I,SILOAM SPRINGS,Siloam Springs,Arkansas,17877,37,3,2,12,2.2,3,10/25/21 0:00,12,Not Hispanic or Latino,Minor Injury,F,28,,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,Unknown,98,37,37 Years Old,"Handling, Transporting, Custody of Prisoners",I,DOUGLAS,Douglas,Colorado,213896,302,61,59,121,1.7,2.5,9/5/21 0:00,0,Unknown,Minor Injury,F,35,40,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Government/Public Building,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,25,25 Years Old,"Handling, Transporting, Custody of Prisoners",I,INDIANAPOLIS,Indianapolis,Indiana,895826,,,,,,,3/17/21 0:00,0,Not Hispanic or Latino,Minor Injury,F,25,,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Government/Public Building,Simple Assault,Person,f,t,9,Assault Offenses,A    ,Black or African American,20,34,34 Years Old,Responding to Disturbance Call,I,INDIANAPOLIS,Indianapolis,Indiana,895826,,,,,,,6/16/21 0:00,9,Not Hispanic or Latino,None,F,34,,
2021,Other,t,None (no bias),Relationship Unknown,Air/Bus/Train Terminal,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,41,41 Years Old,All Other,I,TRANSIT ADMINISTRATION,Transit Administration,Maryland,0,128,20,32,32,0,0,9/12/21 0:00,21,Not Hispanic or Latino,None,F,41,,
2021,Other,t,None (no bias),Relationship Unknown,Air/Bus/Train Terminal,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,41,41 Years Old,All Other,I,TRANSIT ADMINISTRATION,Transit Administration,Maryland,0,128,20,32,32,0,0,9/12/21 0:00,21,Not Hispanic or Latino,None,F,41,,
2021,Handgun,t,None (no bias),,Government/Public Building,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,20,20 Years Old,All Other,I,DETROIT,Detroit,Michigan,673708,1854,155,621,470,3.7,4.6,6/3/21 0:00,2,Not Specified,None,F,20,,
2021,Personal Weapons,t,None (no bias),Victim Was Acquaintance,School-Elementary/Secondary,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,24,24 Years Old,Handling Persons with Mental Illness,I,WEBSTER GROVES,Webster Groves,Missouri,22885,,,,,,,12/13/21 0:00,11,Not Hispanic or Latino,None,F,24,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,25,25 Years Old,All Other,I,WINSTON-SALEM,Winston-Salem,North Carolina,249998,386,59,70,111,1.8,2.5,6/17/21 0:00,17,Not Hispanic or Latino,Minor Injury,F,25,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,26,26 Years Old,All Other,I,WINSTON-SALEM,Winston-Salem,North Carolina,249998,386,59,70,111,1.8,2.5,6/17/21 0:00,17,Not Hispanic or Latino,None,F,26,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Bank/Savings and Loan,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,50,50 Years Old,Attempting Other Arrests,I,CHARLOTTE-MECKLENBURG,Charlotte-Mecklenburg,North Carolina,956282,1477,170,257,377,1.8,2.4,10/12/21 0:00,5,Not Hispanic or Latino,None,F,50,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,LAS VEGAS METRO PD,Las Vegas Metropolitan Police Department,Nevada,1685021,3412,421,582,1345,2.4,3.4,11/18/21 0:00,5,Hispanic or Latino,None,F,26,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,42,42 Years Old,Burglaries in Progress or Pursuing Burglary Suspects,I,BOULDER CITY,Boulder City,Nevada,16556,34,4,3,13,2.2,3.3,8/3/21 0:00,19,Not Hispanic or Latino,Minor Injury,F,40,45,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,30,30 Years Old,"Handling, Transporting, Custody of Prisoners",I,BROWNSVILLE,Brownsville,Texas,184287,199,40,27,35,1.2,1.6,6/25/21 0:00,23,Hispanic or Latino,None,F,30,,
2021,Motor Vehicle/Vessel,f,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,23,23 Years Old,All Other,I,RICHMOND,Richmond,Texas,12520,24,2,5,9,2.3,3.2,5/14/21 0:00,22,Not Hispanic or Latino,Possible Internal Injury,F,23,,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,Black or African American,20,25,25 Years Old,Responding to Disturbance Call,I,DALLAS,Dallas,Texas,1349185,2525,165,593,478,2.3,2.8,9/29/21 0:00,19,Not Hispanic or Latino,Minor Injury,F,20,30,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,30,30 Years Old,All Other,I,HOUSTON,Houston,Texas,2339252,4345,371,905,628,2.2,2.7,12/10/21 0:00,16,Hispanic or Latino,None,F,30,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,41,41 Years Old,"Handling, Transporting, Custody of Prisoners",I,CHESTERFIELD COUNTY PD,Chesterfield County Police Department,Virginia,362188,475,26,67,100,1.5,1.8,3/18/21 0:00,20,Not Hispanic or Latino,None,F,41,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,9,Assault Offenses,A    ,Unknown,98,24,24 Years Old,"Handling, Transporting, Custody of Prisoners",I,VIRGINIA BEACH,Virginia Beach,Virginia,451938,608,54,126,176,1.6,2.1,9/25/21 0:00,23,Not Hispanic or Latino,Minor Injury,F,24,,
2021,Other,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,Unknown,98,29,29 Years Old,"Handling, Transporting, Custody of Prisoners",I,SAN DIEGO,San Diego,California,485068,2001,623,462,1043,5.1,8.5,11/29/21 0:00,20,Unknown,None,F,29,,
2021,None,f,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,Black or African American,20,30,30 Years Old,Responding to Disturbance Call,I,COBB COUNTY POLICE DEPT,Cobb County Police Department,Georgia,569680,585,7,62,58,1.1,1.2,8/27/21 0:00,5,Not Hispanic or Latino,None,F,30,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,39,39 Years Old,Responding to Disturbance Call,I,MUSCATINE,Muscatine,Iowa,23499,34,0,4,4,1.6,1.8,11/12/21 0:00,21,Not Hispanic or Latino,None,F,39,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,24,24 Years Old,Responding to Disturbance Call,I,GRANITE CITY,Granite City,Illinois,27787,,,,,,,5/28/21 0:00,12,Not Specified,Minor Injury,F,24,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Department/Discount Store,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,44,44 Years Old,Attempting Other Arrests,I,PEKIN,Pekin,Illinois,31593,45,0,5,8,1.6,1.8,1/29/21 0:00,13,Not Hispanic or Latino,None,F,44,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Department/Discount Store,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,44,44 Years Old,Attempting Other Arrests,I,PEKIN,Pekin,Illinois,31593,45,0,5,8,1.6,1.8,1/29/21 0:00,13,Not Hispanic or Latino,None,F,44,,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,25,25 Years Old,"Handling, Transporting, Custody of Prisoners",I,ZIONSVILLE,Zionsville,Indiana,29876,,,,,,,8/14/21 0:00,23,Not Hispanic or Latino,None,F,25,,
2021,Unknown,f,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,9,Assault Offenses,A    ,Black or African American,20,35,35 Years Old,All Other,I,JEFFERSON,Jefferson,Louisiana,327882,638,131,220,284,2.6,3.9,8/8/21 0:00,12,Not Hispanic or Latino,None,F,30,40,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,46,46 Years Old,All Other,I,SUDBURY,Sudbury,Massachusetts,19798,23,3,5,8,1.4,2,1/2/21 0:00,23,Not Hispanic or Latino,None,F,46,,
2021,Other,t,None (no bias),Relationship Unknown,Convenience Store,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,25,25 Years Old,Investigating Suspicious Persons or Circumstances,I,MONTGOMERY COUNTY PD,Montgomery County Police Department,Maryland,1054042,1000,183,240,282,1.2,1.6,3/18/21 0:00,16,Unknown,None,F,25,,
2021,Other,t,None (no bias),Relationship Unknown,Convenience Store,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,25,25 Years Old,Investigating Suspicious Persons or Circumstances,I,MONTGOMERY COUNTY PD,Montgomery County Police Department,Maryland,1054042,1000,183,240,282,1.2,1.6,3/18/21 0:00,16,Unknown,None,F,25,,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Liquor Store,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,49,49 Years Old,Attempting Other Arrests,I,COON RAPIDS,Coon Rapids,Minnesota,63076,58,2,11,8,1.1,1.3,9/2/21 0:00,15,Hispanic or Latino,None,F,49,,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,RAMSEY,Ramsey,Minnesota,84975,296,22,88,31,4.5,5.1,3/11/21 0:00,9,Unknown,None,F,26,,
2021,Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,35,35 Years Old,Responding to Disturbance Call,I,RAMSEY,Ramsey,Minnesota,84975,296,22,88,31,4.5,5.1,3/11/21 0:00,9,Not Hispanic or Latino,Minor Injury,F,34,37,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,39,39 Years Old,Responding to Disturbance Call,I,LENOIR,Lenoir,North Carolina,17881,47,6,5,11,2.9,3.9,11/9/21 0:00,10,Not Hispanic or Latino,None,F,39,,
2021,Other,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,23,23 Years Old,"Handling, Transporting, Custody of Prisoners",I,GASTONIA,Gastonia,North Carolina,78260,146,1,17,21,2.1,2.4,11/9/21 0:00,15,Not Hispanic or Latino,None,F,23,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Grocery/Supermarket,Aggravated Assault,Person,f,t,4,Assault Offenses,A    ,White,10,25,25 Years Old,Attempting Other Arrests,I,CURRITUCK,Currituck,North Carolina,29202,59,15,7,19,2.3,3.4,8/2/21 0:00,10,Not Hispanic or Latino,None,F,25,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,55,55 Years Old,Traffic Pursuits and Stops,I,ALBUQUERQUE,Albuquerque,New Mexico,564147,808,184,132,350,1.7,2.6,9/24/21 0:00,23,Not Hispanic or Latino,None,F,55,,
2021,None,f,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,25,25 Years Old,All Other,I,ELKO,Elko,Nevada,20760,37,0,2,7,1.9,2.2,7/2/21 0:00,22,Not Hispanic or Latino,None,F,25,,
2021,Unknown,f,None (no bias),Relationship Unknown,Department/Discount Store,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,30,30 Years Old,Responding to Disturbance Call,I,OGDENSBURG,Ogdensburg,New York,10319,16,2,3,1,1.8,2.1,10/7/21 0:00,16,Not Hispanic or Latino,Minor Injury,F,30,,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,MORAINE,Moraine,Ohio,6518,,,,,,,5/29/21 0:00,20,Not Specified,None,F,29,,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,MORAINE,Moraine,Ohio,6518,,,,,,,5/29/21 0:00,20,Not Specified,None,F,29,,
2021,Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,MORAINE,Moraine,Ohio,6518,,,,,,,5/29/21 0:00,20,Not Specified,None,F,29,,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Dock/Wharf/Freight/Modal Terminal,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,27,27 Years Old,All Other,I,PHILADELPHIA,Philadelphia,Pennsylvania,1604950,,,,,,,12/16/21 0:00,19,Hispanic or Latino,None,F,25,30,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,26,26 Years Old,Traffic Pursuits and Stops,I,HOPKINTON,Hopkinton,Rhode Island,8379,11,4,1,1,1.4,2,8/17/21 0:00,7,Not Hispanic or Latino,None,F,26,,
2021,,,None (no bias),Victim Was Stranger,Residence/Home,Intimidation,Person,f,t,10,Assault Offenses,A    ,Black or African American,20,39,39 Years Old,Attempting Other Arrests,I,ORANGEBURG,Orangeburg,South Carolina,12335,,,,,,,1/18/21 0:00,15,Not Hispanic or Latino,None,F,39,0,
2021,Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,23,23 Years Old,Traffic Pursuits and Stops,I,SPARTANBURG,Spartanburg,South Carolina,37375,90,2,27,21,3.1,3.7,10/7/21 0:00,16,Not Hispanic or Latino,None,F,23,,
2021,Personal Weapons,t,None (no bias),Victim Was Acquaintance,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,9,Assault Offenses,A    ,White,10,27,27 Years Old,All Other,I,FORT WORTH,Fort Worth,Texas,947862,1416,160,215,297,1.7,2.2,12/25/21 0:00,19,Not Hispanic or Latino,Minor Injury,F,27,,
