weapon_name,shr_flag,bias_desc,relationship_name,location_name,offense_name,crime_against,ct_flag,hc_flag,hc_code,offense_category_name,offense_group,race_desc,sort_order,age_code,age_name,activity_type_name,reporting_type,ucr_agency_name,pub_agency_name,state_name,population,male_officer,male_civilian,female_officer,female_civilian,officer_rate,employee_rate,incident_date,incident_hour,ethnicity_name,injury_name,data_year,victim_type_id,sex_code,age_range_low_num,age_range_high_num
Personal Weapons,t,None (no bias),Victim Was Stranger,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,42,42 Years Old,"Handling, Transporting, Custody of Prisoners",I,WASHINGTON,Washington,District of Columbia,678972,2551,273,791,407,4.9,5.9,2023-01-16 00:00:00,20,Not Hispanic or Latino,Minor Injury,2023,5,F,25,60
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,"Handling, Transporting, Custody of Prisoners",I,NEW CASTLE COUNTY P DEPT,New Castle County Police Department,Delaware,432717,315,45,57,52,0.9,1.1,2023-06-17 00:00:00,20,Not Hispanic or Latino,None,2023,5,F,27,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,30,30 Years Old,All Other,I,MIAMI-DADE,Miami-Dade,Florida,1160149,2360,270,790,837,2.7,3.7,2023-05-23 00:00:00,0,Not Hispanic or Latino,Minor Injury,2023,5,F,30,
Motor Vehicle/Vessel,f,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,Traffic Pursuits and Stops,I,FORT WALTON BEACH,Fort Walton Beach,Florida,21031,44,3,5,9,2.3,2.9,2023-04-21 00:00:00,3,Not Hispanic or Latino,None,2023,5,F,27,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,40,40 Years Old,All Other,I,MUSCATINE,Muscatine,Iowa,23250,35,0,6,4,1.8,1.9,2023-09-22 00:00:00,19,Unknown,Minor Injury,2023,5,F,40,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,24,24 Years Old,Responding to Disturbance Call,I,BLUE ISLAND,Blue Island,Illinois,21344,33,0,6,8,1.8,2.2,2023-07-13 00:00:00,5,Not Hispanic or Latino,Minor Injury,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Boyfriend/Girlfriend,Convenience Store,Kidnapping/Abduction,Person,f,t,  ,Kidnapping/Abduction,A    ,White,10,34,34 Years Old,Responding to Disturbance Call,I,JACKSON,Jackson,Kentucky,2120,8,4,0,0,3.8,5.7,2023-02-28 00:00:00,9,Not Hispanic or Latino,None,2023,5,F,34,
,,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Intimidation,Person,f,t,10,Assault Offenses,A    ,White,10,27,27 Years Old,Traffic Pursuits and Stops,I,FRANKLIN,Franklin,Kentucky,10417,22,0,2,1,2.3,2.4,2023-10-07 00:00:00,0,Not Hispanic or Latino,None,2023,5,F,27,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,29,29 Years Old,Responding to Disturbance Call,I,BATON ROUGE,Baton Rouge,Louisiana,219086,511,10,63,60,2.6,2.9,2023-08-02 00:00:00,10,Not Hispanic or Latino,Minor Injury,2023,5,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,All Other,I,JEFFERSON,Jefferson,Louisiana,321980,639,136,234,310,2.7,4.1,2023-10-19 00:00:00,21,Not Hispanic or Latino,None,2023,5,F,30,40
Knife/Cutting Instrument,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,32,32 Years Old,Responding to Disturbance Call,I,WESTLAND,Westland,Michigan,83463,63,14,9,18,0.9,1.2,2023-03-21 00:00:00,11,Unknown,Minor Injury,2023,5,F,32,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,ROCHESTER,Rochester,Minnesota,122035,131,26,14,41,1.2,1.7,2023-07-04 00:00:00,1,Unknown,None,2023,5,F,26,
Knife/Cutting Instrument,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,ST. PAUL,St. Paul,Minnesota,300368,503,84,87,107,2.0,2.6,2023-11-14 00:00:00,15,Not Hispanic or Latino,Other Major Injury,2023,5,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,45,45 Years Old,Attempting Other Arrests,I,SOUTHAVEN,Southaven,Mississippi,57135,125,9,22,27,2.6,3.2,2023-12-19 00:00:00,6,Not Hispanic or Latino,Minor Injury,2023,5,F,45,
Firearm,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,26,26 Years Old,Investigating Suspicious Persons or Circumstances,I,BILLINGS,Billings,Montana,121365,143,16,15,25,1.3,1.6,2023-01-21 00:00:00,7,Not Hispanic or Latino,None,2023,5,F,26,
Firearm,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,26,26 Years Old,Investigating Suspicious Persons or Circumstances,I,BILLINGS,Billings,Montana,121365,143,16,15,25,1.3,1.6,2023-01-21 00:00:00,7,Not Hispanic or Latino,None,2023,5,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Hotel/Motel/Etc.,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,22,22 Years Old,Responding to Disturbance Call,I,CLINTON,Clinton,North Carolina,8229,26,1,2,3,3.4,3.9,2023-03-28 00:00:00,0,Hispanic or Latino,None,2023,5,F,22,
Personal Weapons,t,None (no bias),Relationship Unknown,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,All Other,I,BOWLING GREEN,Bowling Green,Ohio,29135,33,4,5,8,1.3,1.7,2023-08-05 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,30,
Other,t,None (no bias),Victim was Otherwise Known,Bar/Nightclub,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,57,57 Years Old,"Handling, Transporting, Custody of Prisoners",I,SCRANTON,Scranton,Pennsylvania,75687,124,1,9,14,1.8,2.0,2023-01-01 00:00:00,2,Not Hispanic or Latino,Minor Injury,2023,5,F,17,98
Personal Weapons,t,None (no bias),Relationship Unknown,Government/Public Building,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,21,21 Years Old,All Other,I,PENNINGTON,Pennington,South Dakota,27700,109,121,12,144,4.4,13.9,2023-09-08 00:00:00,7,Not Hispanic or Latino,None,2023,5,F,21,
Motor Vehicle/Vessel,f,None (no bias),Victim was Otherwise Known,Parking/Drop Lot/Garage,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,35,35 Years Old,Responding to Disturbance Call,I,CHATTANOOGA,Chattanooga,Tennessee,185370,400,27,53,78,2.4,3.0,2023-04-15 00:00:00,18,Not Hispanic or Latino,Minor Injury,2023,5,F,35,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Attempting Other Arrests,I,HARRIS,Harris,Texas,2057899,1800,1105,396,1225,1.1,2.2,2023-06-12 00:00:00,7,Hispanic or Latino,None,2023,5,F,25,
Personal Weapons,t,None (no bias),Relationship Unknown,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,Attempting Other Arrests,I,LUBBOCK,Lubbock,Texas,266960,398,42,39,93,1.6,2.1,2023-05-29 00:00:00,18,Hispanic or Latino,Minor Injury,2023,5,F,33,
Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,43,43 Years Old,"Handling, Transporting, Custody of Prisoners",I,WACO,Waco,Texas,145741,220,22,41,65,1.8,2.4,2023-11-15 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,43,
Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,43,43 Years Old,"Handling, Transporting, Custody of Prisoners",I,WACO,Waco,Texas,145741,220,22,41,65,1.8,2.4,2023-11-15 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,43,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Attempting Other Arrests,I,MONTGOMERY,Montgomery,Texas,565355,469,217,63,199,0.9,1.7,2023-12-26 00:00:00,14,Hispanic or Latino,Minor Injury,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Attempting Other Arrests,I,MONTGOMERY,Montgomery,Texas,565355,469,217,63,199,0.9,1.7,2023-12-26 00:00:00,14,Hispanic or Latino,Minor Injury,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Attempting Other Arrests,I,MONTGOMERY,Montgomery,Texas,565355,469,217,63,199,0.9,1.7,2023-12-26 00:00:00,14,Hispanic or Latino,Minor Injury,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Attempting Other Arrests,I,MONTGOMERY,Montgomery,Texas,565355,469,217,63,199,0.9,1.7,2023-12-26 00:00:00,14,Hispanic or Latino,Minor Injury,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,Other/Unknown,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,Attempting Other Arrests,I,RICHMOND,Richmond,Virginia,230789,481,34,79,77,2.4,2.9,2023-05-26 00:00:00,22,Not Hispanic or Latino,Minor Injury,2023,5,F,27,
None,f,None (no bias),Victim Was Acquaintance,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,44,44 Years Old,Responding to Disturbance Call,I,SP: ST. JOHNSBURY,State Police:,Vermont,19060,22,0,2,1,1.3,1.3,2023-12-10 00:00:00,18,Not Specified,None,2023,5,F,44,
Personal Weapons,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,38,38 Years Old,Investigating Suspicious Persons or Circumstances,I,DELAFIELD,Delafield,Wisconsin,7169,13,0,3,2,2.2,2.5,2023-07-22 00:00:00,20,Not Specified,Minor Injury,2023,5,F,38,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,Traffic Pursuits and Stops,I,KENOSHA,Kenosha,Wisconsin,97786,188,5,23,8,2.2,2.3,2023-09-23 00:00:00,0,Unknown,Minor Injury,2023,5,F,27,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,Traffic Pursuits and Stops,I,KENOSHA,Kenosha,Wisconsin,97786,188,5,23,8,2.2,2.3,2023-09-23 00:00:00,0,Unknown,Minor Injury,2023,5,F,27,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,32,32 Years Old,Responding to Disturbance Call,I,MILWAUKEE,Milwaukee,Wisconsin,558698,1359,112,258,119,2.9,3.3,2023-07-24 00:00:00,9,Hispanic or Latino,Minor Injury,2023,5,F,32,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,32,32 Years Old,Responding to Disturbance Call,I,CUDAHY,Cudahy,Wisconsin,17666,29,2,3,7,1.8,2.3,2023-06-17 00:00:00,18,Hispanic or Latino,Minor Injury,2023,5,F,32,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,32,32 Years Old,Responding to Disturbance Call,I,CUDAHY,Cudahy,Wisconsin,17666,29,2,3,7,1.8,2.3,2023-06-17 00:00:00,18,Hispanic or Latino,Minor Injury,2023,5,F,32,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,32,32 Years Old,Responding to Disturbance Call,I,CUDAHY,Cudahy,Wisconsin,17666,29,2,3,7,1.8,2.3,2023-06-17 00:00:00,18,Hispanic or Latino,Minor Injury,2023,5,F,32,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Park/Playground,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,40,40 Years Old,Responding to Disturbance Call,I,SHAWANO,Shawano,Wisconsin,9166,18,0,4,2,2.4,2.6,2023-09-01 00:00:00,10,Not Hispanic or Latino,Minor Injury,2023,5,F,40,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Responding to Disturbance Call,I,CHILTON,Chilton,Alabama,31612,32,15,4,18,1.1,2.2,2023-01-19 00:00:00,16,Not Hispanic or Latino,Minor Injury,2023,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,"Handling, Transporting, Custody of Prisoners",I,CHANDLER,Chandler,Arizona,282419,285,54,45,123,1.2,1.8,2023-03-12 00:00:00,18,Not Hispanic or Latino,None,2023,5,F,29,
Other,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,CHANDLER,Chandler,Arizona,282419,285,54,45,123,1.2,1.8,2023-08-21 00:00:00,14,Not Hispanic or Latino,None,2023,5,F,26,
Other,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,CHANDLER,Chandler,Arizona,282419,285,54,45,123,1.2,1.8,2023-08-21 00:00:00,14,Not Hispanic or Latino,None,2023,5,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Asian,40,24,24 Years Old,Attempting Other Arrests,I,EMERYVILLE,Emeryville,California,12900,33,4,5,15,2.9,4.4,2023-07-23 00:00:00,12,Not Specified,None,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,ANAHEIM,Anaheim,California,343147,377,43,47,125,1.2,1.7,2023-12-04 00:00:00,6,Not Hispanic or Latino,None,2023,5,F,28,
None,f,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,ESCONDIDO,Escondido,California,149837,136,7,11,43,1.0,1.3,2023-05-18 00:00:00,0,Not Hispanic or Latino,None,2023,5,F,28,
Handgun,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,28,28 Years Old,Attempting Other Arrests,I,GRAND JUNCTION,Grand Junction,Colorado,69240,94,32,19,70,1.6,3.1,2023-04-25 00:00:00,1,Not Hispanic or Latino,Minor Injury,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,37,37 Years Old,"Handling, Transporting, Custody of Prisoners",I,TAMPA,Tampa,Florida,403407,774,79,170,186,2.3,3.0,2023-11-28 00:00:00,0,Not Hispanic or Latino,None,2023,5,F,37,
Personal Weapons,t,None (no bias),Victim Was Stranger,Air/Bus/Train Terminal,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,41,41 Years Old,"Handling, Transporting, Custody of Prisoners",I,METRO ATLANTA RAPID TR A,Metropolitan Atlanta Rapid Transit Authority,Georgia,0,173,41,71,65,0,0,2023-01-03 00:00:00,13,Not Hispanic or Latino,None,2023,5,F,41,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Unknown,98,34,34 Years Old,Attempting Other Arrests,I,HONOLULU,Honolulu,Hawaii,987546,1560,81,240,267,1.8,2.2,2023-04-16 00:00:00,20,Unknown,None,2023,5,F,34,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,FREEPORT,Freeport,Illinois,23177,33,4,7,14,1.7,2.5,2023-06-12 00:00:00,22,Not Specified,None,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,FREEPORT,Freeport,Illinois,23177,33,4,7,14,1.7,2.5,2023-06-12 00:00:00,22,Not Specified,None,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,41,41 Years Old,Responding to Disturbance Call,I,MONMOUTH,Monmouth,Illinois,8530,15,2,2,11,2.0,3.5,2023-10-02 00:00:00,19,Not Hispanic or Latino,Minor Injury,2023,5,F,41,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Responding to Disturbance Call,I,CHICOPEE,Chicopee,Massachusetts,55043,117,0,10,4,2.3,2.4,2023-10-12 00:00:00,12,Not Hispanic or Latino,Minor Injury,2023,5,F,35,
Knife/Cutting Instrument,t,None (no bias),Relationship Unknown,Shopping Mall,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,31,31 Years Old,Attempting Other Arrests,I,SOMERVILLE,Somerville,Massachusetts,79513,100,4,14,29,1.4,1.8,2023-07-09 00:00:00,15,Unknown,Minor Injury,2023,5,F,31,
Knife/Cutting Instrument,t,None (no bias),Relationship Unknown,Shopping Mall,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,31,31 Years Old,Attempting Other Arrests,I,SOMERVILLE,Somerville,Massachusetts,79513,100,4,14,29,1.4,1.8,2023-07-09 00:00:00,15,Unknown,Minor Injury,2023,5,F,31,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,45,45 Years Old,Handling Persons with Mental Illness,I,HOWARD COUNTY POLICE DEP,Howard County Police Department,Maryland,337780,412,63,73,143,1.4,2.0,2023-03-02 00:00:00,12,Not Hispanic or Latino,Minor Injury,2023,5,F,45,
Personal Weapons,t,None (no bias),Victim Was Stranger,Air/Bus/Train Terminal,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Responding to Disturbance Call,I,LANSING,Lansing,Michigan,112529,137,29,46,26,1.6,2.1,2023-12-05 00:00:00,15,Not Specified,Minor Injury,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,23,23 Years Old,Attempting Other Arrests,I,LAKEVILLE,Lakeville,Minnesota,76929,51,2,16,9,0.9,1.0,2023-07-06 00:00:00,23,Not Hispanic or Latino,Minor Injury,2023,5,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Handling Persons with Mental Illness,I,MAPLEWOOD,Maplewood,Minnesota,39170,44,2,10,7,1.4,1.6,2023-09-04 00:00:00,9,Unknown,Minor Injury,2023,5,F,35,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Handling Persons with Mental Illness,I,MAPLEWOOD,Maplewood,Minnesota,39170,44,2,10,7,1.4,1.6,2023-09-04 00:00:00,9,Hispanic or Latino,Minor Injury,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Park/Playground,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,All Other,I,HAZELWOOD,Hazelwood,Missouri,24861,,,,,,,2023-09-27 00:00:00,16,Not Hispanic or Latino,None,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Park/Playground,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,25,25 Years Old,All Other,I,HAZELWOOD,Hazelwood,Missouri,24861,,,,,,,2023-09-27 00:00:00,16,Not Hispanic or Latino,None,2023,5,F,25,
Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,39,39 Years Old,Traffic Pursuits and Stops,I,ALBEMARLE,Albemarle,North Carolina,16926,34,3,6,6,2.4,2.9,2023-07-25 00:00:00,13,Not Hispanic or Latino,None,2023,5,F,39,
None,f,None (no bias),Relationship Unknown,Other/Unknown,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Attempting Other Arrests,I,MOORESVILLE,Mooresville,North Carolina,53767,75,15,14,14,1.7,2.2,2023-10-01 00:00:00,3,Not Hispanic or Latino,Minor Injury,2023,5,F,25,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,American Indian or Alaska Native,30,25,25 Years Old,"Handling, Transporting, Custody of Prisoners",I,THREE AFFILIATED TRIBES,Three Affiliated Tribes,North Dakota,0,30,4,5,11,0,0,2023-11-09 00:00:00,6,Not Hispanic or Latino,None,2023,5,F,25,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,36,36 Years Old,Investigating Suspicious Persons or Circumstances,I,HILLSBOROUGH,Hillsborough,New Hampshire,5998,12,2,2,8,2.3,4.0,2023-05-30 00:00:00,15,Not Hispanic or Latino,None,2023,5,F,36,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Responding to Disturbance Call,I,KEENE,Keene,New Hampshire,22639,30,0,4,9,1.5,1.9,2023-04-21 00:00:00,22,Not Hispanic or Latino,None,2023,5,F,24,
Motor Vehicle/Vessel,f,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,52,52 Years Old,Traffic Pursuits and Stops,I,ISLETA TRIBAL,Isleta Tribal,New Mexico,0,23,5,8,17,0,0,2023-05-19 00:00:00,8,Hispanic or Latino,Minor Injury,2023,5,F,50,55
None,f,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Responding to Disturbance Call,I,NORTH LAS VEGAS,North Las Vegas,Nevada,290751,255,19,48,105,1.0,1.5,2023-08-28 00:00:00,17,Not Hispanic or Latino,None,2023,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Unknown,98,24,24 Years Old,All Other,I,NEW YORK,New York,New York,8184044,26503,5185,6813,8915,4.1,5.8,2023-03-19 00:00:00,4,Hispanic or Latino,Minor Injury,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,33,33 Years Old,Attempting Other Arrests,I,GREENVILLE,Greenville,South Carolina,72961,171,7,30,32,2.8,3.3,2023-04-23 00:00:00,15,Not Hispanic or Latino,Severe Laceration,2023,5,F,33,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,"Handling, Transporting, Custody of Prisoners",I,HENRICO COUNTY POLICE D,Henrico County Police Department,Virginia,334046,646,37,113,63,2.3,2.6,2023-09-10 00:00:00,4,Not Hispanic or Latino,None,2023,5,F,27,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,37,37 Years Old,Burglaries in Progress or Pursuing Burglary Suspects,I,KING GEORGE,King George,Virginia,28412,37,0,8,18,1.6,2.2,2023-10-07 00:00:00,15,Not Hispanic or Latino,Minor Injury,2023,5,F,35,40
Personal Weapons,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,"Handling, Transporting, Custody of Prisoners",I,VIRGINIA BEACH,Virginia Beach,Virginia,453991,594,46,120,151,1.6,2.0,2023-04-10 00:00:00,21,Not Hispanic or Latino,Minor Injury,2023,5,F,25,45
Personal Weapons,t,Unknown (offender's motivation not known),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,"Handling, Transporting, Custody of Prisoners",I,PLEASANT GROVE,Pleasant Grove,Alabama,9401,14,2,1,3,1.6,2.1,2023-01-03 00:00:00,16,Not Hispanic or Latino,Minor Injury,2023,5,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,32,32 Years Old,Responding to Disturbance Call,I,REDLANDS,Redlands,California,74147,73,10,7,27,1.1,1.6,2023-05-09 00:00:00,14,Hispanic or Latino,Minor Injury,2023,5,F,32,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,23,23 Years Old,Handling Persons with Mental Illness,I,NATIONAL CITY,National City,California,55270,74,4,12,31,1.6,2.2,2023-05-13 00:00:00,7,Not Hispanic or Latino,Minor Injury,2023,5,F,23,
