weapon_name,shr_flag,bias_desc,relationship_name,location_name,offense_name,crime_against,ct_flag,hc_flag,hc_code,offense_category_name,offense_group,race_desc,sort_order,age_code,age_name,activity_type_name,reporting_type,ucr_agency_name,pub_agency_name,state_name,population,male_officer,male_civilian,female_officer,female_civilian,officer_rate,employee_rate,incident_date,incident_hour,ethnicity_name,injury_name,data_year,victim_type_id,sex_code,age_range_low_num,age_range_high_num
Personal Weapons,t,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,23,23 Years Old,"Handling, Transporting, Custody of Prisoners",I,JASPER,Jasper,Alabama,14243,37,5,3,15,2.8,4.2,2023-07-22 00:00:00,18,Not Hispanic or Latino,Minor Injury,2023,5,F,23,
None,f,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,"Handling, Transporting, Custody of Prisoners",I,CRAWFORD,Crawford,Arkansas,26319,30,21,7,19,1.4,2.9,2023-12-16 00:00:00,9,Not Hispanic or Latino,None,2023,5,F,29,
Other,t,None (no bias),Victim Was Stranger,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,40,40 Years Old,Investigating Suspicious Persons or Circumstances,I,CONCORD,Concord,California,121331,119,7,19,42,1.1,1.5,2023-05-27 00:00:00,4,Not Hispanic or Latino,Minor Injury,2023,5,F,25,55
None,f,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,Responding to Disturbance Call,I,RIVERSIDE,Riverside,California,323473,314,36,43,137,1.1,1.6,2023-04-20 00:00:00,13,Hispanic or Latino,None,2023,5,F,33,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,32,32 Years Old,"Handling, Transporting, Custody of Prisoners",I,EL PASO,El Paso,Colorado,207095,420,109,112,189,2.6,4.0,2023-03-24 00:00:00,14,Not Hispanic or Latino,Minor Injury,2023,5,F,30,35
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,23,23 Years Old,Responding to Disturbance Call,I,GRAND JUNCTION,Grand Junction,Colorado,69240,94,32,19,70,1.6,3.1,2023-03-09 00:00:00,17,Not Hispanic or Latino,None,2023,5,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Attempting Other Arrests,I,METRO TRANSIT POLICE,Metro Transit Police,District of Columbia,0,371,77,68,122,0,0,2023-09-02 00:00:00,16,Unknown,None,2023,5,F,20,30
Other,t,None (no bias),Victim Was Stranger,Department/Discount Store,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,42,42 Years Old,"Handling, Transporting, Custody of Prisoners",I,JACKSONVILLE SHERIFF'S OFFICE,Jacksonville Sheriff's Office,Florida,983663,1598,616,304,529,1.9,3.1,2023-08-31 00:00:00,0,Not Hispanic or Latino,Other Major Injury,2023,5,F,42,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,30,30 Years Old,All Other,I,MIAMI-DADE,Miami-Dade,Florida,1160149,2360,270,790,837,2.7,3.7,2023-09-30 00:00:00,0,Not Hispanic or Latino,Other Major Injury,2023,5,F,30,
Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,Responding to Disturbance Call,I,TAMPA,Tampa,Florida,403407,774,79,170,186,2.3,3.0,2023-03-18 00:00:00,1,Hispanic or Latino,None,2023,5,F,33,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,37,37 Years Old,Responding to Disturbance Call,I,MCHENRY,McHenry,Illinois,66707,86,244,19,70,1.6,6.3,2023-07-24 00:00:00,18,Hispanic or Latino,None,2023,5,F,37,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Attempting Other Arrests,I,ROCKFORD,Rockford,Illinois,145873,239,8,39,34,1.9,2.2,2023-02-15 00:00:00,11,Unknown,None,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,All Other,I,MACHESNEY PARK,Machesney Park,Illinois,22663,15,0,5,0,0.9,0.9,2023-12-05 00:00:00,7,Not Hispanic or Latino,Minor Injury,2023,5,F,25,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,41,41 Years Old,"Handling, Transporting, Custody of Prisoners",I,HANCOCK,Hancock,Indiana,35212,45,30,4,21,1.4,2.8,2023-09-27 00:00:00,10,Not Hispanic or Latino,None,2023,5,F,41,
Personal Weapons,t,None (no bias),Victim Was Stranger,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,45,45 Years Old,All Other,I,PARKVIEW HEALTH,Parkview Health,Indiana,0,65,20,9,24,0,0,2023-12-21 00:00:00,9,Not Hispanic or Latino,None,2023,5,F,45,
Other,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,34,34 Years Old,All Other,I,MONROE,Monroe,Louisiana,46429,103,7,22,30,2.7,3.5,2023-08-10 00:00:00,14,Not Hispanic or Latino,None,2023,5,F,34,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Other/Unknown,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,"Handling, Transporting, Custody of Prisoners",I,CUMBERLAND,Cumberland,Maryland,18644,44,1,6,2,2.7,2.8,2023-02-17 00:00:00,0,Not Hispanic or Latino,None,2023,5,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,22,22 Years Old,All Other,I,BALTIMORE COUNTY POL DEP,Baltimore County Police Department,Maryland,845222,1422,188,308,333,2.0,2.7,2023-01-29 00:00:00,3,Not Specified,None,2023,5,F,22,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,22,22 Years Old,All Other,I,BALTIMORE COUNTY POL DEP,Baltimore County Police Department,Maryland,845222,1422,188,308,333,2.0,2.7,2023-01-29 00:00:00,3,Not Specified,None,2023,5,F,22,
Personal Weapons,t,None (no bias),Victim Was Stranger,Convenience Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,Traffic Pursuits and Stops,I,HYATTSVILLE,Hyattsville,Maryland,20449,31,7,7,14,1.9,2.9,2023-03-26 00:00:00,18,Hispanic or Latino,Minor Injury,2023,5,F,27,
Other,t,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,All Other,I,SP: GRAND TRAVERSE CNTY,State Police:,Michigan,0,,,,,0,0,2023-12-20 00:00:00,8,Unknown,None,2023,5,F,35,
Other,t,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,All Other,I,SP: GRAND TRAVERSE CNTY,State Police:,Michigan,0,,,,,0,0,2023-12-20 00:00:00,8,Unknown,None,2023,5,F,35,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Handling Persons with Mental Illness,I,ST. LOUIS COUNTY POL DEP,St. Louis County Police Department,Missouri,398969,705,151,129,192,2.1,3.0,2023-11-09 00:00:00,7,Not Hispanic or Latino,None,2023,5,F,30,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,49,49 Years Old,Handling Persons with Mental Illness,I,ST. LOUIS COUNTY POL DEP,St. Louis County Police Department,Missouri,398969,705,151,129,192,2.1,3.0,2023-02-06 00:00:00,13,Not Hispanic or Latino,None,2023,5,F,49,
Knife/Cutting Instrument,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,26,26 Years Old,Attempting Other Arrests,I,ALAMANCE,Alamance,North Carolina,67912,131,73,19,44,2.2,3.9,2023-05-08 00:00:00,8,Not Hispanic or Latino,None,2023,5,F,26,
Other,t,None (no bias),Relationship Unknown,Specialty Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,41,41 Years Old,Attempting Other Arrests,I,HICKORY,Hickory,North Carolina,44351,87,20,7,20,2.1,3.0,2023-10-10 00:00:00,14,Not Hispanic or Latino,Minor Injury,2023,5,F,41,
None,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,22,22 Years Old,Traffic Pursuits and Stops,I,BURKE,Burke,North Carolina,61002,80,22,9,19,1.5,2.1,2023-05-04 00:00:00,4,Not Hispanic or Latino,None,2023,5,F,22,
Personal Weapons,t,None (no bias),Relationship Unknown,Specialty Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,40,40 Years Old,All Other,I,ELIZABETH CITY,Elizabeth City,North Carolina,18828,25,7,11,8,1.9,2.7,2023-07-16 00:00:00,17,Not Hispanic or Latino,None,2023,5,F,40,
Personal Weapons,t,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,39,39 Years Old,"Handling, Transporting, Custody of Prisoners",I,SYLVA,Sylva,North Carolina,2641,10,0,5,0,5.7,5.7,2023-02-27 00:00:00,15,Not Hispanic or Latino,None,2023,5,F,39,
Personal Weapons,t,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,36,36 Years Old,"Handling, Transporting, Custody of Prisoners",I,SYLVA,Sylva,North Carolina,2641,10,0,5,0,5.7,5.7,2023-02-27 00:00:00,15,Not Hispanic or Latino,None,2023,5,F,36,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Attempting Other Arrests,I,CHARLOTTE-MECKLENBURG,Charlotte-Mecklenburg,North Carolina,979304,1378,230,230,412,1.6,2.3,2023-10-13 00:00:00,11,Unknown,None,2023,5,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Ambush - No Warning,I,CHARLOTTE-MECKLENBURG,Charlotte-Mecklenburg,North Carolina,979304,1378,230,230,412,1.6,2.3,2023-10-13 00:00:00,11,Unknown,Other Major Injury,2023,5,F,35,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Unknown,98,62,62 Years Old,All Other,I,NEW YORK,New York,New York,8184044,26503,5185,6813,8915,4.1,5.8,2023-05-10 00:00:00,13,Hispanic or Latino,None,2023,5,F,62,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,45,45 Years Old,Responding to Disturbance Call,I,PHILADELPHIA,Philadelphia,Pennsylvania,1550843,4298,264,1146,558,3.5,4.0,2023-01-30 00:00:00,0,Not Hispanic or Latino,Minor Injury,2023,5,F,45,
Fire/Incendiary Device,t,None (no bias),Victim Was Stranger,Bank/Savings and Loan,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,SUMMERVILLE,Summerville,South Carolina,51886,130,7,19,23,2.9,3.4,2023-04-25 00:00:00,23,Not Hispanic or Latino,None,2023,5,F,28,
Handgun,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,Responding to Disturbance Call,I,METROPOLITAN NASHVILLE PD,Metropolitan Nashville Police Department,Tennessee,690495,1311,111,188,230,2.2,2.7,2023-05-24 00:00:00,18,Not Hispanic or Latino,None,2023,5,F,27,
Handgun,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,Responding to Disturbance Call,I,METROPOLITAN NASHVILLE PD,Metropolitan Nashville Police Department,Tennessee,690495,1311,111,188,230,2.2,2.7,2023-05-24 00:00:00,18,Not Hispanic or Latino,None,2023,5,F,27,
Handgun,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,Responding to Disturbance Call,I,METROPOLITAN NASHVILLE PD,Metropolitan Nashville Police Department,Tennessee,690495,1311,111,188,230,2.2,2.7,2023-05-24 00:00:00,18,Not Hispanic or Latino,None,2023,5,F,27,
Handgun,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,Responding to Disturbance Call,I,METROPOLITAN NASHVILLE PD,Metropolitan Nashville Police Department,Tennessee,690495,1311,111,188,230,2.2,2.7,2023-05-24 00:00:00,18,Not Hispanic or Latino,None,2023,5,F,27,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Attempting Other Arrests,I,EL PASO,El Paso,Texas,676665,936,104,168,176,1.6,2.0,2023-04-03 00:00:00,22,Hispanic or Latino,Minor Injury,2023,5,F,30,33
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,47,47 Years Old,Traffic Pursuits and Stops,I,ROYSE CITY,Royse City,Texas,23763,28,2,4,2,1.3,1.5,2023-06-25 00:00:00,7,Not Hispanic or Latino,Minor Injury,2023,5,F,47,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Traffic Pursuits and Stops,I,ROYSE CITY,Royse City,Texas,23763,28,2,4,2,1.3,1.5,2023-06-25 00:00:00,7,Not Hispanic or Latino,Minor Injury,2023,5,F,35,
Other,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,57,57 Years Old,Attempting Other Arrests,I,SEATTLE,Seattle,Washington,753786,912,175,153,238,1.4,2.0,2023-05-19 00:00:00,17,Not Hispanic or Latino,Minor Injury,2023,5,F,17,98
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,57,57 Years Old,Attempting Other Arrests,I,SEATTLE,Seattle,Washington,753786,912,175,153,238,1.4,2.0,2023-05-19 00:00:00,17,Not Hispanic or Latino,Minor Injury,2023,5,F,17,98
Unknown,f,None (no bias),Relationship Unknown,Air/Bus/Train Terminal,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,47,47 Years Old,Attempting Other Arrests,I,MILWAUKEE,Milwaukee,Wisconsin,0,248,114,46,162,0,0,2023-04-15 00:00:00,15,Not Hispanic or Latino,None,2023,5,F,47,
None,f,None (no bias),Victim Was Stranger,Other/Unknown,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,23,23 Years Old,Handling Persons with Mental Illness,I,POLK,Polk,Wisconsin,36012,29,20,2,29,0.9,2.2,2023-10-22 00:00:00,0,Not Hispanic or Latino,Minor Injury,2023,5,F,23,
Other,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,19,19 Years Old,All Other,I,CHILTON,Chilton,Alabama,31612,32,15,4,18,1.1,2.2,2023-07-13 00:00:00,3,Not Hispanic or Latino,None,2023,5,F,19,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,All Other,I,ANAHEIM,Anaheim,California,343147,377,43,47,125,1.2,1.7,2023-10-10 00:00:00,7,Hispanic or Latino,None,2023,5,F,29,
None,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Investigating Suspicious Persons or Circumstances,I,SAN DIEGO,San Diego,California,519218,1928,620,451,1100,4.6,7.9,2023-11-08 00:00:00,15,Hispanic or Latino,None,2023,5,F,35,
Personal Weapons,t,None (no bias),Victim Was Common-Law Spouse,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,37,37 Years Old,Responding to Disturbance Call,I,AURORA,Aurora,Colorado,396976,606,43,74,125,1.7,2.1,2023-05-13 00:00:00,19,Not Hispanic or Latino,Minor Injury,2023,5,F,37,
Other,t,None (no bias),Victim Was Stranger,Department/Discount Store,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,33,33 Years Old,Investigating Suspicious Persons or Circumstances,I,ENGLEWOOD,Englewood,Colorado,33653,65,10,13,32,2.3,3.6,2023-08-05 00:00:00,18,Hispanic or Latino,Minor Injury,2023,5,F,33,
Personal Weapons,t,None (no bias),Victim Was Stranger,Department/Discount Store,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,33,33 Years Old,Investigating Suspicious Persons or Circumstances,I,ENGLEWOOD,Englewood,Colorado,33653,65,10,13,32,2.3,3.6,2023-08-05 00:00:00,18,Hispanic or Latino,Minor Injury,2023,5,F,33,
Motor Vehicle/Vessel,f,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,28,28 Years Old,Attempting Other Arrests,I,PUEBLO,Pueblo,Colorado,111240,158,10,20,49,1.6,2.1,2023-11-14 00:00:00,14,Not Hispanic or Latino,Minor Injury,2023,5,F,28,
Blunt Object,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,23,23 Years Old,Responding to Disturbance Call,I,CLAY,Clay,Florida,211628,260,163,35,178,1.4,3.0,2023-06-13 00:00:00,4,Not Hispanic or Latino,None,2023,5,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Unknown,98,41,41 Years Old,Attempting Other Arrests,I,JEFFERSON,Jefferson,Florida,12737,27,7,3,10,2.4,3.7,2023-05-02 00:00:00,17,Not Hispanic or Latino,Minor Injury,2023,5,F,41,
Personal Weapons,t,None (no bias),Relationship Unknown,Bar/Nightclub,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Asian,40,24,24 Years Old,All Other,I,SMYRNA,Smyrna,Georgia,56307,65,14,13,33,1.4,2.2,2023-02-13 00:00:00,3,Not Hispanic or Latino,None,2023,5,F,24,
Personal Weapons,t,None (no bias),Relationship Unknown,Bar/Nightclub,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Asian,40,24,24 Years Old,All Other,I,SMYRNA,Smyrna,Georgia,56307,65,14,13,33,1.4,2.2,2023-02-13 00:00:00,3,Not Hispanic or Latino,None,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,I,JACKSON,Jackson,Georgia,48812,73,26,13,36,1.8,3.0,2023-04-02 00:00:00,1,Not Hispanic or Latino,None,2023,5,F,30,
None,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Attempting Other Arrests,I,POLK,Polk,Iowa,56619,139,248,17,113,2.8,9.1,2023-04-28 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,31,
None,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Attempting Other Arrests,I,POLK,Polk,Iowa,56619,139,248,17,113,2.8,9.1,2023-04-28 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,31,
None,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Attempting Other Arrests,I,POLK,Polk,Iowa,56619,139,248,17,113,2.8,9.1,2023-04-28 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,25,
None,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Attempting Other Arrests,I,POLK,Polk,Iowa,56619,139,248,17,113,2.8,9.1,2023-04-28 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,25,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,Responding to Disturbance Call,I,INDIANAPOLIS,Indianapolis,Indiana,887131,1629,338,261,405,2.1,3.0,2023-01-01 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,33,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Responding to Disturbance Call,I,INDIANAPOLIS,Indianapolis,Indiana,887131,1629,338,261,405,2.1,3.0,2023-01-01 00:00:00,2,Not Hispanic or Latino,None,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Responding to Disturbance Call,I,FALL RIVER,Fall River,Massachusetts,93879,192,21,18,27,2.2,2.7,2023-12-28 00:00:00,12,Not Hispanic or Latino,Minor Injury,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Attempting Other Arrests,I,BALTIMORE COUNTY POL DEP,Baltimore County Police Department,Maryland,845222,1422,188,308,333,2.0,2.7,2023-10-21 00:00:00,16,Not Specified,None,2023,5,F,25,
Personal Weapons,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Attempting Other Arrests,I,BALTIMORE COUNTY POL DEP,Baltimore County Police Department,Maryland,845222,1422,188,308,333,2.0,2.7,2023-10-21 00:00:00,16,Not Specified,None,2023,5,F,25,
Knife/Cutting Instrument,t,None (no bias),Victim was Otherwise Known,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,26,26 Years Old,"Handling, Transporting, Custody of Prisoners",I,CHARLES,Charles,Maryland,161426,276,148,38,143,1.9,3.7,2023-08-06 00:00:00,7,Not Specified,None,2023,5,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,21,21 Years Old,"Handling, Transporting, Custody of Prisoners",I,ST. JOSEPH,St. Joseph,Missouri,69925,,,,,,,2023-03-12 00:00:00,0,Not Hispanic or Latino,None,2023,5,F,21,
Personal Weapons,t,None (no bias),Victim Was Stranger,Service/Gas Station,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,O'FALLON,O'Fallon,Missouri,94702,107,15,11,23,1.2,1.6,2023-01-14 00:00:00,15,Not Hispanic or Latino,None,2023,5,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,Handling Persons with Mental Illness,I,MARYVILLE,Maryville,Missouri,10382,,,,,,,2023-04-10 00:00:00,21,Not Hispanic or Latino,Minor Injury,2023,5,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Responding to Disturbance Call,I,SOUTHAVEN,Southaven,Mississippi,57135,125,9,22,27,2.6,3.2,2023-07-02 00:00:00,2,Not Hispanic or Latino,Minor Injury,2023,5,F,35,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,"Handling, Transporting, Custody of Prisoners",I,FARMVILLE,Farmville,North Carolina,4502,11,1,4,4,3.3,4.4,2023-07-09 00:00:00,1,Not Hispanic or Latino,None,2023,5,F,26,
None,f,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,20,20 Years Old,Responding to Disturbance Call,I,RANDOLPH,Randolph,North Carolina,97776,142,35,38,46,1.8,2.7,2023-02-02 00:00:00,13,Not Specified,None,2023,5,F,20,21
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Unknown,98,98,98 Years Old,Responding to Disturbance Call,I,ASHEBORO,Asheboro,North Carolina,27619,63,5,13,11,2.8,3.3,2023-04-05 00:00:00,20,Not Specified,None,2023,5,F,98,
Unknown,f,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,GREENSBORO,Greensboro,North Carolina,303237,468,19,101,98,1.9,2.3,2023-07-29 00:00:00,5,Not Hispanic or Latino,None,2023,5,F,29,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,25,25 Years Old,Attempting Other Arrests,I,RALEIGH,Raleigh,North Carolina,482842,622,35,81,63,1.5,1.7,2023-12-25 00:00:00,16,Hispanic or Latino,None,2023,5,F,25,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,26,26 Years Old,Investigating Suspicious Persons or Circumstances,I,JERSEY CITY,Jersey City,New Jersey,285117,754,133,159,176,3.2,4.3,2023-10-18 00:00:00,18,Hispanic or Latino,Minor Injury,2023,5,F,26,
