weapon_name,shr_flag,bias_desc,relationship_name,location_name,offense_name,crime_against,ct_flag,hc_flag,hc_code,offense_category_name,offense_group,race_desc,sort_order,age_code,age_name,activity_type_name,reporting_type,ucr_agency_name,pub_agency_name,state_name,population,male_officer,male_civilian,female_officer,female_civilian,officer_rate,employee_rate,incident_date,incident_hour,ethnicity_name,injury_name,data_year,victim_type_id,sex_code,age_range_low_num,age_range_high_num
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Hotel/Motel/Etc.,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,FORT WAYNE,Fort Wayne,Indiana,267791,424,16,55,53,1.8,2.0,2022-01-16 00:00:00,2,Hispanic or Latino,None,2022,5,F,28,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,42,42 Years Old,Responding to Disturbance Call,I,FORT WAYNE,Fort Wayne,Indiana,267791,424,16,55,53,1.8,2.0,2022-01-21 00:00:00,23,Not Hispanic or Latino,Minor Injury,2022,5,F,42,
Other,t,None (no bias),Victim Was Stranger,Other/Unknown,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,35,35 Years Old,Attempting Other Arrests,I,LOGANSPORT,Logansport,Indiana,18195,37,1,1,1,2.1,2.2,2022-01-12 00:00:00,8,Not Hispanic or Latino,Minor Injury,2022,5,F,35,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Burglaries in Progress or Pursuing Burglary Suspects,I,INDIANAPOLIS,Indianapolis,Indiana,886455,1735,143,287,348,2.3,2.8,2022-01-04 00:00:00,0,Not Hispanic or Latino,Minor Injury,2022,5,F,35,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Burglaries in Progress or Pursuing Burglary Suspects,I,INDIANAPOLIS,Indianapolis,Indiana,886455,1735,143,287,348,2.3,2.8,2022-01-04 00:00:00,0,Not Hispanic or Latino,Minor Injury,2022,5,F,35,
Knife/Cutting Instrument,t,None (no bias),Victim Was Stranger,Air/Bus/Train Terminal,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,35,35 Years Old,Attempting Other Arrests,I,METRO TRANSIT POLICE,Metro Transit Police,District of Columbia,0,332,74,57,105,0,0,2022-01-07 00:00:00,17,Not Hispanic or Latino,None,2022,5,F,30,40
Personal Weapons,t,None (no bias),Victim Was Stranger,Air/Bus/Train Terminal,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Attempting Other Arrests,I,METRO TRANSIT POLICE,Metro Transit Police,District of Columbia,0,332,74,57,105,0,0,2022-01-07 00:00:00,17,Not Hispanic or Latino,None,2022,5,F,30,40
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,31,31 Years Old,"Handling, Transporting, Custody of Prisoners",I,GRAND FORKS,Grand Forks,North Dakota,58620,79,5,10,11,1.5,1.8,2022-01-28 00:00:00,23,Not Hispanic or Latino,Minor Injury,2022,5,F,31,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,31,31 Years Old,"Handling, Transporting, Custody of Prisoners",I,GRAND FORKS,Grand Forks,North Dakota,58620,79,5,10,11,1.5,1.8,2022-01-28 00:00:00,23,Not Hispanic or Latino,Minor Injury,2022,5,F,31,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,"Handling, Transporting, Custody of Prisoners",I,GRAND FORKS,Grand Forks,North Dakota,58620,79,5,10,11,1.5,1.8,2022-01-28 00:00:00,23,Not Specified,Minor Injury,2022,5,F,27,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,"Handling, Transporting, Custody of Prisoners",I,GRAND FORKS,Grand Forks,North Dakota,58620,79,5,10,11,1.5,1.8,2022-01-28 00:00:00,23,Not Specified,Minor Injury,2022,5,F,27,
Personal Weapons,t,Unknown (offender's motivation not known),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,48,48 Years Old,"Handling, Transporting, Custody of Prisoners",I,HENNEPIN,Hennepin,Minnesota,7451,259,282,54,248,42.0,113.1,2022-01-10 00:00:00,0,Unknown,Minor Injury,2022,5,F,48,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Handling Persons with Mental Illness,I,MESA,Mesa,Colorado,73515,154,12,38,43,2.6,3.4,2022-01-16 00:00:00,0,Not Hispanic or Latino,Minor Injury,2022,5,F,30,
Other,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,All Other,I,MESA,Mesa,Colorado,73515,154,12,38,43,2.6,3.4,2022-01-16 00:00:00,12,Not Hispanic or Latino,Minor Injury,2022,5,F,25,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,32,32 Years Old,All Other,I,EL PASO,El Paso,Colorado,206584,392,113,111,192,2.4,3.9,2022-01-04 00:00:00,12,Not Hispanic or Latino,Minor Injury,2022,5,F,30,35
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,32,32 Years Old,"Handling, Transporting, Custody of Prisoners",I,EL PASO,El Paso,Colorado,206584,392,113,111,192,2.4,3.9,2022-01-20 00:00:00,12,Not Hispanic or Latino,Minor Injury,2022,5,F,30,35
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,32,32 Years Old,"Handling, Transporting, Custody of Prisoners",I,EL PASO,El Paso,Colorado,206584,392,113,111,192,2.4,3.9,2022-01-30 00:00:00,8,Not Hispanic or Latino,None,2022,5,F,30,35
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,All Other,I,WINDSOR,Windsor,Colorado,38498,37,4,12,9,1.3,1.6,2022-01-09 00:00:00,21,Not Hispanic or Latino,Minor Injury,2022,5,F,29,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,39,39 Years Old,All Other,I,WINDSOR,Windsor,Colorado,38498,37,4,12,9,1.3,1.6,2022-01-09 00:00:00,21,Not Hispanic or Latino,None,2022,5,F,39,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,40,40 Years Old,All Other,I,WINDSOR,Windsor,Colorado,38498,37,4,12,9,1.3,1.6,2022-01-09 00:00:00,21,Not Hispanic or Latino,Minor Injury,2022,5,F,40,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,22,22 Years Old,"Handling, Transporting, Custody of Prisoners",I,LOVELAND,Loveland,Colorado,77770,82,13,24,46,1.4,2.1,2022-01-11 00:00:00,0,Not Hispanic or Latino,None,2022,5,F,22,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,"Handling, Transporting, Custody of Prisoners",I,JEFFERSON,Jefferson,Colorado,194514,425,81,106,142,2.7,3.9,2022-01-02 00:00:00,22,Unknown,Minor Injury,2022,5,F,25,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,"Handling, Transporting, Custody of Prisoners",I,JEFFERSON,Jefferson,Colorado,194514,425,81,106,142,2.7,3.9,2022-01-11 00:00:00,19,Not Hispanic or Latino,Minor Injury,2022,5,F,26,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,32,32 Years Old,All Other,I,RICHLAND,Richland,South Carolina,266581,397,23,149,49,2.0,2.3,2022-01-13 00:00:00,15,Not Hispanic or Latino,None,2022,5,F,32,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,34,34 Years Old,All Other,I,BLAINE,Blaine,Minnesota,71368,62,1,11,10,1.0,1.2,2022-02-07 00:00:00,21,Not Hispanic or Latino,Minor Injury,2022,5,F,34,
