state,year,2022,2023,2024,total_pop,fem_pop,white_pop,black_pop,nat_amer_pop,asian_pop,hispanic_pop,other_race_pop,diversity_index,%_fem_age_18-29,%_fem_age_30-39,%_fem_age_40-49,fem_age_50-59,fem_age_60-69,fem_age_70-79,fem_age_80+,age_coef_variation,fem_poverty_rate,male_poverty_rate,poverty_gender_disparity_score,fem_labor_force_part,all_labor_force_part,labor_force_ratio,unemployment_rate,mhhi,%_at_least_bach_degree,%_at_least_high_school,avg_years_schooling,gun_deaths_per_100k
Nevada,2022,1,0,0,3177772,1577850,0.443753,0.090148,0.005543507,0.088474,0.30252548,0.06955628,0.69073873,0.196444453,0.184750417,0.164679335,0.16136587,0.147080834,0.104000179,0.041678912,0.400758081,0.139,0.11,1.263636364,0.586394241,0.632970623,0.926416203,0.055,72333,0.270347127,0.874186322,13.06370163,19.8
Nevada,2023,0,1,0,3194176,1586682,0.443861,0.088982,0.005837812,0.089361,0.299419944,0.07253827,0.69213586,0.190000185,0.185438594,0.165570201,0.158021198,0.151065512,0.106094974,0.043809336,0.412925652,0.128,0.111,1.153153153,0.589582082,0.634852304,0.928691727,0.046,76364,0.287207429,0.87737551,13.12170715,19.3
Nevada,2024,0,0,1,3267467,1620148,0.428353,0.091125,0.005179241,0.092798,0.305872102,0.076673154,0.70013549,0.18989869,0.188488289,0.164819107,0.154053605,0.148873422,0.108358596,0.045508291,0.419978594,0.129,0.102,1.264705882,0.608221363,0.64596964,0.941563387,0.063,81134,0.285289106,0.877043264,13.1312849,18.4
New Hampshire,2021,0,0,0,1388992,695758,0.87251,0.013015,0.000499643,0.026051,0.043429336,0.044494857,0.23401138,0.184228278,0.155218494,0.14329612,0.180565387,0.178573453,0.108644975,0.049473293,0.455366605,0.085,0.06,1.416666667,0.620781699,0.66657419,0.931301734,0.036,88465,0.402467277,0.944382625,14.07596512,8.9
New Hampshire,2022,1,0,0,1395231,698445,0.865879,0.012852,0.000726761,0.026174,0.045497126,0.048871477,0.24494465,0.178836121,0.161404283,0.14000366,0.173828079,0.179892887,0.112990878,0.053044093,0.469454647,0.082,0.063,1.301587302,0.618687164,0.6582283,0.939927931,0.025,89992,0.413034993,0.945349246,14.19613576,8.3
New Hampshire,2023,0,1,0,1402054,702176,0.864751,0.014009,0.001151168,0.025612,0.046681512,0.047794878,0.24688935,0.175253289,0.164158901,0.139819618,0.164891178,0.18843288,0.115416772,0.052027362,0.450778179,0.082,0.062,1.322580645,0.628436749,0.664777696,0.945333685,0.026,96838,0.40748328,0.943745908,14.14878876,10.3
New Hampshire,2024,0,0,1,1409032,706841,0.863997,0.013095,0.000714675,0.026706,0.050326749,0.045160791,0.24805221,0.172352032,0.162115952,0.145483751,0.159540582,0.189708832,0.115247159,0.055551691,0.482022219,0.081,0.063,1.285714286,0.628024048,0.663732427,0.946200641,0.028,99782,0.415183496,0.950461208,14.20654217,9.6
New Jersey,2021,0,0,0,9267130,4703570,0.521067,0.12318,0.000648313,0.0991,0.214913895,0.041090176,0.65561773,0.187854452,0.168392134,0.163714858,0.17742031,0.158475069,0.093113752,0.051029426,0.54803319,0.113,0.091,1.241758242,0.607350697,0.656248544,0.92548883,0.081,89296,0.431025943,0.909809316,13.94634954,5
New Jersey,2022,1,0,0,9261699,4696995,0.514644,0.120025,0.000923913,0.099717,0.219017051,0.045673909,0.660737,0.188867519,0.168536368,0.163313775,0.17112034,0.157142342,0.099359316,0.051660341,0.519934549,0.106,0.087,1.218390805,0.609405848,0.661927473,0.920653504,0.05,96346,0.435284007,0.907130008,13.93093048,5.2
New Jersey,2023,0,1,0,9290841,4717692,0.506164,0.120161,0.000845133,0.101205,0.22660489,0.045019929,0.66573978,0.185459967,0.17044116,0.163486753,0.168198126,0.160360318,0.09981442,0.052239256,0.523363819,0.108,0.086,1.255813953,0.621782607,0.669166783,0.929189288,0.047,99781,0.437759106,0.906693988,13.94258419,5
New Jersey,2024,0,0,1,9500851,4823244,0.494946,0.121716,0.000723619,0.105417,0.234659401,0.042537453,0.67222575,0.188143972,0.17447265,0.1622326,0.164042535,0.155720821,0.10267565,0.052711772,0.513381434,0.101,0.082,1.231707317,0.625817226,0.668729053,0.935830772,0.054,104294,0.445471056,0.903613752,13.93851124,4.6
New Mexico,2021,0,0,0,2115877,1063522,0.34913,0.01661,0.081407379,0.014981,0.500613221,0.037258782,0.618979,0.20081667,0.170516587,0.153758512,0.14862309,0.169864451,0.105117064,0.051303627,0.48806183,0.198,0.171,1.157894737,0.533895172,0.569285482,0.93783381,0.078,53992,0.300527593,0.874810158,13.37740262,22.7
New Mexico,2022,1,0,0,2113344,1065559,0.348016,0.017446,0.081296751,0.016973,0.501511822,0.034755818,0.61896101,0.203224558,0.168325122,0.152765525,0.149136642,0.160492215,0.115213559,0.05084238,0.441288166,0.192,0.159,1.20754717,0.542296333,0.585054655,0.92691568,0.048,59726,0.304582043,0.880051255,13.39826471,27.8
New Mexico,2023,0,1,0,2114371,1065826,0.359324,0.017495,0.082684165,0.01699,0.485941209,0.037565309,0.62590459,0.1976266,0.170297184,0.152360902,0.139824164,0.162640378,0.122501698,0.054749074,0.446925021,0.192,0.163,1.17791411,0.543095237,0.586433503,0.926098585,0.048,62268,0.316480599,0.874987849,13.38724944,27.5
New Mexico,2024,0,0,1,2130256,1064856,0.35062,0.019994,0.082667529,0.018928,0.491139563,0.036650055,0.62691214,0.198142187,0.173482918,0.15470383,0.137922442,0.155215104,0.123894111,0.056639407,0.457159798,0.169,0.159,1.062893082,0.544050155,0.587181625,0.926544925,0.053,67816,0.317830976,0.87871689,13.40425011,25.3
New York,2021,0,0,0,19835913,10139340,0.534569,0.133693,0.001801077,0.086392,0.194815182,0.048730099,0.64856813,0.196914303,0.174639775,0.152926366,0.167288058,0.157341011,0.098851389,0.052039098,0.526437702,0.149,0.129,1.15503876,0.589657586,0.625422683,0.94281452,0.087,74314,0.399202794,0.88034827,13.6996597,5.3
New York,2022,1,0,0,19677151,19677151,0.528986,0.133853,0.00178288,0.090272,0.196537548,0.048569582,0.65311937,0.19959873,0.173254266,0.151842502,0.163786488,0.154922639,0.100982143,0.055613232,0.550723429,0.152,0.132,1.151515152,0.589811665,0.628008707,0.939177529,0.051,79557,0.399975857,0.878981872,13.68953015,5.4
New York,2023,0,1,0,19571216,10019312,0.527508,0.13333,0.001941678,0.090409,0.197849025,0.048962211,0.65423914,0.195170046,0.173196373,0.153582323,0.160678729,0.156556612,0.105649253,0.055166664,0.52216805,0.154,0.128,1.203125,0.592594949,0.629935785,0.940722789,0.05,82095,0.40639856,0.883271379,13.73464466,5.3
New York,2024,0,0,1,19867248,10162638,0.519309,0.13234,0.001725805,0.094327,0.202307234,0.049990668,0.66047601,0.196496696,0.176644624,0.152186628,0.153389246,0.158511225,0.105749401,0.057022179,0.539219875,0.149,0.13,1.146153846,0.595476512,0.629575006,0.945838871,0.053,85820,0.412171481,0.880441148,13.72784739,4.7
North Carolina,2021,0,0,0,10551162,5401839,0.609291,0.198661,0.008734109,0.030588,0.101410726,0.05131577,0.57536931,0.20257513,0.172532219,0.15916627,0.155720743,0.154703473,0.106658401,0.048643764,0.45607063,0.146,0.121,1.20661157,0.57272103,0.621961557,0.920830273,0.058,61972,0.349128551,0.896974205,13.63387749,16
North Carolina,2022,1,0,0,10698973,5469181,0.607303,0.201482,0.008576337,0.031877,0.104196823,0.04656475,0.57647306,0.201835148,0.170044427,0.159359451,0.161769824,0.155230088,0.104880859,0.046880202,0.446985293,0.14,0.115,1.217391304,0.580825312,0.628130341,0.924689152,0.038,67481,0.359190979,0.901965785,13.68932342,17.3
North Carolina,2023,0,1,0,10835491,5523437,0.597516,0.198687,0.008313606,0.032998,0.114150157,0.048335788,0.58697384,0.204352774,0.17071364,0.157156605,0.162133924,0.155130265,0.104780007,0.045732785,0.436464805,0.14,0.115,1.217391304,0.585330851,0.631887203,0.926321736,0.04,70804,0.367933471,0.905729403,13.74177648,17.1
North Carolina,2024,0,0,1,11046024,5650007,0.58973,0.194818,0.007954808,0.035809,0.119913735,0.051774014,0.59585874,0.202002772,0.166714887,0.162135072,0.166928365,0.155790724,0.102354602,0.044073578,0.430596931,0.136,0.114,1.192982456,0.589896927,0.634256687,0.930060241,0.04,73958,0.371400846,0.908522701,13.79115558,16.4
North Dakota,2021,0,0,0,774948,375404,0.822709,0.028834,0.044975921,0.014133,0.041348581,0.04799935,0.31608164,0.232242359,0.183661543,0.147171145,0.143284272,0.152131664,0.090184626,0.051324391,0.569103547,0.127,0.096,1.322916667,0.629077816,0.680853886,0.923954212,0.029,66519,0.317415869,0.936245286,13.6831426,13.8
North Dakota,2022,1,0,0,779261,380416,0.820389,0.032628,0.042671197,0.015747,0.043930082,0.044634596,0.3199067,0.231060928,0.184117975,0.150808308,0.135333976,0.153641849,0.092378497,0.052658467,0.57002949,0.13,0.1,1.3,0.645151996,0.686589176,0.939647781,0.022,71970,0.318270116,0.938658005,13.69550065,16.8
North Dakota,2023,0,1,0,783926,383435,0.814633,0.029855,0.042918592,0.014651,0.048766083,0.049176836,0.3286286,0.234303096,0.186035468,0.14826633,0.127974153,0.151477539,0.100171409,0.051772005,0.51683415,0.115,0.082,1.402439024,0.653759636,0.694461044,0.941391373,0.029,76525,0.335523052,0.945352554,13.83172502,16.5
North Dakota,2024,0,0,1,796568,387854,0.803105,0.034902,0.0405477,0.019239,0.050030882,0.052175081,0.3465641,0.228859258,0.18918744,0.152261749,0.123206535,0.14980741,0.098926629,0.057750979,0.583775874,0.126,0.097,1.298969072,0.648938514,0.684138325,0.948548693,0.019,77871,0.339517259,0.941451312,13.8127259,12.8
Ohio,2021,0,0,0,11780017,5971442,0.765527,0.1178,0.000940151,0.0238,0.042878801,0.049054683,0.39527992,0.198190892,0.166030143,0.152049223,0.164767118,0.166118872,0.102282615,0.050561136,0.494327755,0.146,0.121,1.20661157,0.586570433,0.626236692,0.936659318,0.054,62262,0.307208462,0.917428402,13.51983543,15.2
Ohio,2022,1,0,0,11756058,5945847,0.761207,0.119207,0.000832337,0.024956,0.043997061,0.049800537,0.40131436,0.19814885,0.164481267,0.153417488,0.160736787,0.163801974,0.106280103,0.05313353,0.499938641,0.149,0.119,1.25210084,0.588141004,0.631073915,0.93196849,0.037,65720,0.319813271,0.917545338,13.5810047,16.5
Ohio,2023,0,1,0,11785935,5972119,0.756068,0.117892,0.000768119,0.025519,0.048042858,0.051709686,0.40882899,0.195212854,0.167416513,0.152794887,0.157678526,0.166805732,0.106073556,0.054017932,0.509249751,0.147,0.118,1.245762712,0.595749019,0.634717842,0.938604494,0.04,67769,0.320340593,0.918785389,13.59776693,15.7
Ohio,2024,0,0,1,11883304,6015915,0.749543,0.119362,0.00116853,0.02738,0.051074432,0.05147188,0.41792854,0.195598531,0.170291675,0.153203426,0.15042338,0.164851013,0.111703499,0.053928476,0.482782338,0.137,0.116,1.181034483,0.59745667,0.634514982,0.941595844,0.04,72212,0.323511779,0.921776233,13.61558017,15
Oklahoma,2021,0,0,0,3986639,2001932,0.628391,0.06662,0.067622877,0.022331,0.117202987,0.097832284,0.57230676,0.214058968,0.179717953,0.157330624,0.152082572,0.152482358,0.099009146,0.045318379,0.457719123,0.169,0.143,1.181818182,0.56588225,0.610399774,0.92706825,0.059,55826,0.279247726,0.887111163,13.23224423,20.7
Oklahoma,2022,1,0,0,4019800,2015605,0.626251,0.066805,0.068075526,0.023054,0.121073685,0.094741032,0.57454655,0.217071512,0.178000834,0.159158801,0.147609469,0.151756772,0.10068437,0.045718242,0.454074869,0.171,0.142,1.204225352,0.557668626,0.610449307,0.913537978,0.042,59673,0.285184814,0.895583135,13.2975314,21.2
Oklahoma,2023,0,1,0,4053824,2039136,0.617347,0.066235,0.066127686,0.023145,0.129085772,0.098060498,0.58330843,0.214376883,0.179988308,0.16037903,0.145245233,0.15168054,0.100421711,0.047908295,0.477071089,0.174,0.144,1.208333333,0.56061865,0.611731,0.916446364,0.046,62138,0.287141994,0.896768428,13.28827706,20.1
Oklahoma,2024,0,0,1,4095393,2055211,0.610525,0.063841,0.065619099,0.025122,0.134596606,0.10029709,0.59007137,0.214667441,0.177555028,0.16345937,0.143087658,0.153459193,0.098714308,0.049057002,0.496959385,0.159,0.139,1.143884892,0.570933359,0.614807722,0.928637261,0.047,66148,0.293193422,0.902247104,13.33341791,19.9
Oregon,2021,0,0,0,4246155,2124623,0.720464,0.017913,0.006901067,0.04399,0.140483802,0.070248731,0.4539574,0.189603901,0.181007992,0.162805047,0.151984363,0.157595306,0.109313027,0.047690364,0.436273385,0.129,0.115,1.12173913,0.574651895,0.615839416,0.933119706,0.064,71562,0.363310329,0.918742442,13.78716078,13
Oregon,2022,1,0,0,4240137,2118486,0.716385,0.018449,0.006933502,0.045112,0.143754317,0.069365212,0.45889195,0.189791133,0.179235739,0.163936395,0.14810072,0.154536385,0.114162519,0.050237109,0.440049062,0.133,0.109,1.220183486,0.587071336,0.624499639,0.940066735,0.043,75657,0.363424586,0.916359443,13.76945922,14.9
Oregon,2023,0,1,0,4233358,2128151,0.707977,0.019511,0.006136972,0.045235,0.149187241,0.0719521,0.46887007,0.186189695,0.178294998,0.166881906,0.146934681,0.153800796,0.116642049,0.051255875,0.439428793,0.13,0.114,1.140350877,0.582442379,0.625506871,0.931152647,0.041,80160,0.376519295,0.919788244,13.85003483,14.6
Oregon,2024,0,0,1,4272371,2144164,0.701379,0.018412,0.006217157,0.048284,0.155122296,0.070585396,0.47631367,0.185996217,0.180320972,0.16557675,0.146262426,0.147692794,0.118815128,0.055335712,0.465729517,0.127,0.108,1.175925926,0.595013984,0.628900297,0.946118148,0.049,85220,0.378432021,0.923013414,13.88205914,14.2
Pennsylvania,2021,0,0,0,12964056,6564424,0.735534,0.101523,0.000546357,0.036081,0.083503959,0.042812296,0.43857543,0.18836825,0.166400758,0.147069621,0.16685498,0.169731263,0.1057918,0.055783327,0.527293485,0.134,0.107,1.252336449,0.584239453,0.624293553,0.935840921,0.064,68957,0.345449029,0.918872685,13.68606611,13.6
Pennsylvania,2022,1,0,0,12972008,6572178,0.731362,0.101109,0.000780912,0.037552,0.086031168,0.043165869,0.44421192,0.190903436,0.165188842,0.146944534,0.161394499,0.168351635,0.109601057,0.057615997,0.525688337,0.13,0.106,1.226415094,0.5865147,0.628354102,0.933414292,0.043,71798,0.350719273,0.921860795,13.73071679,14.8
Pennsylvania,2023,0,1,0,12961683,6572348,0.727104,0.101396,0.000685868,0.038161,0.088858831,0.043794544,0.44976817,0.186612402,0.167463996,0.148045686,0.158416261,0.167328093,0.113406806,0.058726756,0.517841548,0.132,0.107,1.23364486,0.586330263,0.627748769,0.93402057,0.042,73824,0.353433745,0.921931029,13.73668799,14.8
Pennsylvania,2024,0,0,1,13078751,6629809,0.718748,0.101277,0.000701596,0.04143,0.094245773,0.043596824,0.46064367,0.187143615,0.165470945,0.152451248,0.153038561,0.165332415,0.117139853,0.059423362,0.507285616,0.128,0.103,1.242718447,0.594990345,0.631518315,0.942158494,0.043,77545,0.363667663,0.923528132,13.78164118,13.6
Rhode Island,2021,0,0,0,1095610,559021,0.688707,0.045137,0.001972417,0.030947,0.171390367,0.061845912,0.48948444,0.201156453,0.167302756,0.146730167,0.163216855,0.166623665,0.102078245,0.052891859,0.518150163,0.128,0.099,1.292929293,0.613852959,0.651477984,0.942246668,0.077,74008,0.365015049,0.891376974,13.62397216,5.1
Rhode Island,2022,1,0,0,1093734,557893,0.681907,0.046927,0.000894185,0.034043,0.175526225,0.060702145,0.49714658,0.201508918,0.170408413,0.142626486,0.161216413,0.166894091,0.103987047,0.053358633,0.513127686,0.117,0.098,1.193877551,0.612807221,0.645581587,0.949232805,0.045,81854,0.396319156,0.904917944,13.76765216,5.6
Rhode Island,2023,0,1,0,1095962,560463,0.676797,0.048536,0.001115915,0.033099,0.180120296,0.060331471,0.50240981,0.195357524,0.171093419,0.148900036,0.157546281,0.170309141,0.10198665,0.054806949,0.537393363,0.127,0.089,1.426966292,0.598325191,0.645650761,0.926700978,0.048,84972,0.390466285,0.895676122,13.66897735,3.1
Rhode Island,2024,0,0,1,1112308,564937,0.661301,0.047659,0.001581397,0.036611,0.18787602,0.064972112,0.51954846,0.196467063,0.169945445,0.151100648,0.154250863,0.159988595,0.109494331,0.058753056,0.536585366,0.138,0.105,1.314285714,0.607368895,0.655844163,0.926087216,0.05,83504,0.390030988,0.904185329,13.69518486,4.8
South Carolina,2021,0,0,0,5190705,2669016,0.625967,0.248819,0.002201435,0.016145,0.063464212,0.04340316,0.54007767,0.193136601,0.16470802,0.153214057,0.162644124,0.165306453,0.115668423,0.045322321,0.391829678,0.157,0.135,1.162962963,0.552919365,0.596096844,0.927566334,0.056,59318,0.315316983,0.896065694,13.51375946,22
South Carolina,2022,1,0,0,5282634,2712725,0.625018,0.248605,0.002292796,0.017016,0.065077952,0.041990795,0.54125537,0.19476412,0.161932913,0.154087611,0.158111324,0.166547598,0.114603633,0.049952802,0.435874502,0.152,0.126,1.206349206,0.564930298,0.607201752,0.930383181,0.044,64115,0.325928628,0.90477178,13.62926005,22.4
South Carolina,2023,0,1,0,5373555,2768541,0.619139,0.242014,0.001655143,0.017256,0.074431731,0.045504326,0.5501849,0.191780944,0.163834116,0.15442723,0.156853569,0.165878494,0.118922821,0.048302825,0.406169518,0.153,0.124,1.233870968,0.569425342,0.611153616,0.931722119,0.043,67804,0.329163768,0.902033805,13.56121439,21.3
South Carolina,2024,0,0,1,5478831,2807767,0.616147,0.233399,0.002096798,0.019691,0.079253585,0.049413278,0.5567735,0.190806031,0.163810299,0.15517918,0.151224601,0.167964574,0.120178259,0.050837057,0.423013753,0.144,0.121,1.190082645,0.568215509,0.612711901,0.927377954,0.045,72350,0.333332549,0.90954124,13.6406355,19.1
South Dakota,2021,0,0,0,895376,443426,0.800028,0.019028,0.078656341,0.01598,0.042200148,0.044107727,0.34942439,0.203245565,0.175165648,0.144369966,0.1509116,0.170913363,0.103559308,0.051834551,0.500530101,0.133,0.113,1.17699115,0.630052562,0.666201834,0.945738259,0.028,66143,0.31665529,0.93053083,13.64915977,13.6
South Dakota,2022,1,0,0,909824,447367,0.798929,0.019842,0.071075285,0.01415,0.046635393,0.04936779,0.35145439,0.204520003,0.160481209,0.159620336,0.143114723,0.173873211,0.1052855,0.053105017,0.504390606,0.139,0.111,1.252252252,0.633373714,0.669131687,0.946560634,0.028,69728,0.315842737,0.931697855,13.62472864,14.3
South Dakota,2023,0,1,0,919318,451096,0.793964,0.023044,0.072574452,0.0151,0.050601642,0.044715757,0.35903572,0.201680384,0.171439645,0.153393066,0.146990731,0.163663953,0.109387022,0.053445199,0.488588114,0.128,0.107,1.196261682,0.640297239,0.673301295,0.950981744,0.026,71810,0.332999738,0.934542831,13.71109165,16.1
South Dakota,2024,0,0,1,924669,449708,0.789685,0.01811,0.071828946,0.016891,0.048608745,0.054875853,0.36525114,0.205047936,0.166217288,0.155929705,0.136445025,0.167686338,0.113208619,0.05546509,0.489936989,0.123,0.086,1.430232558,0.640033178,0.679005715,0.942603521,0.028,76881,0.341816729,0.940257919,13.8315343,12.3
Tennessee,2021,0,0,0,6975218,3562037,0.721113,0.153752,0.001245552,0.016818,0.060269227,0.046802695,0.45024934,0.201846067,0.170814512,0.158146526,0.164296342,0.160122904,0.100136767,0.044636882,0.44575917,0.149,0.123,1.211382114,0.563309201,0.612426532,0.919798819,0.053,59695,0.304802356,0.897384025,13.39789467,21.3
Tennessee,2022,1,0,0,7051339,3588721,0.719016,0.154543,0.000905785,0.018694,0.062772333,0.04406851,0.45289955,0.203331417,0.172474092,0.157190039,0.163035098,0.155680532,0.102185348,0.046103473,0.451174988,0.147,0.118,1.245762712,0.574184622,0.624257339,0.919788341,0.034,65254,0.310995438,0.903553535,13.46008903,22.8
Tennessee,2023,0,1,0,7126489,3629494,0.710556,0.151876,0.000977059,0.018052,0.074881755,0.043657403,0.46420383,0.201481549,0.173142963,0.159526707,0.158335336,0.157014601,0.10460505,0.045893793,0.438734012,0.155,0.126,1.23015873,0.57962502,0.626915211,0.924566847,0.04,67631,0.316833426,0.901329429,13.46126241,20.9
Tennessee,2024,0,0,1,7227750,3682840,0.704978,0.148691,0.001142403,0.019922,0.078425374,0.046841963,0.4721547,0.20190837,0.174644645,0.158500373,0.159129111,0.152933388,0.105813326,0.047070787,0.444847437,0.149,0.12,1.241666667,0.585895837,0.632574,0.926209166,0.042,71997,0.324173961,0.905685474,13.52347156,22
Texas,2021,0,0,0,29527941,14788930,0.39377,0.116161,0.001562791,0.051402,0.401564979,0.035539153,0.6662897,0.224024759,0.194014553,0.174475266,0.157602717,0.133964419,0.08022906,0.035689226,0.444841639,0.155,0.13,1.192307692,0.583768676,0.646478117,0.902998355,0.062,66963,0.331159445,0.853890789,13.15444651,14.2
Texas,2022,1,0,0,30029572,15008431,0.389064,0.116842,0.00156589,0.053553,0.401958509,0.037016778,0.66916585,0.227124661,0.192293267,0.175031988,0.153428076,0.134394817,0.081084362,0.03664283,0.451909948,0.155,0.125,1.24,0.592820988,0.655107541,0.904921636,0.044,72284,0.339402868,0.861103495,13.22779863,15.6
Texas,2023,0,1,0,30503301,15290157,0.387412,0.119953,0.00149751,0.05597,0.397848351,0.037320158,0.67271264,0.222206252,0.193197791,0.175856514,0.1526563,0.134676944,0.084265812,0.037140387,0.440752733,0.15,0.123,1.219512195,0.601558886,0.659581221,0.912031555,0.044,75780,0.342416144,0.863374111,13.26191177,15.7
Texas,2024,0,0,1,31290831,15682319,0.377782,0.119784,0.001673973,0.060433,0.402747533,0.03758021,0.67565995,0.223338344,0.192650623,0.177806199,0.149126195,0.134336803,0.084592087,0.038149749,0.45098484,0.148,0.12,1.233333333,0.600707234,0.657464439,0.913672587,0.048,79721,0.351638306,0.866874644,13.31130718,14.9
Utah,2021,0,0,0,3337975,1643205,0.760168,0.009958,0.005840667,0.024602,0.147885769,0.051546222,0.39687923,0.2668249,0.197017504,0.173898503,0.135367112,0.121316404,0.072630542,0.032945035,0.453597539,0.093,0.078,1.192307692,0.611399996,0.686526562,0.890570052,0.035,79449,0.368074333,0.931742101,13.8446343,13.6
Utah,2022,1,0,0,3380800,1664683,0.756468,0.010315,0.006744853,0.024369,0.151468883,0.050634169,0.40150422,0.270518771,0.191005545,0.177016358,0.131474064,0.120912889,0.075205939,0.033866434,0.450315945,0.091,0.073,1.246575342,0.625172579,0.699748599,0.893424553,0.027,89168,0.379384428,0.930180546,13.87773678,13.9
Utah,2023,0,1,0,3417734,1685987,0.745487,0.010222,0.0069628,0.024356,0.160032349,0.052940047,0.41508965,0.267735524,0.192096576,0.177929689,0.132387241,0.118979997,0.075814096,0.035056879,0.462405816,0.095,0.086,1.104651163,0.636508546,0.701795498,0.906971544,0.033,93421,0.383869883,0.930830846,13.89448202,14
Utah,2024,0,0,1,3503613,1725492,0.730995,0.011635,0.005976402,0.026502,0.169086026,0.055806677,0.43306908,0.270583012,0.188891316,0.179352429,0.132886751,0.115844483,0.07754956,0.034892449,0.449937422,0.088,0.079,1.113924051,0.629314608,0.697810271,0.901841997,0.038,96658,0.391175662,0.936185331,13.95207421,14.8
Vermont,2021,0,0,0,645570,325277,0.906272,0.010448,0.001696175,0.017527,0.020456341,0.043600229,0.17593242,0.19127173,0.1514728,0.138384204,0.170127002,0.181941773,0.113176184,0.053626307,0.473830313,0.109,0.096,1.135416667,0.616172286,0.643107288,0.958117404,0.042,72431,0.444388974,0.945479301,14.33344572,11.6
Vermont,2022,1,0,0,647064,326366,0.901837,0.009681,0.001625805,0.017791,0.022826181,0.04623963,0.18361872,0.186822948,0.153212205,0.140127993,0.154734945,0.188339257,0.11805678,0.058705872,0.49726811,0.114,0.094,1.212765957,0.626553969,0.649778305,0.964258063,0.028,73991,0.442301072,0.94981642,14.3717943,11.9
Vermont,2023,0,1,0,647464,324526,0.892754,0.011727,0.001771527,0.017034,0.024909493,0.051803652,0.19925557,0.178263056,0.153493849,0.144403868,0.156177936,0.183772994,0.12495369,0.058934607,0.47165159,0.102,0.091,1.120879121,0.629143509,0.649340564,0.968896052,0.026,81211,0.436721096,0.95503496,14.32495995,12.2
Vermont,2024,0,0,1,648493,328326,0.893339,0.009013,0.001380123,0.020122,0.02683298,0.049312791,0.19830587,0.177324771,0.153173368,0.147889521,0.148000266,0.180277718,0.131251504,0.062082853,0.473006793,0.1,0.08,1.25,0.618978216,0.648358796,0.954684691,0.027,82730,0.450961005,0.947057745,14.3548415,12
Virginia,2021,0,0,0,8642274,4368343,0.592397,0.180337,0.001383548,0.06737,0.10174984,0.056762375,0.59842893,0.203305202,0.176220524,0.163498651,0.165124316,0.152865712,0.094832028,0.044153566,0.465597614,0.11,0.092,1.195652174,0.604691268,0.652344787,0.92695041,0.048,80963,0.418071198,0.913848181,14.02451675,13.4
Virginia,2022,1,0,0,8683619,4384305,0.586752,0.183654,0.001351741,0.069427,0.10430559,0.054508955,0.60332038,0.203590123,0.175295816,0.162484062,0.1625597,0.150087656,0.099018354,0.046964289,0.474298826,0.117,0.094,1.244680851,0.605250557,0.653296887,0.926455595,0.036,85873,0.421830734,0.915405011,14.0410679,14.3
Virginia,2023,0,1,0,8715698,4413602,0.580751,0.180798,0.001322786,0.068876,0.111299061,0.056953442,0.60966384,0.198991129,0.176163399,0.164399539,0.158849718,0.153051071,0.101041968,0.047503176,0.470133125,0.114,0.09,1.266666667,0.610003872,0.652656427,0.934647766,0.037,89931,0.424253467,0.91445453,14.03989738,15.1
Virginia,2024,0,0,1,8811195,4454554,0.574362,0.179102,0.001496392,0.071103,0.115515886,0.058421134,0.6162164,0.198386669,0.176291268,0.166392039,0.152698496,0.153693558,0.103427263,0.049110706,0.474833278,0.107,0.088,1.215909091,0.609752152,0.652271855,0.934812912,0.036,92090,0.433413471,0.917111196,14.07736714,13.8
Washington,2021,0,0,0,7738692,3841372,0.64302,0.038578,0.007990756,0.093566,0.13686499,0.079980183,0.55108964,0.201747461,0.192468278,0.16394614,0.154870248,0.150235238,0.09455925,0.042173385,0.445999571,0.109,0.089,1.224719101,0.588312777,0.638803603,0.920960331,0.059,84247,0.389669309,0.923478319,13.8996495,10.9
Washington,2022,1,0,0,7785786,3855375,0.634677,0.038472,0.008865386,0.097078,0.140424229,0.080483075,0.56000622,0.202141868,0.195701278,0.160941761,0.150322143,0.147490072,0.098753866,0.044649012,0.452124193,0.109,0.091,1.197802198,0.589142335,0.647195637,0.910300226,0.041,91306,0.394808133,0.921667527,13.93541453,11.2
Washington,2023,0,1,0,7812880,3878903,0.624297,0.039014,0.007938174,0.098913,0.146166202,0.083671834,0.57051907,0.197057431,0.197473183,0.164192768,0.146085976,0.149378886,0.100289912,0.045521844,0.453902519,0.116,0.091,1.274725275,0.598745749,0.65067968,0.920185104,0.045,94605,0.404510672,0.923611695,13.99072924,12.6
Washington,2024,0,0,1,7958180,3948211,0.614725,0.039327,0.007737196,0.10618,0.150099897,0.081930793,0.57998945,0.197980738,0.198376034,0.166780359,0.143168701,0.144110532,0.103100035,0.0464836,0.450859202,0.108,0.09,1.2,0.60386858,0.650137246,0.928832464,0.049,120265,0.410171252,0.922682217,14.01620699,13
West Virginia,2021,0,0,0,1782959,895599,0.903558,0.028214,0.001042088,0.007851,0.017022265,0.042312246,0.18064395,0.179745575,0.146808693,0.156442413,0.166000848,0.175927267,0.120082366,0.054992838,0.457959313,0.187,0.149,1.255033557,0.491887738,0.526301462,0.934612144,0.062,51248,0.241171641,0.888206385,13.13140736,18.1
