state_name,data_year,total_incidents,white_victims,black_victims,nat_amer_victims,asian_victims,hispanic_victims,other_race_victims,victims_age_18_29,victims_age_30_39,victims_age_40_49,victims_age_50_59,victims_age_60_69,victims_age_70_79,victims_age_80_plus,involving_firearm,sex_assaults,victim_offender_nonmarried_partner,victim_offender_rel_spouse,dv_total,firearm_nonmarried,near_school,on_tribal_lands,fem_pop,white_pop,black_pop,nat_amer_pop,asian_pop,hispanic_pop,other_race_pop,diversity_index,%_fem_age_18-29,%_fem_age_30-39,%_fem_age_40-49,fem_age_50-59,fem_age_60-69,fem_age_70-79,fem_age_80+,age_coef_variation,fem_poverty_rate,male_poverty_rate,poverty_gender_disparity_score,fem_labor_force_part,all_labor_force_part,labor_force_ratio,unemployment_rate,mhhi,%_at_least_bach_degree,%_at_least_high_school,avg_years_schooling,gun_deaths_per_100k,white_adj_rate,black_adj_rate,nat_amer_adj_rate,asian_adj_rate,hispanic_adj_rate
Pennsylvania,2022,29331,17559,11307,24,334,2852,107,10735,8720,4902,3057,1316,408,193,2131,1684,7470,1982,12423,334,240,0,5271284.4,0.731361559,0.101108556,0.000780912,0.037551935,0.086031168,0.043165869,0.444211917,0.190903436,0.165188842,0.146944534,0.161394499,0.168351635,0.109601057,0.057615997,0.525688337,0.13,0.106,1.226415094,0.5865147,0.628354102,0.933414292,0.043,71798,0.350719273,0.921860795,13.73071679,14.8,455.4610059,2121.499999,583.0324096,168.7320947,628.893714
Pennsylvania,2023,33717,20115,13045,29,383,3985,145,12176,10002,5770,3433,1616,506,214,2259,1194,8066,2188,13625,337,347,2,5275819.4,0.727103957,0.101395552,0.000685868,0.038161248,0.088858831,0.043794544,0.449768172,0.186612402,0.167463996,0.148045686,0.158416261,0.167328093,0.113406806,0.058726756,0.517841548,0.132,0.107,1.23364486,0.586330263,0.627748769,0.93402057,0.042,73824,0.353433745,0.921931029,13.73668799,14.8,524.3648941,2438.570182,801.4335822,190.2331872,850.0369605
Pennsylvania,2024,37462,21378,15348,31,440,4663,265,13552,11217,6458,3548,1854,553,280,2124,1538,8688,2069,14368,252,418,5,5331859.2,0.718748449,0.101277408,0.000701596,0.04142995,0.094245773,0.043596824,0.460643671,0.187143615,0.165470945,0.152451248,0.153038561,0.165332415,0.117139853,0.059423362,0.507285616,0.128,0.103,1.242718447,0.594990345,0.631518315,0.942158494,0.043,77545,0.363667663,0.923528132,13.78164118,13.6,557.8423476,2842.238646,828.6972872,199.1863599,927.9506114
Rhode Island,2021,4786,3556,1038,9,64,1161,119,1968,1362,763,442,185,47,19,159,334,1472,379,2330,25,33,0,454241.6,0.688706748,0.045137412,0.001972417,0.030947144,0.171390367,0.061845912,0.489484439,0.201156453,0.167302756,0.146730167,0.163216855,0.166623665,0.102078245,0.052891859,0.518150163,0.128,0.099,1.292929293,0.613852959,0.651477984,0.942246668,0.077,74008,0.365015049,0.891376974,13.62397216,5.1,1136.685995,5062.602087,1004.516021,455.273627,1491.279013
Rhode Island,2022,4655,3601,907,5,48,1117,94,1757,1346,800,450,197,72,33,107,302,1339,364,2185,13,58,1,454149.4,0.681907118,0.046927315,0.000894185,0.034043012,0.175526225,0.060702145,0.497146577,0.201508918,0.170408413,0.142626486,0.161216413,0.166894091,0.103987047,0.053358633,0.513127686,0.117,0.098,1.193877551,0.612807221,0.645581587,0.949232805,0.045,81854,0.396319156,0.904917944,13.76765216,5.6,1162.784283,4255.815932,1231.243297,310.4663349,1401.239643
Rhode Island,2023,4743,3627,1030,7,68,1147,11,1738,1354,877,471,197,70,36,93,207,1263,366,2118,12,60,2,456946.8,0.676797188,0.048536354,0.001115915,0.033098775,0.180120296,0.060331471,0.502409807,0.195357524,0.171093419,0.148900036,0.157546281,0.170309141,0.10198665,0.054806949,0.537393363,0.127,0.089,1.426966292,0.598325191,0.645650761,0.926700978,0.048,84972,0.390466285,0.895676122,13.66897735,3.1,1172.798413,4644.130714,1372.781078,449.6052272,1393.590335
Rhode Island,2024,4602,3476,1054,8,58,1187,6,1716,1293,746,508,209,97,33,78,174,1199,341,2077,4,75,0,462419.2,0.661300647,0.047658562,0.001581397,0.036611262,0.18787602,0.064972112,0.519548456,0.196467063,0.169945445,0.151100648,0.154250863,0.159988595,0.109494331,0.058753056,0.536585366,0.138,0.105,1.314285714,0.607368895,0.655844163,0.926087216,0.05,83504,0.390030988,0.904185329,13.69518486,4.8,1136.69765,4782.597347,1093.989663,342.5921726,1366.29195
South Carolina,2021,52804,27019,25192,96,160,2063,337,20445,14883,9018,5246,2209,720,283,5860,1510,16109,4391,25389,908,471,0,2116531.2,0.625966608,0.24881938,0.002201435,0.016145206,0.063464212,0.04340316,0.540077668,0.193136601,0.16470802,0.153214057,0.162644124,0.165306453,0.115668423,0.045322321,0.391829678,0.157,0.135,1.162962963,0.552919365,0.596096844,0.927566334,0.056,59318,0.315316983,0.896065694,13.51375946,22,2039.357808,4783.588016,2060.348526,468.2218938,1535.838892
South Carolina,2022,53038,26502,25742,114,245,2279,435,19788,15033,9042,5391,2571,895,318,6146,1444,15723,4375,25063,963,607,0,2161452.2,0.625017558,0.248605147,0.002292796,0.017015754,0.065077952,0.041990795,0.541255374,0.19476412,0.161932913,0.154087611,0.158111324,0.166547598,0.114603633,0.049952802,0.435874502,0.152,0.126,1.206349206,0.564930298,0.607201752,0.930383181,0.044,64115,0.325928628,0.90477178,13.62926005,22.4,1961.737058,4790.562764,2300.34937,666.1457331,1620.185766
South Carolina,2023,54178,26574,26712,134,224,2732,534,19974,15231,9498,5542,2723,923,287,5769,1136,15669,4225,24923,827,730,1,2203853.8,0.619139099,0.242013713,0.001655143,0.017255988,0.074431731,0.045504326,0.550184904,0.191780944,0.163834116,0.15442723,0.156853569,0.165878494,0.118922821,0.048302825,0.406169518,0.153,0.124,1.233870968,0.569425342,0.611153616,0.931722119,0.043,67804,0.329163768,0.902033805,13.56121439,21.3,1947.537905,5008.22291,3673.554573,589.0137152,1665.481432
South Carolina,2024,52536,25951,25685,121,257,2899,522,18924,14838,9235,5453,2768,1022,296,5328,1188,14776,4041,23839,766,816,3,2248268.6,0.616146583,0.233398694,0.002096798,0.019691062,0.079253585,0.049413278,0.5567735,0.190806031,0.163810299,0.15517918,0.151224601,0.167964574,0.120178259,0.050837057,0.423013753,0.144,0.121,1.190082645,0.568215509,0.612711901,0.927377954,0.045,72350,0.333332549,0.90954124,13.6406355,19.1,1873.362654,4894.777482,2566.732334,580.5181314,1626.97584
South Dakota,2021,6240,2686,241,2848,24,220,441,2437,1952,1103,469,192,54,33,201,455,2321,554,3775,30,46,13,334373.8,0.800028145,0.01902776,0.078656341,0.015979879,0.042200148,0.044107727,0.349424392,0.203245565,0.175165648,0.144369966,0.1509116,0.170913363,0.103559308,0.051834551,0.500530101,0.133,0.113,1.17699115,0.630052562,0.666201834,0.945738259,0.028,66143,0.31665529,0.93053083,13.64915977,13.6,1004.080428,3787.888065,10828.64221,449.1645933,1559.108955
South Dakota,2022,6656,2822,257,3045,36,246,496,2511,2186,1157,503,229,40,30,191,472,2399,508,3894,38,94,9,340765.4,0.798929243,0.019842299,0.071075285,0.014149989,0.046635393,0.04936779,0.35145439,0.204520003,0.160481209,0.159620336,0.143114723,0.173873211,0.1052855,0.053105017,0.504390606,0.139,0.111,1.252252252,0.633373714,0.669131687,0.946560634,0.028,69728,0.315842737,0.931697855,13.62472864,14.3,1036.557026,3800.892983,12572.25541,746.6050218,1547.975114
South Dakota,2023,6375,2766,262,2892,43,281,412,2404,1955,1145,557,235,53,26,160,278,2316,541,3798,53,52,48,346242.6,0.793963569,0.023044257,0.072574452,0.015100324,0.050601642,0.044715757,0.359035718,0.201680384,0.171439645,0.153393066,0.146990731,0.163663953,0.109387022,0.053445199,0.488588114,0.128,0.107,1.196261682,0.640297239,0.673301295,0.950981744,0.026,71810,0.332999738,0.934542831,13.71109165,16.1,1006.169388,3283.659232,11508.90547,822.4351995,1603.840625
South Dakota,2024,6172,2806,292,2615,23,332,436,2463,1710,1138,543,224,67,27,176,247,2072,611,3609,40,56,7,347112.2,0.789684741,0.018110264,0.071828946,0.01689145,0.048608745,0.054875853,0.36525114,0.205047936,0.166217288,0.155929705,0.136445025,0.167686338,0.113208619,0.05546509,0.489936989,0.123,0.086,1.430232558,0.640033178,0.679005715,0.942603521,0.028,76881,0.341816729,0.940257919,13.8315343,12.3,1023.679585,4645.026458,10488.23287,392.2753566,1967.676945
Tennessee,2021,78047,42095,35022,132,383,3711,415,32164,21503,12845,7095,3226,976,238,11393,2534,19052,6483,34028,1128,433,3,2807510.8,0.721112802,0.153752184,0.001245552,0.016817539,0.060269227,0.046802695,0.450249339,0.201846067,0.170814512,0.158146526,0.164296342,0.160122904,0.100136767,0.044636882,0.44575917,0.149,0.123,1.211382114,0.563309201,0.612426532,0.919798819,0.053,59695,0.304802356,0.897384025,13.39789467,21.3,2079.24599,8113.312698,3774.771194,811.1756302,2193.178084
Tennessee,2022,74093,39725,33412,124,486,3974,346,29677,20456,12307,7009,3298,1044,302,10620,2682,16292,5973,30629,964,811,1,2842807.6,0.719016062,0.154543414,0.000905785,0.018693896,0.062772333,0.04406851,0.452899554,0.203331417,0.172474092,0.157190039,0.163035098,0.155680532,0.102185348,0.046103473,0.451174988,0.147,0.118,1.245762712,0.574184622,0.624257339,0.919788341,0.034,65254,0.310995438,0.903553535,13.46008903,22.8,1943.470022,7605.092539,4815.585443,914.5110959,2226.958506
Tennessee,2023,74667,39498,34289,133,401,4854,346,29287,20590,12813,7038,3488,1152,299,10936,1801,15029,5931,29357,870,782,0,2875832.2,0.710555927,0.15187619,0.000977059,0.018051666,0.074881755,0.043657403,0.464203834,0.201481549,0.173142963,0.159526707,0.158335336,0.157014601,0.10460505,0.045893793,0.438734012,0.155,0.126,1.23015873,0.57962502,0.626915211,0.924566847,0.04,67631,0.316833426,0.901329429,13.46126241,20.9,1932.917406,7850.57711,4733.335728,772.4378407,2254.032717
Tennessee,2024,73739,38535,34225,144,437,5584,398,29436,20317,12227,6764,3430,1212,353,10666,1883,14367,5597,28531,801,821,0,2921105.4,0.704977621,0.14869081,0.001142403,0.019921829,0.078425374,0.046841963,0.472154704,0.20190837,0.174644645,0.158500373,0.159129111,0.152933388,0.105813326,0.047070787,0.444847437,0.149,0.12,1.241666667,0.585895837,0.632574,0.926209166,0.042,71997,0.324173961,0.905685474,13.52347156,22,1871.254272,7879.743886,4315.150325,750.9395904,2437.482933
Texas,2021,236100,159029,71288,347,3092,90501,2344,97079,67643,39589,20248,8152,2516,873,22273,9700,56749,25793,112164,2190,2265,9,11160355.4,0.393770124,0.116160588,0.001562791,0.051402365,0.401564979,0.035539153,0.666289698,0.224024759,0.194014553,0.174475266,0.157602717,0.133964419,0.08022906,0.035689226,0.444841639,0.155,0.13,1.192307692,0.583768676,0.646478117,0.902998355,0.062,66963,0.331159445,0.853890789,13.15444651,14.2,3618.724667,5498.947888,1989.530257,538.9870854,2019.386845
Texas,2022,232613,158102,68322,424,3404,92700,2361,91862,66774,40482,20705,8984,2902,904,22298,9608,52471,25631,108815,2098,3217,11,11384360,0.389064153,0.116841692,0.00156589,0.053552978,0.401958509,0.037016778,0.669165845,0.227124661,0.192293267,0.175031988,0.153428076,0.134394817,0.081084362,0.03664283,0.451909948,0.155,0.125,1.24,0.592820988,0.655107541,0.904921636,0.044,72284,0.339402868,0.861103495,13.22779863,15.6,3569.501139,5136.344125,2378.46073,558.3381515,2025.768841
Texas,2023,228606,154963,67459,458,3695,92458,2031,88635,66459,40285,20026,9409,2885,907,19502,7915,50585,24816,107102,1861,4032,8,11622794.6,0.387411612,0.11995269,0.00149751,0.05596968,0.397848351,0.037320158,0.672712643,0.222206252,0.193197791,0.175856514,0.1526563,0.134676944,0.084265812,0.037140387,0.440752733,0.15,0.123,1.219512195,0.601558886,0.659581221,0.912031555,0.044,75780,0.342416144,0.863374111,13.26191177,15.7,3441.476582,4838.595803,2631.389782,568.0035577,1999.476801
Texas,2024,231382,156755,68569,452,3708,96718,1898,88824,66986,41292,20396,9664,3245,975,18357,7999,50284,25121,107426,1819,4351,10,11955776.6,0.377781849,0.119783875,0.001673973,0.060432559,0.402747533,0.03758021,0.675659953,0.223338344,0.192650623,0.177806199,0.149126195,0.134336803,0.084592087,0.038149749,0.45098484,0.148,0.12,1.233333333,0.600707234,0.657464439,0.913672587,0.048,79721,0.351638306,0.866874644,13.31130718,14.9,3470.583703,4787.972706,2258.458915,513.2050832,2008.614655
Utah,2021,14857,12410,628,430,373,1927,1016,6143,4083,2509,1330,591,141,60,447,2101,3214,1777,6685,57,114,0,1189517.2,0.760167766,0.009957534,0.005840667,0.024602042,0.147885769,0.051546222,0.396879227,0.2668249,0.197017504,0.173898503,0.135367112,0.121316404,0.072630542,0.032945035,0.453597539,0.093,0.078,1.192307692,0.611399996,0.686526562,0.890570052,0.035,79449,0.368074333,0.931742101,13.8446343,13.6,1372.434433,5301.968212,6189.210923,1274.579561,1095.429934
Utah,2022,15094,12337,641,448,434,2348,1234,6029,4108,2826,1258,643,162,68,426,2170,3050,1695,6371,68,210,0,1214936.4,0.7564677,0.010315014,0.006744853,0.02436938,0.151468883,0.050634169,0.401504218,0.270518771,0.191005545,0.177016358,0.131474064,0.120912889,0.075205939,0.033866434,0.450315945,0.091,0.073,1.246575342,0.625172579,0.699748599,0.893424553,0.027,89168,0.379384428,0.930180546,13.87773678,13.9,1342.349582,5114.870751,5467.036598,1465.857338,1275.913187
Utah,2023,15701,13211,636,406,371,2829,1077,6101,4330,2944,1435,649,193,49,384,1281,2973,1839,6637,41,208,2,1234585.4,0.745487215,0.010221977,0.0069628,0.024355611,0.160032349,0.052940047,0.415089646,0.267735524,0.192096576,0.177929689,0.132387241,0.118979997,0.075814096,0.035056879,0.462405816,0.095,0.086,1.104651163,0.636508546,0.701795498,0.906971544,0.033,93421,0.383869883,0.930830846,13.89448202,14,1435.404674,5039.658162,4723.032958,1233.825506,1431.871453
Utah,2024,15516,13399,690,345,314,2931,768,6302,4267,2799,1312,523,223,90,456,1389,3022,1835,6643,51,283,3,1275319.6,0.730994548,0.011634561,0.005976402,0.026501785,0.169086026,0.055806677,0.433069077,0.270583012,0.188891316,0.179352429,0.132886751,0.115844483,0.07754956,0.034892449,0.449937422,0.088,0.079,1.113924051,0.629314608,0.697810271,0.901841997,0.038,96658,0.391175662,0.936185331,13.95207421,14.8,1437.272827,4650.290197,4526.476379,929.0422983,1359.217843
Vermont,2021,1805,1735,47,2,8,16,13,650,569,301,177,73,29,6,65,146,519,157,865,21,14,0,267146.2,0.906271977,0.010448131,0.001696175,0.017527147,0.020456341,0.043600229,0.175932421,0.19127173,0.1514728,0.138384204,0.170127002,0.181941773,0.113176184,0.053626307,0.473830313,0.109,0.096,1.135416667,0.616172286,0.643107288,0.958117404,0.042,72431,0.444388974,0.945479301,14.33344572,11.6,716.6249539,1683.876546,441.3776488,170.8558121,292.7810925
Vermont,2022,2114,1963,87,5,20,15,39,751,650,390,191,91,32,9,125,128,456,234,916,13,21,0,267511.4,0.901836603,0.00968065,0.001625805,0.01779113,0.022826181,0.04623963,0.18361872,0.186822948,0.153212205,0.140127993,0.154734945,0.188339257,0.11805678,0.058705872,0.49726811,0.114,0.094,1.212765957,0.626553969,0.649778305,0.964258063,0.028,73991,0.442301072,0.94981642,14.3717943,11.9,813.6734537,3359.482938,1149.633089,420.2272086,245.6494003
Vermont,2023,1851,1727,75,6,21,15,22,574,610,339,201,92,30,5,66,86,394,210,818,16,15,0,266826.6,0.892753883,0.011727293,0.001771527,0.017034152,0.024909493,0.051803652,0.199255573,0.178263056,0.153493849,0.144403868,0.156177936,0.183772994,0.12495369,0.058934607,0.47165159,0.102,0.091,1.120879121,0.629143509,0.649340564,0.968896052,0.026,81211,0.436721096,0.95503496,14.32495995,12.2,724.9890838,2396.814179,1269.329438,462.0294453,225.6821698
Vermont,2024,1905,1739,93,3,25,37,45,604,590,372,172,113,39,15,64,105,443,208,893,11,18,0,270673,0.893338864,0.009013204,0.001380123,0.020122037,0.02683298,0.049312791,0.198305875,0.177324771,0.153173368,0.147889521,0.148000266,0.180277718,0.131251504,0.062082853,0.473006793,0.1,0.08,1.25,0.618978216,0.648358796,0.954684691,0.027,82730,0.450961005,0.947057745,14.3548415,12,719.1813514,3812.051957,803.0794719,459.0110377,509.433946
Virginia,2021,57476,31151,24612,54,820,5031,839,22440,16440,9386,5585,2483,867,275,3030,2482,12587,5910,25238,246,515,0,3444457,0.592396747,0.180337143,0.001383548,0.067370347,0.10174984,0.056762375,0.598428935,0.203305202,0.176220524,0.163498651,0.165124316,0.152865712,0.094832028,0.044153566,0.465597614,0.11,0.092,1.195652174,0.604691268,0.652344787,0.92695041,0.048,80963,0.418071198,0.913848181,14.02451675,13.4,1526.64676,3962.241605,1133.127453,353.3656259,1435.488821
Virginia,2022,58295,31944,24340,61,932,5714,1018,21834,16951,9932,5808,2542,893,335,3222,2407,12014,6030,25340,259,864,0,3474380.8,0.586751906,0.183654419,0.001351741,0.06942739,0.10430559,0.054508955,0.603320383,0.203590123,0.175295816,0.162484062,0.1625597,0.150087656,0.099018354,0.046964289,0.474298826,0.117,0.094,1.244680851,0.605250557,0.653296887,0.926455595,0.036,85873,0.421830734,0.915405011,14.0410679,14.3,1566.958057,3814.536501,1298.8498,386.3737891,1576.722393
Virginia,2023,60728,33354,25566,56,970,6484,782,22249,17486,10372,6213,2977,1014,417,2834,1606,12547,6106,26673,234,1035,1,3496751.6,0.580750733,0.180798027,0.001322786,0.068875952,0.111299061,0.056953442,0.609663838,0.198991129,0.176163399,0.164399539,0.158849718,0.153051071,0.101041968,0.047503176,0.470133125,0.114,0.09,1.266666667,0.610003872,0.652656427,0.934647766,0.037,89931,0.424253467,0.91445453,14.03989738,15.1,1642.454606,4043.936389,1210.69195,402.7535131,1666.044985
Virginia,2024,59711,32602,25241,66,953,6841,849,21649,17233,10394,5884,3080,1103,368,2651,1535,11529,6016,25432,226,1104,2,3548202,0.574361593,0.17910204,0.001496392,0.071102955,0.115515886,0.058421134,0.616216401,0.198386669,0.176291268,0.166392039,0.152698496,0.153693558,0.103427263,0.049110706,0.474833278,0.107,0.088,1.215909091,0.609752152,0.652271855,0.934812912,0.036,92090,0.433413471,0.917111196,14.07736714,13.8,1599.744094,3971.894349,1243.054647,377.7434253,1669.050744
Washington,2021,36783,26091,4913,873,1559,3476,3347,13133,10361,6402,4116,1850,657,264,2001,2618,8739,3360,16789,157,183,63,3026702,0.643020035,0.038577837,0.007990756,0.0935662,0.13686499,0.079980183,0.551089644,0.201747461,0.192468278,0.16394614,0.154870248,0.150235238,0.09455925,0.042173385,0.445999571,0.109,0.089,1.224719101,0.588312777,0.638803603,0.920960331,0.059,84247,0.389669309,0.923478319,13.8996495,10.9,1340.591793,4207.646313,3609.580322,550.5001728,839.1077534
Washington,2022,39544,27984,5061,899,1700,4032,3900,13584,11193,7310,4298,2129,745,285,2839,2630,8755,3494,17248,205,245,55,3059555.4,0.634676576,0.038472288,0.008865386,0.097078445,0.140424229,0.080483075,0.560006218,0.202141868,0.195701278,0.160941761,0.150322143,0.147490072,0.098753866,0.044649012,0.452124193,0.109,0.091,1.197802198,0.589142335,0.647195637,0.910300226,0.041,91306,0.394808133,0.921667527,13.93541453,11.2,1441.116201,4299.61927,3314.390845,572.3580412,938.4694809
Washington,2023,39763,27929,5315,906,1598,4556,4015,13390,11320,7450,4270,2218,796,319,2740,1906,8464,3699,17392,195,334,61,3081764.8,0.624296802,0.03901391,0.007938174,0.098913077,0.146166202,0.083671834,0.570519072,0.197057431,0.197473183,0.164192768,0.146085976,0.149378886,0.100289912,0.045521844,0.453902519,0.116,0.091,1.274725275,0.598745749,0.65067968,0.920185104,0.045,94605,0.404510672,0.923611695,13.99072924,12.6,1451.659583,4420.631365,3703.463708,524.2320543,1011.433334
Washington,2024,39598,27722,5425,894,1596,5061,3961,13361,11408,7359,4142,2174,833,321,2385,2039,8456,3735,17579,177,357,64,3151594.6,0.614725352,0.039326705,0.007737196,0.106180056,0.150099897,0.081930793,0.57998945,0.197980738,0.198376034,0.166780359,0.143168701,0.144110532,0.103100035,0.0464836,0.450859202,0.108,0.09,1.2,0.60386858,0.650137246,0.928832464,0.049,120265,0.410171252,0.922682217,14.01620699,13,1430.912532,4377.053293,3666.262633,476.9354336,1069.856662
West Virginia,2021,7602,6347,734,5,21,52,495,2570,2097,1529,810,432,128,36,481,427,2402,826,4273,51,49,0,719972.4,0.903558074,0.028214334,0.001042088,0.007850994,0.017022265,0.042312246,0.180643951,0.179745575,0.146808693,0.156442413,0.166000848,0.175927267,0.120082366,0.054992838,0.457959313,0.187,0.149,1.255033557,0.491887738,0.526301462,0.934612144,0.062,51248,0.241171641,0.888206385,13.13140736,18.1,975.6556843,3613.353144,666.4226686,371.5170941,424.2971828
West Virginia,2022,7079,5880,698,5,27,73,469,2297,2005,1456,778,374,125,44,432,365,2231,803,4061,68,61,1,718718.8,0.898021357,0.033456215,0.001059062,0.007398786,0.019346469,0.040718112,0.19035021,0.18377386,0.14444761,0.155956514,0.162333154,0.172909303,0.122491286,0.058088274,0.474223726,0.193,0.166,1.162650602,0.4967233,0.528382981,0.940081945,0.047,54329,0.247975947,0.891371223,13.15182731,17.3,911.0278545,2902.816688,656.8854067,507.7434071,525.0034329
West Virginia,2023,8155,6587,864,1,27,85,676,2699,2183,1648,963,443,174,45,411,333,2341,880,4430,69,108,0,714654.4,0.894285596,0.031586304,0.000851943,0.007051695,0.021375979,0.044848483,0.196736806,0.180553172,0.148118724,0.155016606,0.16224215,0.167367542,0.127700487,0.059001318,0.462028921,0.184,0.148,1.243243243,0.513119695,0.543570055,0.9439808,0.045,55948,0.239893934,0.889835684,13.09505177,16.4,1030.659844,3827.532259,164.2454658,535.7647944,556.4124509
West Virginia,2024,7813,6332,721,2,17,62,741,2511,2159,1557,892,441,182,71,447,325,2234,872,4259,60,64,0,719177.4,0.888603198,0.031378338,0.001685331,0.006835109,0.023165247,0.048332777,0.206477511,0.181443569,0.152919538,0.149995135,0.156558872,0.172695107,0.129168609,0.057219169,0.442980451,0.186,0.148,1.256756757,0.511199006,0.548927348,0.931268971,0.046,60798,0.243779997,0.900702221,13.13947311,16.8,990.8251073,3194.98848,165.0094266,345.8338069,372.1505995
Wisconsin,2021,25784,14684,9835,538,297,2144,430,11330,7330,4086,1985,745,241,67,2651,1802,11400,1886,15643,599,188,3,2321447.8,0.789758762,0.06065885,0.005232951,0.029491471,0.074852423,0.040005543,0.364501143,0.19768524,0.162226288,0.151471658,0.169443378,0.16829429,0.10109512,0.049784026,0.492447376,0.118,0.098,1.204081633,0.615676548,0.65052984,0.946423223,0.035,67125,0.325409148,0.933255306,13.67701067,12.2,800.9234333,6984.274006,4428.704311,433.8115309,1233.843266
Wisconsin,2022,25367,14669,9322,614,290,2470,472,10572,7553,3944,2093,861,248,96,2579,1768,10737,1914,15024,511,316,2,2333643.2,0.789817598,0.058663676,0.005729618,0.029230524,0.075862374,0.040696209,0.364448201,0.199412075,0.160054826,0.149373263,0.162761779,0.170614225,0.105213095,0.052570737,0.499659641,0.119,0.096,1.239583333,0.61385339,0.651219593,0.942621192,0.028,70996,0.332254127,0.934817904,13.71446912,13.5,795.8647081,6809.345484,4592.067332,425.1350791,1395.198717
Wisconsin,2023,25794,14972,9444,492,363,2511,523,10492,7586,4249,2117,969,272,109,2361,1041,10550,1984,15129,437,350,11,2346468,0.783902432,0.057991644,0.005936943,0.030068238,0.080879316,0.041221427,0.37295393,0.196256417,0.162094957,0.151167306,0.157846231,0.170837935,0.1087169,0.053080254,0.488242899,0.116,0.098,1.183673469,0.620640434,0.652429316,0.951276129,0.028,74631,0.337542782,0.936611198,13.73183842,14.1,813.9602017,6940.262897,3531.730757,514.498378,1323.105903
Wisconsin,2024,26303,15416,9483,614,337,3033,453,10660,7461,4526,2210,1023,302,121,2118,1067,10351,1957,15314,439,331,8,2377469.8,0.777547465,0.059460072,0.005793348,0.030773489,0.083862791,0.042562836,0.382059306,0.196722148,0.16206367,0.153397285,0.149245228,0.17124671,0.113052563,0.054272395,0.480063378,0.117,0.09,1.3,0.621895192,0.653619424,0.951463755,0.031,77488,0.345559811,0.937142163,13.77785037,12.7,833.9303559,6708.189319,4457.832491,460.6150819,1521.206209
Wyoming,2021,2698,2321,93,257,10,259,17,1074,853,414,221,91,29,16,59,198,662,317,1276,12,22,4,218632.2,0.815486444,0.009834089,0.016126385,0.008134028,0.10554541,0.044873644,0.321405451,0.192052681,0.181848923,0.153432094,0.147462904,0.17610562,0.102339502,0.046758276,0.456893726,0.127,0.102,1.245098039,0.599732286,0.652705027,0.918841224,0.037,65204,0.292446149,0.935864099,13.62153596,25.9,1301.800007,4325.483794,7289.235381,562.3157035,1122.396459
Wyoming,2022,2666,2204,89,352,12,321,9,966,865,424,228,139,28,16,95,158,638,318,1293,8,19,3,221183.4,0.813958488,0.006862969,0.016493487,0.006152592,0.108023826,0.048508637,0.323092354,0.192852187,0.176670956,0.154305555,0.152405083,0.171325738,0.108034907,0.044405575,0.411029879,0.132,0.105,1.257142857,0.610696311,0.657796056,0.928397647,0.038,70042,0.295565739,0.937283014,13.63834556,26.1,1224.212485,5863.074866,9648.896575,881.8010262,1343.485389
Wyoming,2023,2941,2460,77,376,25,319,3,1139,809,573,237,117,43,23,79,109,786,348,1436,11,51,2,223407.4,0.812651847,0.006507926,0.015981317,0.00783314,0.10752204,0.04950373,0.325226253,0.191625065,0.179766462,0.156596122,0.135726758,0.172867935,0.11049742,0.052920237,0.478927356,0.127,0.098,1.295918367,0.590276517,0.63538473,0.929006457,0.032,72415,0.304259223,0.939225411,13.65848217,20.6,1354.98044,5296.031564,10531.1967,1428.586579,1327.992533
Wyoming,2024,3055,2615,64,342,32,374,2,1164,908,521,282,113,41,26,93,157,725,315,1380,20,49,2,227548.2,0.804674125,0.007353417,0.01441753,0.009073922,0.110667134,0.053813872,0.337012131,0.192698446,0.169550496,0.163524971,0.136757818,0.162969932,0.124337462,0.050160875,0.403425276,0.109,0.094,1.159574468,0.610413474,0.649032328,0.940497796,0.034,75532,0.322833607,0.944227838,13.7473372,21.5,1428.164562,3824.876129,10424.65852,1549.820968,1485.181514
