weapon_name,shr_flag,bias_desc,relationship_name,location_name,offense_name,crime_against,ct_flag,hc_flag,hc_code,offense_category_name,offense_group,race_desc,sort_order,age_code,age_name,activity_type_name,reporting_type,ucr_agency_name,pub_agency_name,state_name,population,male_officer,male_civilian,female_officer,female_civilian,officer_rate,employee_rate,incident_date,incident_hour,ethnicity_name,injury_name,data_year,sex_code,age_range_low_num,age_range_high_num
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,PHILADELPHIA,Philadelphia,Pennsylvania,1604950,,,,,,,2021-07-24 00:00:00,16,Not Specified,Minor Injury,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,32,32 Years Old,Responding to Disturbance Call,I,PHILADELPHIA,Philadelphia,Pennsylvania,1604950,,,,,,,2021-07-24 00:00:00,16,Not Specified,Minor Injury,2021,F,32,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,All Other,I,CALHOUN,Calhoun,South Carolina,11960,24,0,2,13,2.2,3.3,2021-11-12 00:00:00,23,Not Hispanic or Latino,None,2021,F,33,
Knife/Cutting Instrument,t,None (no bias),Victim was Otherwise Known,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,23,23 Years Old,"Handling, Transporting, Custody of Prisoners",I,SMITH,Smith,Tennessee,15494,30,16,2,16,2.1,4.1,2021-11-10 00:00:00,19,Not Hispanic or Latino,None,2021,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,34,34 Years Old,Responding to Disturbance Call,I,MONTGOMERY,Montgomery,Texas,507062,443,187,57,207,1,1.8,2021-05-15 00:00:00,21,Not Hispanic or Latino,None,2021,F,34,
Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,27,27 Years Old,All Other,I,EULESS,Euless,Texas,57963,79,23,9,25,1.5,2.3,2021-06-11 00:00:00,21,Not Hispanic or Latino,Other Major Injury,2021,F,27,
Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Traffic Pursuits and Stops,I,RAYMONDVILLE,Raymondville,Texas,10714,10,4,2,5,1.1,2,2021-04-13 00:00:00,18,Hispanic or Latino,None,2021,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,38,38 Years Old,"Handling, Transporting, Custody of Prisoners",I,WEBER,Weber,Utah,75470,194,21,31,53,3,4,2021-11-11 00:00:00,4,Not Specified,None,2021,F,38,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Unknown,98,22,22 Years Old,Responding to Disturbance Call,I,STAFFORD,Stafford,Virginia,159532,180,11,27,62,1.3,1.8,2021-06-25 00:00:00,4,Unknown,None,2021,F,22,
Personal Weapons,t,None (no bias),Relationship Unknown,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,59,59 Years Old,"Handling, Transporting, Custody of Prisoners",I,VANCOUVER,Vancouver,Washington,188160,183,9,31,39,1.1,1.4,2021-09-22 00:00:00,19,Hispanic or Latino,None,2021,F,21,98
Other,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,46,46 Years Old,Attempting Other Arrests,I,MADISON,Madison,Wisconsin,266199,346,42,138,69,1.8,2.2,2021-07-21 00:00:00,9,Not Specified,Minor Injury,2021,F,46,
,,None (no bias),Victim Was Stranger,Residence/Home,Intimidation,Person,f,t,10,Assault Offenses,A    ,White,10,24,24 Years Old,Attempting Other Arrests,I,JANESVILLE,Janesville,Wisconsin,64768,91,0,9,12,1.5,1.7,2021-06-24 00:00:00,23,Not Specified,None,2021,F,24,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,I,SP: SUSSEX COUNTY,State Police:,Delaware,189948,162,16,36,16,1,1.2,2021-06-30 00:00:00,21,Not Hispanic or Latino,Minor Injury,2021,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,I,SP: SUSSEX COUNTY,State Police:,Delaware,189948,162,16,36,16,1,1.2,2021-06-30 00:00:00,21,Not Hispanic or Latino,Minor Injury,2021,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,I,SP: SUSSEX COUNTY,State Police:,Delaware,189948,162,16,36,16,1,1.2,2021-06-30 00:00:00,21,Not Hispanic or Latino,Minor Injury,2021,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,I,SP: SUSSEX COUNTY,State Police:,Delaware,189948,162,16,36,16,1,1.2,2021-06-30 00:00:00,21,Not Hispanic or Latino,Minor Injury,2021,F,30,
Other,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,22,22 Years Old,Attempting Other Arrests,I,YUMA,Yuma,Arizona,100710,114,30,18,80,1.3,2.4,2021-10-11 00:00:00,9,Hispanic or Latino,None,2021,F,22,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,"Handling, Transporting, Custody of Prisoners",I,JEFFERSON,Jefferson,Colorado,193451,311,183,70,175,2,3.8,2021-03-01 00:00:00,22,Unknown,None,2021,F,24,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,"Handling, Transporting, Custody of Prisoners",I,JEFFERSON,Jefferson,Colorado,193451,311,183,70,175,2,3.8,2021-03-01 00:00:00,22,Unknown,None,2021,F,25,
Other,t,None (no bias),Victim Was Stranger,Other/Unknown,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Investigating Suspicious Persons or Circumstances,I,LITTLETON,Littleton,Colorado,46466,63,8,11,22,1.6,2.2,2021-04-09 00:00:00,20,Unknown,None,2021,F,31,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,21,21 Years Old,Responding to Disturbance Call,I,FORT MORGAN,Fort Morgan,Colorado,11234,26,1,1,4,2.4,2.8,2021-12-23 00:00:00,11,Not Hispanic or Latino,Other Major Injury,2021,F,21,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,34,34 Years Old,Attempting Other Arrests,I,SIOUX CITY,Sioux City,Iowa,82750,111,1,17,19,1.5,1.8,2021-01-01 00:00:00,0,Not Hispanic or Latino,None,2021,F,34,
None,f,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Investigating Suspicious Persons or Circumstances,I,BLOOMINGTON,Bloomington,Illinois,77166,0,0,0,0,0,0,2021-11-20 00:00:00,0,Not Specified,None,2021,F,28,
Personal Weapons,t,None (no bias),Relationship Unknown,Bar/Nightclub,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,32,32 Years Old,All Other,I,PORTER,Porter,Indiana,4839,,,,,,,2021-10-16 00:00:00,2,Unknown,Minor Injury,2021,F,32,
Personal Weapons,t,None (no bias),Relationship Unknown,Bar/Nightclub,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,32,32 Years Old,All Other,I,PORTER,Porter,Indiana,4839,,,,,,,2021-10-16 00:00:00,2,Unknown,Minor Injury,2021,F,32,
Personal Weapons,t,None (no bias),Relationship Unknown,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,45,45 Years Old,All Other,I,GRAYSON,Grayson,Kentucky,3808,12,0,0,1,3.2,3.4,2021-08-04 00:00:00,0,Not Hispanic or Latino,Minor Injury,2021,F,45,
Other,t,None (no bias),Victim Was Spouse,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,54,54 Years Old,All Other,I,GRAYSON,Grayson,Kentucky,3808,12,0,0,1,3.2,3.4,2021-08-02 00:00:00,16,Not Hispanic or Latino,Minor Injury,2021,F,54,
Personal Weapons,t,None (no bias),Victim Was Parent,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,63,63 Years Old,Responding to Disturbance Call,I,BULLITT,Bullitt,Kentucky,41597,39,9,1,20,1,1.7,2021-05-27 00:00:00,19,Not Hispanic or Latino,Minor Injury,2021,F,63,
Personal Weapons,t,None (no bias),Victim Was Sibling,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,41,41 Years Old,Responding to Disturbance Call,I,BULLITT,Bullitt,Kentucky,41597,39,9,1,20,1,1.7,2021-05-27 00:00:00,19,Not Hispanic or Latino,Minor Injury,2021,F,41,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,59,59 Years Old,"Handling, Transporting, Custody of Prisoners",I,LAKES AREA,Lakes Area,Minnesota,10026,11,0,2,2,1.3,1.5,2021-10-02 00:00:00,21,Unknown,None,2021,F,59,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,35,35 Years Old,Attempting Other Arrests,I,METROPOLITAN TRANSIT COMMISSION,Metropolitan Transit Commission,Minnesota,0,91,7,26,14,0,0,2021-07-24 00:00:00,21,Not Hispanic or Latino,None,2021,F,35,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Native Hawaiian or Other Pacific Islander,50,26,26 Years Old,Responding to Disturbance Call,I,ST. JOSEPH,St. Joseph,Missouri,73821,,,,,,,2021-09-28 00:00:00,22,Not Hispanic or Latino,None,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,"Handling, Transporting, Custody of Prisoners",I,ST. LOUIS COUNTY POL DEP,St. Louis County Police Department,Missouri,406833,762,151,145,194,2.2,3.1,2021-09-06 00:00:00,11,Not Hispanic or Latino,None,2021,F,27,
Personal Weapons,t,Anti-White,Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,HENDERSONVILLE,Hendersonville,North Carolina,14351,36,0,7,12,3,3.8,2021-07-19 00:00:00,20,Not Hispanic or Latino,None,2021,F,29,
Personal Weapons,t,None (no bias),Relationship Unknown,Hotel/Motel/Etc.,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,30,30 Years Old,Attempting Other Arrests,I,CHARLOTTE-MECKLENBURG,Charlotte-Mecklenburg,North Carolina,956282,1477,170,257,377,1.8,2.4,2021-05-14 00:00:00,14,Not Hispanic or Latino,Minor Injury,2021,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,"Handling, Transporting, Custody of Prisoners",I,RALEIGH,Raleigh,North Carolina,481823,578,32,70,64,1.3,1.5,2021-09-05 00:00:00,2,Not Specified,None,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,38,38 Years Old,Responding to Disturbance Call,I,LAS VEGAS METRO PD,Las Vegas Metropolitan Police Department,Nevada,1685021,3412,421,582,1345,2.4,3.4,2021-08-06 00:00:00,5,Not Hispanic or Latino,None,2021,F,38,
Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,EUGENE,Eugene,Oregon,175007,167,34,20,81,1.1,1.7,2021-06-20 00:00:00,1,Unknown,None,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,46,46 Years Old,"Handling, Transporting, Custody of Prisoners",I,CLARKSVILLE,Clarksville,Tennessee,164336,266,15,46,51,1.9,2.3,2021-12-19 00:00:00,2,Not Hispanic or Latino,None,2021,F,46,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,39,39 Years Old,All Other,I,TEXARKANA,Texarkana,Texas,36208,79,5,8,7,2.4,2.7,2021-09-12 00:00:00,13,Not Hispanic or Latino,None,2021,F,39,
Blunt Object,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,51,51 Years Old,Responding to Disturbance Call,I,MESQUITE,Mesquite,Texas,137796,214,20,18,61,1.7,2.3,2021-05-04 00:00:00,8,Not Hispanic or Latino,None,2021,F,51,
Knife/Cutting Instrument,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,51,51 Years Old,Responding to Disturbance Call,I,MESQUITE,Mesquite,Texas,137796,214,20,18,61,1.7,2.3,2021-05-04 00:00:00,8,Not Hispanic or Latino,None,2021,F,51,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,38,38 Years Old,Responding to Disturbance Call,I,HILLSBORO,Hillsboro,Texas,8525,17,3,5,7,2.6,3.8,2021-05-25 00:00:00,12,Not Hispanic or Latino,Minor Injury,2021,F,38,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,35,35 Years Old,All Other,I,HILLSBORO,Hillsboro,Texas,8525,17,3,5,7,2.6,3.8,2021-05-25 00:00:00,12,Not Hispanic or Latino,Minor Injury,2021,F,35,
Unknown,f,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,23,23 Years Old,All Other,I,FORNEY,Forney,Texas,31521,27,1,0,12,0.9,1.3,2021-03-09 00:00:00,13,Not Hispanic or Latino,None,2021,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,Responding to Disturbance Call,I,CHESTERFIELD COUNTY PD,Chesterfield County Police Department,Virginia,362188,475,26,67,100,1.5,1.8,2021-03-26 00:00:00,23,Not Hispanic or Latino,None,2021,F,27,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,41,41 Years Old,"Handling, Transporting, Custody of Prisoners",I,SHEBOYGAN,Sheboygan,Wisconsin,47667,70,7,13,13,1.7,2.2,2021-09-28 00:00:00,13,Not Hispanic or Latino,Minor Injury,2021,F,41,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,26,26 Years Old,Responding to Disturbance Call,I,SPRINGDALE,Springdale,Arkansas,85234,129,18,14,40,1.7,2.4,2021-05-04 00:00:00,21,Hispanic or Latino,None,2021,F,26,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,I,GILBERT,Gilbert,Arizona,272941,260,33,31,96,1.1,1.5,2021-09-11 00:00:00,18,Not Hispanic or Latino,Minor Injury,2021,F,30,
Other,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,31,31 Years Old,Responding to Disturbance Call,I,EDGEWATER,Edgewater,Colorado,5415,16,1,2,3,3.3,4.1,2021-07-11 00:00:00,1,Hispanic or Latino,None,2021,F,31,
Other,t,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,29,29 Years Old,All Other,I,CENTENNIAL,Centennial,Colorado,111199,117,11,21,42,1.2,1.7,2021-05-28 00:00:00,20,Not Hispanic or Latino,None,2021,F,29,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,39,39 Years Old,Responding to Disturbance Call,I,MUSCATINE,Muscatine,Iowa,23499,34,0,4,4,1.6,1.8,2021-11-07 00:00:00,18,Not Hispanic or Latino,Minor Injury,2021,F,39,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,46,46 Years Old,All Other,I,FORT WAYNE,Fort Wayne,Indiana,274295,408,16,54,51,1.7,1.9,2021-12-14 00:00:00,10,Not Specified,None,2021,F,46,
Personal Weapons,t,None (no bias),Victim Was Stranger,Arena/Stadium/Fairgrounds/Coliseum,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,Investigating Suspicious Persons or Circumstances,I,INDIANA STATE POLICE,Indiana State Police,Indiana,0,1135,209,66,292,0,0,2021-08-07 00:00:00,22,Not Hispanic or Latino,None,2021,F,27,
Personal Weapons,t,None (no bias),Victim Was Stranger,Arena/Stadium/Fairgrounds/Coliseum,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,27,27 Years Old,Investigating Suspicious Persons or Circumstances,I,INDIANA STATE POLICE,Indiana State Police,Indiana,0,1135,209,66,292,0,0,2021-08-07 00:00:00,22,Not Hispanic or Latino,None,2021,F,27,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,NEW BEDFORD,New Bedford,Massachusetts,96346,217,11,17,26,2.4,2.8,2021-04-24 00:00:00,4,Not Hispanic or Latino,None,2021,F,29,
,,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Intimidation,Person,f,t,10,Assault Offenses,A    ,White,10,30,30 Years Old,Investigating Suspicious Persons or Circumstances,I,BOSTON,Boston,Massachusetts,704758,1873,213,311,319,3.1,3.9,2021-12-26 00:00:00,22,Not Hispanic or Latino,None,2021,F,20,40
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,22,22 Years Old,Responding to Disturbance Call,I,STERLING HEIGHTS,Sterling Heights,Michigan,131911,135,2,14,23,1.1,1.3,2021-10-30 00:00:00,16,Not Specified,None,2021,F,22,
Shotgun,t,None (no bias),Victim Was Stranger,Residence/Home,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Unknown,98,18,18 Years Old,Civil Disorder,I,DULUTH,Duluth,Minnesota,85731,127,4,24,22,1.8,2.1,2021-02-25 00:00:00,20,Unknown,Other Major Injury,2021,F,18,
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,24,24 Years Old,All Other,I,DULUTH,Duluth,Minnesota,85731,127,4,24,22,1.8,2.1,2021-05-17 00:00:00,8,Unknown,None,2021,F,24,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,33,33 Years Old,Handling Persons with Mental Illness,I,BELTON,Belton,Missouri,23860,44,8,5,10,2.1,2.8,2021-09-29 00:00:00,12,Not Hispanic or Latino,None,2021,F,33,
Personal Weapons,t,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,36,36 Years Old,All Other,I,GUILFORD,Guilford,North Carolina,122777,221,177,38,165,2.1,4.9,2021-07-25 00:00:00,15,Not Hispanic or Latino,None,2021,F,36,
Personal Weapons,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,30,30 Years Old,Responding to Disturbance Call,I,MANCHESTER,Manchester,New Hampshire,112844,202,16,20,31,2,2.4,2021-05-06 00:00:00,18,Unknown,None,2021,F,30,
Personal Weapons,t,None (no bias),Victim Was Stranger,Air/Bus/Train Terminal,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Investigating Suspicious Persons or Circumstances,I,City of Las Vegas Department of Publilc Safety,City of Las Vegas Department of Publilc Safety,Nevada,0,87,172,13,121,0,0,2021-06-03 00:00:00,15,Not Hispanic or Latino,None,2021,F,28,
Personal Weapons,t,None (no bias),Victim Was Stranger,Parking/Drop Lot/Garage,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,LAS VEGAS METRO PD,Las Vegas Metropolitan Police Department,Nevada,1685021,3412,421,582,1345,2.4,3.4,2021-09-02 00:00:00,17,Not Hispanic or Latino,None,2021,F,29,
Other,t,None (no bias),Victim Was Stranger,Air/Bus/Train Terminal,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Unknown,98,30,30 Years Old,Responding to Disturbance Call,I,RENO,Reno,Nevada,262919,296,16,31,110,1.2,1.7,2021-08-15 00:00:00,0,Unknown,None,2021,F,28,33
Personal Weapons,t,None (no bias),Victim Was Stranger,Residence/Home,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,29,29 Years Old,Responding to Disturbance Call,I,GREENVILLE,Greenville,South Carolina,362031,446,33,54,84,1.4,1.7,2021-06-25 00:00:00,1,Not Hispanic or Latino,Minor Injury,2021,F,29,
Personal Weapons,t,None (no bias),Victim was Employee,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,44,44 Years Old,All Other,I,HAYS,Hays,Texas,106516,155,122,19,98,1.6,3.7,2021-12-08 00:00:00,14,Not Hispanic or Latino,Minor Injury,2021,F,44,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,ISD: NORTHSIDE,Independent School District:,Texas,0,89,13,13,7,0,0,2021-10-22 00:00:00,8,Hispanic or Latino,Minor Injury,2021,F,28,
Personal Weapons,t,None (no bias),Victim Was Acquaintance,School-Elementary/Secondary,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,28,28 Years Old,Responding to Disturbance Call,I,ISD: NORTHSIDE,Independent School District:,Texas,0,89,13,13,7,0,0,2021-10-22 00:00:00,8,Hispanic or Latino,Minor Injury,2021,F,28,
Motor Vehicle/Vessel,f,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,44,44 Years Old,All Other,I,HOUSTON,Houston,Texas,2339252,4345,371,905,628,2.2,2.7,2021-11-16 00:00:00,20,Unknown,None,2021,F,44,
Personal Weapons,t,None (no bias),Victim Was Stranger,Drug Store/Doctor's Office/Hospital,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,23,23 Years Old,"Handling, Transporting, Custody of Prisoners",I,NORFOLK,Norfolk,Virginia,242488,504,32,64,117,2.3,3,2021-09-23 00:00:00,11,Not Hispanic or Latino,None,2021,F,23,
Personal Weapons,t,None (no bias),Victim Was Stranger,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Asian,40,24,24 Years Old,"Handling, Transporting, Custody of Prisoners",I,VIRGINIA BEACH,Virginia Beach,Virginia,451938,608,54,126,176,1.6,2.1,2021-08-01 00:00:00,3,Not Hispanic or Latino,None,2021,F,24,
None,f,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,"Handling, Transporting, Custody of Prisoners",I,PULASKI,Pulaski,Arkansas,47149,88,47,36,277,2.6,9.5,2021-01-10 00:00:00,6,Not Hispanic or Latino,None,2021,F,27,29
None,f,None (no bias),Relationship Unknown,Jail/Prison/Penitentiary/Corrections Facility,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,Black or African American,20,31,31 Years Old,"Handling, Transporting, Custody of Prisoners",I,PULASKI,Pulaski,Arkansas,47149,88,47,36,277,2.6,9.5,2021-01-10 00:00:00,6,Not Hispanic or Latino,None,2021,F,30,32
,,None (no bias),Relationship Unknown,Residence/Home,Intimidation,Person,f,t,10,Assault Offenses,A    ,White,10,22,22 Years Old,Attempting Other Arrests,I,FAULKNER,Faulkner,Arkansas,44386,43,47,4,48,1.1,3.2,2021-11-26 00:00:00,14,Unknown,Minor Injury,2021,F,22,
Personal Weapons,t,None (no bias),Victim Was Stranger,Restaurant,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,30,30 Years Old,Attempting Other Arrests,I,AURORA,Aurora,Colorado,393897,611,72,78,116,1.7,2.2,2021-05-17 00:00:00,7,Not Specified,Severe Laceration,2021,F,30,
Rifle,t,None (no bias),Victim Was Stranger,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault,Person,f,t,04,Assault Offenses,A    ,White,10,29,29 Years Old,All Other,I,SP: SUSSEX COUNTY,State Police:,Delaware,189948,162,16,36,16,1,1.2,2021-11-19 00:00:00,16,Not Hispanic or Latino,None,2021,F,29,
Personal Weapons,t,None (no bias),Relationship Unknown,Highway/Road/Alley/Street/Sidewalk,Simple Assault,Person,f,t,09,Assault Offenses,A    ,Black or African American,20,28,28 Years Old,Attempting Other Arrests,I,EVERGREEN PARK,Evergreen Park,Illinois,18813,49,10,5,8,2.9,3.8,2021-04-14 00:00:00,10,Not Hispanic or Latino,Minor Injury,2021,F,28,
Personal Weapons,t,None (no bias),Victim was Otherwise Known,Convenience Store,Simple Assault,Person,f,t,09,Assault Offenses,A    ,White,10,25,25 Years Old,Civil Disorder,I,ATTLEBORO,Attleboro,Massachusetts,46007,64,9,6,6,1.5,1.8,2021-02-14 00:00:00,15,Not Hispanic or Latino,Minor Injury,2021,F,25,
