variable,variable_type,states_with_valid_percent_change,mean_absolute_change,median_absolute_change,mean_percent_change,median_percent_change,states_increased,states_decreased,states_no_change,top_5_largest_decreases,top_5_largest_increases
firearm_nonmarried,count,50,-16.83,-2.0,2.520216412908942,-0.030357142857142857,22,27,1,"[{'state': 'Rhode Island', 'pre_2022': 25.0, 'post_2022_avg': 8.0, 'absolute_change': -17.0, 'percent_change': -0.68}, {'state': 'Kentucky', 'pre_2022': 223.0, 'post_2022_avg': 139.0, 'absolute_change': -84.0, 'percent_change': -0.37668161434977576}, {'state': 'Vermont', 'pre_2022': 21.0, 'post_2022_avg': 13.5, 'absolute_change': -7.5, 'percent_change': -0.35714285714285715}, {'state': 'Arkansas', 'pre_2022': 403.0, 'post_2022_avg': 276.0, 'absolute_change': -127.0, 'percent_change': -0.315136476426799}, {'state': 'Wisconsin', 'pre_2022': 599.0, 'post_2022_avg': 438.0, 'absolute_change': -161.0, 'percent_change': -0.2687813021702838}]","[{'state': 'California', 'pre_2022': 3.0, 'post_2022_avg': 355.0, 'absolute_change': 352.0, 'percent_change': 117.33333333333333}, {'state': 'Maryland', 'pre_2022': 58.0, 'post_2022_avg': 230.5, 'absolute_change': 172.5, 'percent_change': 2.9741379310344827}, {'state': 'New York', 'pre_2022': 61.0, 'post_2022_avg': 215.0, 'absolute_change': 154.0, 'percent_change': 2.5245901639344264}, {'state': 'District of Columbia', 'pre_2022': 12.0, 'post_2022_avg': 31.5, 'absolute_change': 19.5, 'percent_change': 1.625}, {'state': 'New Jersey', 'pre_2022': 40.0, 'post_2022_avg': 77.0, 'absolute_change': 37.0, 'percent_change': 0.925}]"
gun_deaths_per_100k,rate,50,0.40800000000000003,0.5499999999999998,0.034774642751513235,0.040337851305561154,31,18,1,"[{'state': 'Rhode Island', 'pre_2022': 5.1, 'post_2022_avg': 3.95, 'absolute_change': -1.1499999999999995, 'percent_change': -0.2254901960784313}, {'state': 'Wyoming', 'pre_2022': 25.9, 'post_2022_avg': 21.05, 'absolute_change': -4.849999999999998, 'percent_change': -0.1872586872586872}, {'state': 'Delaware', 'pre_2022': 14.3, 'post_2022_avg': 12.05, 'absolute_change': -2.25, 'percent_change': -0.15734265734265734}, {'state': 'West Virginia', 'pre_2022': 18.1, 'post_2022_avg': 16.6, 'absolute_change': -1.5, 'percent_change': -0.08287292817679558}, {'state': 'South Carolina', 'pre_2022': 22.0, 'post_2022_avg': 20.200000000000003, 'absolute_change': -1.7999999999999972, 'percent_change': -0.08181818181818169}]","[{'state': 'Hawaii', 'pre_2022': 3.4, 'post_2022_avg': 4.7, 'absolute_change': 1.3000000000000003, 'percent_change': 0.3823529411764707}, {'state': 'Maine', 'pre_2022': 10.4, 'post_2022_avg': 13.0, 'absolute_change': 2.5999999999999996, 'percent_change': 0.24999999999999994}, {'state': 'Washington', 'pre_2022': 10.9, 'post_2022_avg': 12.8, 'absolute_change': 1.9000000000000004, 'percent_change': 0.17431192660550462}, {'state': 'Arizona', 'pre_2022': 16.7, 'post_2022_avg': 19.5, 'absolute_change': 2.8000000000000007, 'percent_change': 0.16766467065868268}, {'state': 'New Mexico', 'pre_2022': 22.7, 'post_2022_avg': 26.4, 'absolute_change': 3.6999999999999993, 'percent_change': 0.16299559471365635}]"
hispanic_adj_rate,rate,51,275.0952280889706,191.712716,4.5186494513709885,0.21113891033076068,43,8,0,"[{'state': 'Mississippi', 'pre_2022': 646.3451291, 'post_2022_avg': 490.02522835, 'absolute_change': -156.31990075, 'percent_change': -0.24185205970015872}, {'state': 'Louisiana', 'pre_2022': 1047.854784, 'post_2022_avg': 959.90720875, 'absolute_change': -87.94757525000011, 'percent_change': -0.08393107193181465}, {'state': 'Rhode Island', 'pre_2022': 1491.279013, 'post_2022_avg': 1379.9411425, 'absolute_change': -111.33787050000001, 'percent_change': -0.074659315613932}, {'state': 'Massachusetts', 'pre_2022': 2190.209959, 'post_2022_avg': 2063.5659535, 'absolute_change': -126.64400549999982, 'percent_change': -0.05782276944710022}, {'state': 'Idaho', 'pre_2022': 1065.258269, 'post_2022_avg': 1016.8040327, 'absolute_change': -48.454236299999934, 'percent_change': -0.04548590488340996}]","[{'state': 'Florida', 'pre_2022': 2.412635026, 'post_2022_avg': 475.08410119999996, 'absolute_change': 472.671466174, 'percent_change': 195.91503110922673}, {'state': 'New York', 'pre_2022': 125.6731964, 'post_2022_avg': 1490.789589, 'absolute_change': 1365.1163926, 'percent_change': 10.862430746609068}, {'state': 'California', 'pre_2022': 100.5310214, 'post_2022_avg': 881.0999139, 'absolute_change': 780.5688925000001, 'percent_change': 7.764457991471278}, {'state': 'New Jersey', 'pre_2022': 287.7617938, 'post_2022_avg': 891.0391523999999, 'absolute_change': 603.2773585999998, 'percent_change': 2.0964470322258597}, {'state': 'Pennsylvania', 'pre_2022': 326.780688, 'post_2022_avg': 888.99378595, 'absolute_change': 562.21309795, 'percent_change': 1.7204599861482635}]"
hispanic_pop,population,51,0.008607791735294117,0.008376833,0.11879329090838042,0.11082068963032288,47,4,0,"[{'state': 'Hawaii', 'pre_2022': 0.111084365, 'post_2022_avg': 0.101690995, 'absolute_change': -0.009393369999999998, 'percent_change': -0.08456068502529585}, {'state': 'New Mexico', 'pre_2022': 0.500613221, 'post_2022_avg': 0.488540386, 'absolute_change': -0.01207283500000006, 'percent_change': -0.024116093010655943}, {'state': 'Arizona', 'pre_2022': 0.323120106, 'post_2022_avg': 0.3185124375, 'absolute_change': -0.004607668499999995, 'percent_change': -0.014259925069472448}, {'state': 'Texas', 'pre_2022': 0.401564979, 'post_2022_avg': 0.400297942, 'absolute_change': -0.0012670369999999709, 'percent_change': -0.0031552477587941524}, {'state': 'California', 'pre_2022': 0.401515721, 'post_2022_avg': 0.405999734, 'absolute_change': 0.004484013000000009, 'percent_change': 0.011167714650953876}]","[{'state': 'Louisiana', 'pre_2022': 0.055381357, 'post_2022_avg': 0.0746396335, 'absolute_change': 0.019258276499999998, 'percent_change': 0.34773933943149854}, {'state': 'Kentucky', 'pre_2022': 0.039195289, 'post_2022_avg': 0.0517823985, 'absolute_change': 0.012587109499999999, 'percent_change': 0.3211383260881173}, {'state': 'West Virginia', 'pre_2022': 0.017022265, 'post_2022_avg': 0.022270613, 'absolute_change': 0.005248348, 'percent_change': 0.3083225410954417}, {'state': 'Tennessee', 'pre_2022': 0.060269227, 'post_2022_avg': 0.0766535645, 'absolute_change': 0.01638433749999999, 'percent_change': 0.2718524579716277}, {'state': 'Vermont', 'pre_2022': 0.020456341, 'post_2022_avg': 0.0258712365, 'absolute_change': 0.005414895499999999, 'percent_change': 0.26470498805235987}]"
hispanic_victims,count,51,2750.3137254901962,589.5,5.157442995367689,0.39939024390243905,49,2,0,"[{'state': 'Mississippi', 'pre_2022': 242.0, 'post_2022_avg': 226.5, 'absolute_change': -15.5, 'percent_change': -0.0640495867768595}, {'state': 'Hawaii', 'pre_2022': 128.0, 'post_2022_avg': 122.5, 'absolute_change': -5.5, 'percent_change': -0.04296875}, {'state': 'Rhode Island', 'pre_2022': 1161.0, 'post_2022_avg': 1167.0, 'absolute_change': 6.0, 'percent_change': 0.00516795865633075}, {'state': 'Nevada', 'pre_2022': 8570.0, 'post_2022_avg': 8691.5, 'absolute_change': 121.5, 'percent_change': 0.014177362893815637}, {'state': 'Massachusetts', 'pre_2022': 8140.0, 'post_2022_avg': 8336.0, 'absolute_change': 196.0, 'percent_change': 0.02407862407862408}]","[{'state': 'Florida', 'pre_2022': 58.0, 'post_2022_avg': 12732.5, 'absolute_change': 12674.5, 'percent_change': 218.52586206896552}, {'state': 'New York', 'pre_2022': 1990.0, 'post_2022_avg': 24288.5, 'absolute_change': 22298.5, 'percent_change': 11.205276381909547}, {'state': 'California', 'pre_2022': 6192.0, 'post_2022_avg': 55549.0, 'absolute_change': 49357.0, 'percent_change': 7.97109173126615}, {'state': 'New Jersey', 'pre_2022': 2304.0, 'post_2022_avg': 7798.5, 'absolute_change': 5494.5, 'percent_change': 2.384765625}, {'state': 'Pennsylvania', 'pre_2022': 1433.0, 'post_2022_avg': 4324.0, 'absolute_change': 2891.0, 'percent_change': 2.0174459176552686}]"
involving_firearm,count,51,135.64705882352942,-12.5,40.52348797593927,-0.032133676092544985,22,28,1,"[{'state': 'Rhode Island', 'pre_2022': 159.0, 'post_2022_avg': 85.5, 'absolute_change': -73.5, 'percent_change': -0.46226415094339623}, {'state': 'Connecticut', 'pre_2022': 271.0, 'post_2022_avg': 185.0, 'absolute_change': -86.0, 'percent_change': -0.3173431734317343}, {'state': 'Mississippi', 'pre_2022': 728.0, 'post_2022_avg': 532.0, 'absolute_change': -196.0, 'percent_change': -0.2692307692307692}, {'state': 'Kentucky', 'pre_2022': 1742.0, 'post_2022_avg': 1302.0, 'absolute_change': -440.0, 'percent_change': -0.2525832376578645}, {'state': 'Arkansas', 'pre_2022': 3365.0, 'post_2022_avg': 2606.5, 'absolute_change': -758.5, 'percent_change': -0.22540861812778604}]","[{'state': 'Florida', 'pre_2022': 2.0, 'post_2022_avg': 4095.0, 'absolute_change': 4093.0, 'percent_change': 2046.5}, {'state': 'California', 'pre_2022': 521.0, 'post_2022_avg': 5754.5, 'absolute_change': 5233.5, 'percent_change': 10.04510556621881}, {'state': 'Maryland', 'pre_2022': 564.0, 'post_2022_avg': 1970.5, 'absolute_change': 1406.5, 'percent_change': 2.493794326241135}, {'state': 'Nebraska', 'pre_2022': 113.0, 'post_2022_avg': 378.5, 'absolute_change': 265.5, 'percent_change': 2.349557522123894}, {'state': 'New York', 'pre_2022': 596.0, 'post_2022_avg': 1991.5, 'absolute_change': 1395.5, 'percent_change': 2.341442953020134}]"
labor_force_ratio,ratio,51,0.004201531558823524,0.004469858999999965,0.004545211868142628,0.004802903376403346,43,8,0,"[{'state': 'Rhode Island', 'pre_2022': 0.942246668, 'post_2022_avg': 0.926394097, 'absolute_change': -0.015852571000000037, 'percent_change': -0.016824226116552356}, {'state': 'New Mexico', 'pre_2022': 0.93783381, 'post_2022_avg': 0.926321755, 'absolute_change': -0.011512054999999966, 'percent_change': -0.012275154592688405}, {'state': 'Alaska', 'pre_2022': 0.940495885, 'post_2022_avg': 0.933815681, 'absolute_change': -0.006680204000000023, 'percent_change': -0.007102852980584835}, {'state': 'Nebraska', 'pre_2022': 0.935943957, 'post_2022_avg': 0.9301868705, 'absolute_change': -0.005757086499999953, 'percent_change': -0.006151101737387416}, {'state': 'Hawaii', 'pre_2022': 0.942894523, 'post_2022_avg': 0.937949412, 'absolute_change': -0.0049451109999999465, 'percent_change': -0.0052446067713556406}]","[{'state': 'North Dakota', 'pre_2022': 0.923954212, 'post_2022_avg': 0.9449700329999999, 'absolute_change': 0.02101582099999988, 'percent_change': 0.0227455221558099}, {'state': 'Wyoming', 'pre_2022': 0.918841224, 'post_2022_avg': 0.9347521265000001, 'absolute_change': 0.015910902500000046, 'percent_change': 0.01731626975848446}, {'state': 'Utah', 'pre_2022': 0.890570052, 'post_2022_avg': 0.9044067705000001, 'absolute_change': 0.013836718500000122, 'percent_change': 0.015536923197592685}, {'state': 'New Hampshire', 'pre_2022': 0.931301734, 'post_2022_avg': 0.945767163, 'absolute_change': 0.014465428999999919, 'percent_change': 0.015532483696631792}, {'state': 'District of Columbia', 'pre_2022': 0.964025774, 'post_2022_avg': 0.976082601, 'absolute_change': 0.012056826999999992, 'percent_change': 0.0125067475633696}]"
male_poverty_rate,rate,51,-0.00538235294117647,-0.005499999999999991,-0.04503262127191517,-0.040816326530612276,8,41,2,"[{'state': 'Nevada', 'pre_2022': 0.132, 'post_2022_avg': 0.1065, 'absolute_change': -0.02550000000000001, 'percent_change': -0.19318181818181823}, {'state': 'South Dakota', 'pre_2022': 0.113, 'post_2022_avg': 0.0965, 'absolute_change': -0.0165, 'percent_change': -0.14601769911504425}, {'state': 'Hawaii', 'pre_2022': 0.108, 'post_2022_avg': 0.095, 'absolute_change': -0.012999999999999998, 'percent_change': -0.12037037037037035}, {'state': 'Vermont', 'pre_2022': 0.096, 'post_2022_avg': 0.08549999999999999, 'absolute_change': -0.01050000000000001, 'percent_change': -0.1093750000000001}, {'state': 'Montana', 'pre_2022': 0.111, 'post_2022_avg': 0.0995, 'absolute_change': -0.011499999999999996, 'percent_change': -0.10360360360360357}]","[{'state': 'Utah', 'pre_2022': 0.078, 'post_2022_avg': 0.08249999999999999, 'absolute_change': 0.00449999999999999, 'percent_change': 0.057692307692307564}, {'state': 'New Hampshire', 'pre_2022': 0.06, 'post_2022_avg': 0.0625, 'absolute_change': 0.0025000000000000022, 'percent_change': 0.041666666666666706}, {'state': 'District of Columbia', 'pre_2022': 0.145, 'post_2022_avg': 0.15000000000000002, 'absolute_change': 0.005000000000000032, 'percent_change': 0.03448275862068988}, {'state': 'Iowa', 'pre_2022': 0.099, 'post_2022_avg': 0.1015, 'absolute_change': 0.0025000000000000022, 'percent_change': 0.025252525252525273}, {'state': 'Michigan', 'pre_2022': 0.12, 'post_2022_avg': 0.123, 'absolute_change': 0.0030000000000000027, 'percent_change': 0.025000000000000022}]"
mhhi,numeric,51,10591.666666666666,10086.0,0.15181983349234526,0.14898076165227672,51,0,0,"[{'state': 'Alabama', 'pre_2022': 53913.0, 'post_2022_avg': 58062.5, 'absolute_change': 4149.5, 'percent_change': 0.07696659432789865}, {'state': 'Pennsylvania', 'pre_2022': 68957.0, 'post_2022_avg': 75684.5, 'absolute_change': 6727.5, 'percent_change': 0.09756079875864669}, {'state': 'Minnesota', 'pre_2022': 77720.0, 'post_2022_avg': 86101.5, 'absolute_change': 8381.5, 'percent_change': 0.10784225424601132}, {'state': 'New Hampshire', 'pre_2022': 88465.0, 'post_2022_avg': 98310.0, 'absolute_change': 9845.0, 'percent_change': 0.111286949641101}, {'state': 'Michigan', 'pre_2022': 63498.0, 'post_2022_avg': 70786.0, 'absolute_change': 7288.0, 'percent_change': 0.11477526851239409}]","[{'state': 'Washington', 'pre_2022': 84247.0, 'post_2022_avg': 107435.0, 'absolute_change': 23188.0, 'percent_change': 0.2752382874167626}, {'state': 'Maryland', 'pre_2022': 90203.0, 'post_2022_avg': 112390.0, 'absolute_change': 22187.0, 'percent_change': 0.24596742902120772}, {'state': 'District of Columbia', 'pre_2022': 90088.0, 'post_2022_avg': 108958.5, 'absolute_change': 18870.5, 'percent_change': 0.20946740964390373}, {'state': 'New Mexico', 'pre_2022': 53992.0, 'post_2022_avg': 65042.0, 'absolute_change': 11050.0, 'percent_change': 0.20465994962216624}, {'state': 'Florida', 'pre_2022': 63062.0, 'post_2022_avg': 75523.0, 'absolute_change': 12461.0, 'percent_change': 0.1975991881005994}]"
nat_amer_adj_rate,rate,51,507.6531666745098,333.2252699999999,0.5815531078673752,0.1884806000783585,38,13,0,"[{'state': 'West Virginia', 'pre_2022': 666.4226686, 'post_2022_avg': 164.6274462, 'absolute_change': -501.79522239999994, 'percent_change': -0.7529684178573274}, {'state': 'New Hampshire', 'pre_2022': 1404.405647, 'post_2022_avg': 766.32490765, 'absolute_change': -638.08073935, 'percent_change': -0.45434219145517296}, {'state': 'Colorado', 'pre_2022': 6413.057393, 'post_2022_avg': 3912.828308, 'absolute_change': -2500.229085, 'percent_change': -0.3898653842906595}, {'state': 'Michigan', 'pre_2022': 2890.407487, 'post_2022_avg': 2022.5417364999998, 'absolute_change': -867.8657505000001, 'percent_change': -0.3002572316890764}, {'state': 'Arkansas', 'pre_2022': 1422.707145, 'post_2022_avg': 1033.8520383, 'absolute_change': -388.8551067000001, 'percent_change': -0.2733205551589467}]","[{'state': 'California', 'pre_2022': 266.2523261, 'post_2022_avg': 2252.868435, 'absolute_change': 1986.6161088999997, 'percent_change': 7.461403766868348}, {'state': 'New York', 'pre_2022': 505.4891319, 'post_2022_avg': 1946.3909294999999, 'absolute_change': 1440.9017975999998, 'percent_change': 2.850509945058622}, {'state': 'Florida', 'pre_2022': 488.5784289, 'post_2022_avg': 1815.139496, 'absolute_change': 1326.5610671, 'percent_change': 2.715144567652442}, {'state': 'Maryland', 'pre_2022': 1003.387072, 'post_2022_avg': 3410.4130450000002, 'absolute_change': 2407.0259730000002, 'percent_change': 2.398900723528557}, {'state': 'Pennsylvania', 'pre_2022': 243.9713262, 'post_2022_avg': 815.0654347, 'absolute_change': 571.0941085, 'percent_change': 2.340824708358699}]"
nat_amer_pop,population,51,-0.00039243347058823556,-3.5058499999999874e-05,0.022024135781224353,-0.016453997282588964,23,28,0,"[{'state': 'Delaware', 'pre_2022': 0.002141752, 'post_2022_avg': 0.0009406035000000001, 'absolute_change': -0.0012011484999999997, 'percent_change': -0.5608252029179848}, {'state': 'Indiana', 'pre_2022': 0.001366738, 'post_2022_avg': 0.0008178845, 'absolute_change': -0.0005488534999999999, 'percent_change': -0.40157916147791306}, {'state': 'Iowa', 'pre_2022': 0.002677666, 'post_2022_avg': 0.001811547, 'absolute_change': -0.000866119, 'percent_change': -0.3234604315848205}, {'state': 'Rhode Island', 'pre_2022': 0.001972417, 'post_2022_avg': 0.0013486560000000002, 'absolute_change': -0.000623761, 'percent_change': -0.3162419508653596}, {'state': 'Kentucky', 'pre_2022': 0.001619286, 'post_2022_avg': 0.0012511945, 'absolute_change': -0.00036809150000000003, 'percent_change': -0.22731716324355306}]","[{'state': 'District of Columbia', 'pre_2022': 0.000413402, 'post_2022_avg': 0.0010757574999999998, 'absolute_change': 0.0006623554999999998, 'percent_change': 1.6022068108040113}, {'state': 'New Hampshire', 'pre_2022': 0.000499643, 'post_2022_avg': 0.0009329214999999999, 'absolute_change': 0.0004332784999999999, 'percent_change': 0.8671761637809393}, {'state': 'Pennsylvania', 'pre_2022': 0.000546357, 'post_2022_avg': 0.000693732, 'absolute_change': 0.00014737499999999994, 'percent_change': 0.26974121316282196}, {'state': 'Kansas', 'pre_2022': 0.003643449, 'post_2022_avg': 0.004445753, 'absolute_change': 0.0008023040000000002, 'percent_change': 0.2202045369648375}, {'state': 'West Virginia', 'pre_2022': 0.001042088, 'post_2022_avg': 0.001268637, 'absolute_change': 0.00022654899999999993, 'percent_change': 0.21739910640943944}]"
nat_amer_victims,count,51,48.85294117647059,9.0,0.6285065195445163,0.1339541547277937,37,13,1,"[{'state': 'West Virginia', 'pre_2022': 5.0, 'post_2022_avg': 1.5, 'absolute_change': -3.5, 'percent_change': -0.7}, {'state': 'Colorado', 'pre_2022': 477.0, 'post_2022_avg': 320.5, 'absolute_change': -156.5, 'percent_change': -0.3280922431865828}, {'state': 'Michigan', 'pre_2022': 390.0, 'post_2022_avg': 275.0, 'absolute_change': -115.0, 'percent_change': -0.2948717948717949}, {'state': 'Hawaii', 'pre_2022': 9.0, 'post_2022_avg': 7.0, 'absolute_change': -2.0, 'percent_change': -0.2222222222222222}, {'state': 'Montana', 'pre_2022': 1827.0, 'post_2022_avg': 1486.5, 'absolute_change': -340.5, 'percent_change': -0.1863711001642036}]","[{'state': 'California', 'pre_2022': 100.0, 'post_2022_avg': 931.0, 'absolute_change': 831.0, 'percent_change': 8.31}, {'state': 'Florida', 'pre_2022': 41.0, 'post_2022_avg': 180.5, 'absolute_change': 139.5, 'percent_change': 3.402439024390244}, {'state': 'Pennsylvania', 'pre_2022': 7.0, 'post_2022_avg': 30.0, 'absolute_change': 23.0, 'percent_change': 3.2857142857142856}, {'state': 'District of Columbia', 'pre_2022': 3.0, 'post_2022_avg': 12.0, 'absolute_change': 9.0, 'percent_change': 3.0}, {'state': 'New York', 'pre_2022': 74.0, 'post_2022_avg': 289.0, 'absolute_change': 215.0, 'percent_change': 2.9054054054054053}]"
near_school,count,50,282.09,163.0,3.2747457135679485,0.8866120218579234,50,0,0,"[{'state': 'North Dakota', 'pre_2022': 76.0, 'post_2022_avg': 82.0, 'absolute_change': 6.0, 'percent_change': 0.07894736842105263}, {'state': 'Maine', 'pre_2022': 45.0, 'post_2022_avg': 49.0, 'absolute_change': 4.0, 'percent_change': 0.08888888888888889}, {'state': 'South Dakota', 'pre_2022': 46.0, 'post_2022_avg': 54.0, 'absolute_change': 8.0, 'percent_change': 0.17391304347826086}, {'state': 'Vermont', 'pre_2022': 14.0, 'post_2022_avg': 16.5, 'absolute_change': 2.5, 'percent_change': 0.17857142857142858}, {'state': 'Mississippi', 'pre_2022': 81.0, 'post_2022_avg': 102.5, 'absolute_change': 21.5, 'percent_change': 0.2654320987654321}]","[{'state': 'California', 'pre_2022': 20.0, 'post_2022_avg': 2138.0, 'absolute_change': 2118.0, 'percent_change': 105.9}, {'state': 'New Jersey', 'pre_2022': 43.0, 'post_2022_avg': 315.0, 'absolute_change': 272.0, 'percent_change': 6.325581395348837}, {'state': 'Maryland', 'pre_2022': 139.0, 'post_2022_avg': 928.0, 'absolute_change': 789.0, 'percent_change': 5.676258992805756}, {'state': 'New York', 'pre_2022': 91.0, 'post_2022_avg': 427.5, 'absolute_change': 336.5, 'percent_change': 3.697802197802198}, {'state': 'Pennsylvania', 'pre_2022': 99.0, 'post_2022_avg': 382.5, 'absolute_change': 283.5, 'percent_change': 2.8636363636363638}]"
on_tribal_lands,count,27,0.1111111111111111,-0.5,0.055837590907035335,-0.125,8,16,3,"[{'state': 'Alaska', 'pre_2022': 2.0, 'post_2022_avg': 0.0, 'absolute_change': -2.0, 'percent_change': -1.0}, {'state': 'Georgia', 'pre_2022': 1.0, 'post_2022_avg': 0.0, 'absolute_change': -1.0, 'percent_change': -1.0}, {'state': 'Nebraska', 'pre_2022': 2.0, 'post_2022_avg': 0.0, 'absolute_change': -2.0, 'percent_change': -1.0}, {'state': 'Indiana', 'pre_2022': 3.0, 'post_2022_avg': 0.0, 'absolute_change': -3.0, 'percent_change': -1.0}, {'state': 'Tennessee', 'pre_2022': 3.0, 'post_2022_avg': 0.0, 'absolute_change': -3.0, 'percent_change': -1.0}]","[{'state': 'California', 'pre_2022': 6.0, 'post_2022_avg': 21.0, 'absolute_change': 15.0, 'percent_change': 2.5}, {'state': 'Wisconsin', 'pre_2022': 3.0, 'post_2022_avg': 9.5, 'absolute_change': 6.5, 'percent_change': 2.1666666666666665}, {'state': 'Missouri', 'pre_2022': 2.0, 'post_2022_avg': 5.5, 'absolute_change': 3.5, 'percent_change': 1.75}, {'state': 'New Mexico', 'pre_2022': 4.0, 'post_2022_avg': 10.0, 'absolute_change': 6.0, 'percent_change': 1.5}, {'state': 'South Dakota', 'pre_2022': 13.0, 'post_2022_avg': 27.5, 'absolute_change': 14.5, 'percent_change': 1.1153846153846154}]"
other_race_pop,population,51,0.002416907401960785,0.0024894565000000007,0.04255511564048497,0.05095445846509678,41,10,0,"[{'state': 'Delaware', 'pre_2022': 0.058463161, 'post_2022_avg': 0.0509310855, 'absolute_change': -0.007532075499999999, 'percent_change': -0.1288345578850928}, {'state': 'Missouri', 'pre_2022': 0.059502736, 'post_2022_avg': 0.053713158999999996, 'absolute_change': -0.005789577000000004, 'percent_change': -0.09729934099164791}, {'state': 'Iowa', 'pre_2022': 0.04275779, 'post_2022_avg': 0.040257005, 'absolute_change': -0.0025007849999999984, 'percent_change': -0.0584872370625329}, {'state': 'Idaho', 'pre_2022': 0.052844329, 'post_2022_avg': 0.050361619499999996, 'absolute_change': -0.0024827095000000063, 'percent_change': -0.04698156920490004}, {'state': 'Mississippi', 'pre_2022': 0.041090657, 'post_2022_avg': 0.039456564, 'absolute_change': -0.0016340930000000031, 'percent_change': -0.03976799397488347}]","[{'state': 'Vermont', 'pre_2022': 0.043600229, 'post_2022_avg': 0.0505582215, 'absolute_change': 0.006957992500000003, 'percent_change': 0.15958614575166574}, {'state': 'Wyoming', 'pre_2022': 0.044873644, 'post_2022_avg': 0.051658801000000004, 'absolute_change': 0.006785157000000007, 'percent_change': 0.1512058392226851}, {'state': 'South Dakota', 'pre_2022': 0.044107727, 'post_2022_avg': 0.049795805, 'absolute_change': 0.005688077999999999, 'percent_change': 0.12895876498011333}, {'state': 'Montana', 'pre_2022': 0.049676212, 'post_2022_avg': 0.0556061745, 'absolute_change': 0.005929962500000004, 'percent_change': 0.1193722762113988}, {'state': 'District of Columbia', 'pre_2022': 0.053634803, 'post_2022_avg': 0.059588316, 'absolute_change': 0.0059535130000000006, 'percent_change': 0.11100092975078142}]"
other_race_victims,count,51,535.0490196078431,42.5,7.9714008964918746,0.12109744560075686,32,19,0,"[{'state': 'Rhode Island', 'pre_2022': 119.0, 'post_2022_avg': 8.5, 'absolute_change': -110.5, 'percent_change': -0.9285714285714286}, {'state': 'Wyoming', 'pre_2022': 17.0, 'post_2022_avg': 2.5, 'absolute_change': -14.5, 'percent_change': -0.8529411764705882}, {'state': 'Alabama', 'pre_2022': 2687.0, 'post_2022_avg': 863.0, 'absolute_change': -1824.0, 'percent_change': -0.6788239672497208}, {'state': 'Iowa', 'pre_2022': 354.0, 'post_2022_avg': 204.5, 'absolute_change': -149.5, 'percent_change': -0.422316384180791}, {'state': 'Maine', 'pre_2022': 180.0, 'post_2022_avg': 107.5, 'absolute_change': -72.5, 'percent_change': -0.4027777777777778}]","[{'state': 'Florida', 'pre_2022': 2.0, 'post_2022_avg': 701.5, 'absolute_change': 699.5, 'percent_change': 349.75}, {'state': 'New York', 'pre_2022': 742.0, 'post_2022_avg': 16718.0, 'absolute_change': 15976.0, 'percent_change': 21.53099730458221}, {'state': 'California', 'pre_2022': 406.0, 'post_2022_avg': 6168.0, 'absolute_change': 5762.0, 'percent_change': 14.192118226600986}, {'state': 'Maryland', 'pre_2022': 204.0, 'post_2022_avg': 1368.0, 'absolute_change': 1164.0, 'percent_change': 5.705882352941177}, {'state': 'Pennsylvania', 'pre_2022': 43.0, 'post_2022_avg': 205.0, 'absolute_change': 162.0, 'percent_change': 3.7674418604651163}]"
poverty_gender_disparity_score,score,51,0.01111891963725488,0.01960066299999985,0.010182791892230788,0.015936505087163037,34,17,0,"[{'state': 'District of Columbia', 'pre_2022': 1.262068966, 'post_2022_avg': 1.0869447939999999, 'absolute_change': -0.17512417200000008, 'percent_change': -0.1387595897829882}, {'state': 'New Hampshire', 'pre_2022': 1.416666667, 'post_2022_avg': 1.3041474654999998, 'absolute_change': -0.11251920150000028, 'percent_change': -0.07942531868719423}, {'state': 'Delaware', 'pre_2022': 1.287128713, 'post_2022_avg': 1.1969294, 'absolute_change': -0.09019931300000006, 'percent_change': -0.07007792778529995}, {'state': 'Utah', 'pre_2022': 1.192307692, 'post_2022_avg': 1.109287607, 'absolute_change': -0.08302008500000002, 'percent_change': -0.0696297487276464}, {'state': 'New Mexico', 'pre_2022': 1.157894737, 'post_2022_avg': 1.120403596, 'absolute_change': -0.03749114099999984, 'percent_change': -0.03237871267740277}]","[{'state': 'South Dakota', 'pre_2022': 1.17699115, 'post_2022_avg': 1.31324712, 'absolute_change': 0.1362559699999999, 'percent_change': 0.11576635049464891}, {'state': 'Connecticut', 'pre_2022': 1.14893617, 'post_2022_avg': 1.2666177905, 'absolute_change': 0.11768162049999997, 'percent_change': 0.10242659563933823}, {'state': 'Nevada', 'pre_2022': 1.136363636, 'post_2022_avg': 1.2089295175, 'absolute_change': 0.0725658815000001, 'percent_change': 0.06385797574043464}, {'state': 'Montana', 'pre_2022': 1.135135135, 'post_2022_avg': 1.2036306635, 'absolute_change': 0.06849552849999996, 'percent_change': 0.060341298923850116}, {'state': 'Rhode Island', 'pre_2022': 1.292929293, 'post_2022_avg': 1.370626003, 'absolute_change': 0.07769670999999989, 'percent_change': 0.060093549137338546}]"
