state,variable,pre_2022,post_2022_avg,absolute_change,percent_change,percent_change_reliable,direction
Arkansas,fem_poverty_rate,0.178,0.17049999999999998,-0.007500000000000007,-0.0421348314606742,False,decrease
Arkansas,male_poverty_rate,0.148,0.1405,-0.007499999999999979,-0.05067567567567553,False,decrease
Arkansas,poverty_gender_disparity_score,1.202702703,1.2135764945,0.010873791500000118,0.009041130009001168,False,increase
Arkansas,fem_labor_force_part,0.543383706,0.545348124,0.0019644180000000233,0.0036151580886748624,False,increase
Arkansas,all_labor_force_part,0.585688774,0.5886802055,0.0029914315000000302,0.005107544540370566,False,increase
Arkansas,labor_force_ratio,0.927768689,0.926385192,-0.0013834969999999558,-0.0014912089795692121,False,decrease
Arkansas,unemployment_rate,0.055,0.04,-0.015,-0.2727272727272727,False,decrease
Arkansas,mhhi,52528.0,60403.0,7875.0,0.14992004264392325,True,increase
Arkansas,%_at_least_bach_degree,0.252744799,0.2664704915,0.013725692499999997,0.054306527985171306,False,increase
Arkansas,%_at_least_high_school,0.88669438,0.8927235870000001,0.006029207000000092,0.006799644991547248,False,increase
Arkansas,avg_years_schooling,13.0814658,13.195379984999999,0.11391418499999872,0.00870805968854031,True,increase
Arkansas,gun_deaths_per_100k,22.6,22.0,-0.6000000000000014,-0.026548672566371743,True,decrease
Arkansas,white_adj_rate,2040.028893,1901.5098440000002,-138.51904899999977,-0.06790053291661874,True,decrease
Arkansas,black_adj_rate,7106.50061,6705.410191,-401.0904190000001,-0.05643993309950621,True,decrease
Arkansas,nat_amer_adj_rate,1422.707145,1033.8520383,-388.8551067000001,-0.2733205551589467,True,decrease
Arkansas,asian_adj_rate,281.6594934,428.91601004999995,147.25651664999998,0.522817515832399,True,increase
Arkansas,hispanic_adj_rate,1314.838965,1427.236267,112.39730200000008,0.0854837018006993,True,increase
California,total_incidents,15660.0,154720.0,139060.0,8.879948914431672,True,increase
California,white_victims,12270.0,116646.5,104376.5,8.506642216788917,True,increase
California,black_victims,2186.0,23119.0,20933.0,9.57593778591034,True,increase
California,nat_amer_victims,100.0,931.0,831.0,8.31,True,increase
California,asian_victims,698.0,7855.5,7157.5,10.254297994269342,True,increase
California,hispanic_victims,6192.0,55549.0,49357.0,7.97109173126615,True,increase
California,other_race_victims,406.0,6168.0,5762.0,14.192118226600986,True,increase
California,victims_age_18_29,5793.0,54740.0,48947.0,8.449335404798894,True,increase
California,victims_age_30_39,4381.0,45092.5,40711.5,9.292741383245835,True,increase
California,victims_age_40_49,2628.0,27597.0,24969.0,9.501141552511415,True,increase
California,victims_age_50_59,1618.0,14935.5,13317.5,8.230840543881335,True,increase
California,victims_age_60_69,800.0,7874.5,7074.5,8.843125,True,increase
California,victims_age_70_79,303.0,3101.0,2798.0,9.234323432343235,True,increase
California,victims_age_80_plus,137.0,1379.5,1242.5,9.069343065693431,True,increase
California,involving_firearm,521.0,5754.5,5233.5,10.04510556621881,True,increase
California,sex_assaults,1271.0,6757.0,5486.0,4.316286388670338,True,increase
California,victim_offender_nonmarried_partner,165.0,36333.5,36168.5,219.2030303030303,True,increase
California,victim_offender_rel_spouse,91.0,15141.5,15050.5,165.3901098901099,True,increase
California,dv_total,308.0,63255.5,62947.5,204.375,True,increase
California,firearm_nonmarried,3.0,355.0,352.0,117.33333333333333,False,increase
California,near_school,20.0,2138.0,2118.0,105.9,True,increase
California,on_tribal_lands,6.0,21.0,15.0,2.5,False,increase
California,fem_pop,15340103.8,15520426.9,180323.09999999963,0.011755011722932385,True,increase
California,white_pop,0.342571262,0.329179218,-0.013392043999999992,-0.03909272459637899,False,decrease
California,black_pop,0.052782192,0.0511920475,-0.0015901445000000014,-0.030126533964334058,False,decrease
California,nat_amer_pop,0.002448377,0.002657645,0.0002092680000000003,0.08547213113013245,False,increase
California,asian_pop,0.149666128,0.1567116955,0.0070455674999999884,0.04707523067610855,False,increase
California,hispanic_pop,0.401515721,0.405999734,0.004484013000000009,0.011167714650953876,False,increase
California,other_race_pop,0.05101632,0.0542596605,0.003243340500000004,0.06357456790297701,False,increase
California,diversity_index,0.693635487,0.6966573199999999,0.0030218329999999183,0.004356514418069153,False,increase
California,%_fem_age_18-29,0.209675884,0.204580347,-0.005095537000000011,-0.02430196979639304,False,decrease
California,%_fem_age_30-39,0.190152255,0.18937306050000002,-0.0007791944999999689,-0.004097739992617857,False,decrease
California,%_fem_age_40-49,0.165785883,0.16615202750000002,0.0003661445000000263,0.002208538467657263,False,increase
California,fem_age_50-59,0.162289132,0.1550365115,-0.007252620500000001,-0.04468950206721175,False,decrease
California,fem_age_60-69,0.140450044,0.14279174449999998,0.002341700499999988,0.016672835645391383,False,increase
California,fem_age_70-79,0.087057963,0.0937587165,0.0067007535000000035,0.07696887532275483,False,increase
California,fem_age_80+,0.044588839,0.0483075935,0.0037187545000000044,0.08340101656380881,False,increase
California,age_coef_variation,0.512174161,0.515311124,0.0031369629999999926,0.006124797459276733,False,increase
California,fem_poverty_rate,0.133,0.129,-0.0040000000000000036,-0.030075187969924838,False,decrease
